canonical_venue_id,venue_name,latitude,longitude,address,city,source_platform,price_type,menu_section,item_name,item_description,raw_price,price_eur,currency,item_type,normalized_product,confidence,allergens,source_url,retrieved_at
e378239a0b9c,Al Coccio,45.4520357,9.1776055,"Alzaia Naviglio Pavese, 2, 20143 Milano Milano, Italia",Milano,mycia,menu,I Piatti del Coccio,Cheeseburger,"Fatto con tartare di chianina battuta al coltello, stracciatella di bufala, spinaci, peperoncini jalapeno, cetriolini e salsa a sorpresa",11,11.0,EUR,non_drink,,low,,https://www.mycia.it/menu/milano/al-coccio-7noDtURty,2026-05-30T17:19:37.289730+00:00
e378239a0b9c,Al Coccio,45.4520357,9.1776055,"Alzaia Naviglio Pavese, 2, 20143 Milano Milano, Italia",Milano,mycia,menu,I Piatti del Coccio,Cous Cous,Cous Cous con verdure e hummus di ceci,8,8.0,EUR,non_drink,,low,,https://www.mycia.it/menu/milano/al-coccio-7noDtURty,2026-05-30T17:19:37.289730+00:00
e378239a0b9c,Al Coccio,45.4520357,9.1776055,"Alzaia Naviglio Pavese, 2, 20143 Milano Milano, Italia",Milano,mycia,menu,I Piatti del Coccio,Falafel,"Falafel con insalata, pomodori e salsa yogurt",8,8.0,EUR,non_drink,,low,,https://www.mycia.it/menu/milano/al-coccio-7noDtURty,2026-05-30T17:19:37.289730+00:00
e378239a0b9c,Al Coccio,45.4520357,9.1776055,"Alzaia Naviglio Pavese, 2, 20143 Milano Milano, Italia",Milano,mycia,menu,Specialità della Casa,Copenaghen,"Aringa affumicata, brie, limone e cipolla",6,6.0,EUR,non_drink,,low,,https://www.mycia.it/menu/milano/al-coccio-7noDtURty,2026-05-30T17:19:37.289730+00:00
e378239a0b9c,Al Coccio,45.4520357,9.1776055,"Alzaia Naviglio Pavese, 2, 20143 Milano Milano, Italia",Milano,mycia,menu,Specialità della Casa,Maxi Wurstel con crauti e senape,Wurstel con crauti e senape,6,6.0,EUR,non_drink,,low,,https://www.mycia.it/menu/milano/al-coccio-7noDtURty,2026-05-30T17:19:37.289730+00:00
e378239a0b9c,Al Coccio,45.4520357,9.1776055,"Alzaia Naviglio Pavese, 2, 20143 Milano Milano, Italia",Milano,mycia,menu,Specialità della Casa,Maxi Wurstel Casereccio,"Wurstel con brie, pomodoro, tabasco e maionese",6,6.0,EUR,non_drink,,low,,https://www.mycia.it/menu/milano/al-coccio-7noDtURty,2026-05-30T17:19:37.289730+00:00
e378239a0b9c,Al Coccio,45.4520357,9.1776055,"Alzaia Naviglio Pavese, 2, 20143 Milano Milano, Italia",Milano,mycia,menu,Le Baguette,Basca,"Mozzarella di bufala, peperoni e tabasco",6,6.0,EUR,non_drink,,low,,https://www.mycia.it/menu/milano/al-coccio-7noDtURty,2026-05-30T17:19:37.289730+00:00
e378239a0b9c,Al Coccio,45.4520357,9.1776055,"Alzaia Naviglio Pavese, 2, 20143 Milano Milano, Italia",Milano,mycia,menu,Le Baguette,Brasa,"Bresaola, rucola, grana, olio e limone",6,6.0,EUR,non_drink,,low,,https://www.mycia.it/menu/milano/al-coccio-7noDtURty,2026-05-30T17:19:37.289730+00:00
e378239a0b9c,Al Coccio,45.4520357,9.1776055,"Alzaia Naviglio Pavese, 2, 20143 Milano Milano, Italia",Milano,mycia,menu,Le Baguette,Rasta,"Roast beef, lattuga, pomodori e maionese",6,6.0,EUR,non_drink,,low,,https://www.mycia.it/menu/milano/al-coccio-7noDtURty,2026-05-30T17:19:37.289730+00:00
90ca4c050ef2,Al mercante,45.4638104,9.1864588,"Via Cesare Cantù, 7, 20123 Milano, Italia",Milano,mycia,menu,primi,bucatini alla matriciana con guanciale,,15,15.0,EUR,non_drink,,low,,https://www.mycia.it/menu/milano/al-mercante-QA9AFxUTS,2026-05-30T17:19:41.928258+00:00
90ca4c050ef2,Al mercante,45.4638104,9.1864588,"Via Cesare Cantù, 7, 20123 Milano, Italia",Milano,mycia,menu,primi,spaghetti al pomodoro e basilico,,13,13.0,EUR,non_drink,,low,,https://www.mycia.it/menu/milano/al-mercante-QA9AFxUTS,2026-05-30T17:19:41.928258+00:00
90ca4c050ef2,Al mercante,45.4638104,9.1864588,"Via Cesare Cantù, 7, 20123 Milano, Italia",Milano,mycia,menu,primi,spaghetti alle vongole o al misto mare,,15,15.0,EUR,non_drink,,low,,https://www.mycia.it/menu/milano/al-mercante-QA9AFxUTS,2026-05-30T17:19:41.928258+00:00
90ca4c050ef2,Al mercante,45.4638104,9.1864588,"Via Cesare Cantù, 7, 20123 Milano, Italia",Milano,mycia,menu,secondi,tartare di fassona piemontese olio e sale,,26,26.0,EUR,non_drink,,low,,https://www.mycia.it/menu/milano/al-mercante-QA9AFxUTS,2026-05-30T17:19:41.928258+00:00
90ca4c050ef2,Al mercante,45.4638104,9.1864588,"Via Cesare Cantù, 7, 20123 Milano, Italia",Milano,mycia,menu,secondi,ossobuco con risotto alla milanese,,25,25.0,EUR,non_drink,,low,,https://www.mycia.it/menu/milano/al-mercante-QA9AFxUTS,2026-05-30T17:19:41.928258+00:00
90ca4c050ef2,Al mercante,45.4638104,9.1864588,"Via Cesare Cantù, 7, 20123 Milano, Italia",Milano,mycia,menu,secondi,tagliata di fassona piemontese e patate,,28,28.0,EUR,non_drink,,low,,https://www.mycia.it/menu/milano/al-mercante-QA9AFxUTS,2026-05-30T17:19:41.928258+00:00
90ca4c050ef2,Al mercante,45.4638104,9.1864588,"Via Cesare Cantù, 7, 20123 Milano, Italia",Milano,mycia,menu,contorni,insalata mista,,7,7.0,EUR,non_drink,,low,,https://www.mycia.it/menu/milano/al-mercante-QA9AFxUTS,2026-05-30T17:19:41.928258+00:00
90ca4c050ef2,Al mercante,45.4638104,9.1864588,"Via Cesare Cantù, 7, 20123 Milano, Italia",Milano,mycia,menu,contorni,insalata di pomodori,,6,6.0,EUR,non_drink,,low,,https://www.mycia.it/menu/milano/al-mercante-QA9AFxUTS,2026-05-30T17:19:41.928258+00:00
90ca4c050ef2,Al mercante,45.4638104,9.1864588,"Via Cesare Cantù, 7, 20123 Milano, Italia",Milano,mycia,menu,contorni,insalata verde,,6,6.0,EUR,non_drink,,low,,https://www.mycia.it/menu/milano/al-mercante-QA9AFxUTS,2026-05-30T17:19:41.928258+00:00
c6c3c0ee4942,Amico Bar,45.4815245,9.1768584,"Via Paolo Sarpi, 26, 20154 Milano Milano, Italia",Milano,mycia,menu,ANTIPASTI,Tofu con uova di cent'anni,Tofu con uova di cent'anni,4,4.0,EUR,non_drink,,low,,https://www.mycia.it/menu/milano/amico-bar-goAJnA6fl,2026-05-30T17:19:49.642333+00:00
c6c3c0ee4942,Amico Bar,45.4815245,9.1768584,"Via Paolo Sarpi, 26, 20154 Milano Milano, Italia",Milano,mycia,menu,ANTIPASTI,Cetrioli freddi,Cetrioli freddi,4,4.0,EUR,non_drink,,low,,https://www.mycia.it/menu/milano/amico-bar-goAJnA6fl,2026-05-30T17:19:49.642333+00:00
c6c3c0ee4942,Amico Bar,45.4815245,9.1768584,"Via Paolo Sarpi, 26, 20154 Milano Milano, Italia",Milano,mycia,menu,ANTIPASTI,Orecchie di maiale,Orecchie di maiale,5,5.0,EUR,non_drink,,low,,https://www.mycia.it/menu/milano/amico-bar-goAJnA6fl,2026-05-30T17:19:49.642333+00:00
c6c3c0ee4942,Amico Bar,45.4815245,9.1768584,"Via Paolo Sarpi, 26, 20154 Milano Milano, Italia",Milano,mycia,menu,SPAGHETTI,Spaghetti con verdure,Spaghetti con verdure,5,5.0,EUR,non_drink,,low,,https://www.mycia.it/menu/milano/amico-bar-goAJnA6fl,2026-05-30T17:19:49.642333+00:00
c6c3c0ee4942,Amico Bar,45.4815245,9.1768584,"Via Paolo Sarpi, 26, 20154 Milano Milano, Italia",Milano,mycia,menu,SPAGHETTI,Spaghetti con manzo,Spaghetti con manzo,7,7.0,EUR,non_drink,,low,,https://www.mycia.it/menu/milano/amico-bar-goAJnA6fl,2026-05-30T17:19:49.642333+00:00
c6c3c0ee4942,Amico Bar,45.4815245,9.1768584,"Via Paolo Sarpi, 26, 20154 Milano Milano, Italia",Milano,mycia,menu,SPAGHETTI,Spaghetti con costolette di maiale,Spaghetti con costolette di maiale,6,6.0,EUR,non_drink,,low,,https://www.mycia.it/menu/milano/amico-bar-goAJnA6fl,2026-05-30T17:19:49.642333+00:00
c6c3c0ee4942,Amico Bar,45.4815245,9.1768584,"Via Paolo Sarpi, 26, 20154 Milano Milano, Italia",Milano,mycia,menu,RISO,Piatto unico di riso con manzo e pepe nero,Piatto unico di riso con manzo e pepe nero,7,7.0,EUR,non_drink,,low,,https://www.mycia.it/menu/milano/amico-bar-goAJnA6fl,2026-05-30T17:19:49.642333+00:00
c6c3c0ee4942,Amico Bar,45.4815245,9.1768584,"Via Paolo Sarpi, 26, 20154 Milano Milano, Italia",Milano,mycia,menu,RISO,Piatto unico di riso con funghi e carne,Piatto unico di riso con funghi e carne,6,6.0,EUR,non_drink,,low,,https://www.mycia.it/menu/milano/amico-bar-goAJnA6fl,2026-05-30T17:19:49.642333+00:00
c6c3c0ee4942,Amico Bar,45.4815245,9.1768584,"Via Paolo Sarpi, 26, 20154 Milano Milano, Italia",Milano,mycia,menu,RISO,Piatto unico di riso con carne in salsa agro piccante,Piatto unico di riso con carne in salsa agro piccante,6,6.0,EUR,non_drink,,low,,https://www.mycia.it/menu/milano/amico-bar-goAJnA6fl,2026-05-30T17:19:49.642333+00:00
d127ff4f1d82,Antonino Il Banco di Cannavacciuolo,45.4866993,9.1962354,"Piazza Città di Lombardia, 1, 20124 Milano, MI, Italia",Milano,mycia,menu,CAFFÈ,Espresso,,1.8,1.8,EUR,drink,espresso,high,,https://www.mycia.it/menu/milano/antonino-il-banco-di-cannavacciuolo-5bcBqmsOe,2026-05-30T17:20:00.445721+00:00
d127ff4f1d82,Antonino Il Banco di Cannavacciuolo,45.4866993,9.1962354,"Piazza Città di Lombardia, 1, 20124 Milano, MI, Italia",Milano,mycia,menu,CAFFÈ,Tè,,5,5.0,EUR,drink,,low,,https://www.mycia.it/menu/milano/antonino-il-banco-di-cannavacciuolo-5bcBqmsOe,2026-05-30T17:20:00.445721+00:00
d127ff4f1d82,Antonino Il Banco di Cannavacciuolo,45.4866993,9.1962354,"Piazza Città di Lombardia, 1, 20124 Milano, MI, Italia",Milano,mycia,menu,CAFFÈ,Cioccolata calda,,4.5,4.5,EUR,drink,,low,,https://www.mycia.it/menu/milano/antonino-il-banco-di-cannavacciuolo-5bcBqmsOe,2026-05-30T17:20:00.445721+00:00
d127ff4f1d82,Antonino Il Banco di Cannavacciuolo,45.4866993,9.1962354,"Piazza Città di Lombardia, 1, 20124 Milano, MI, Italia",Milano,mycia,menu,SPREMUTE E CENTRIFUGHE,Spremuta melograno,,6,6.0,EUR,non_drink,,low,,https://www.mycia.it/menu/milano/antonino-il-banco-di-cannavacciuolo-5bcBqmsOe,2026-05-30T17:20:00.445721+00:00
d127ff4f1d82,Antonino Il Banco di Cannavacciuolo,45.4866993,9.1962354,"Piazza Città di Lombardia, 1, 20124 Milano, MI, Italia",Milano,mycia,menu,SPREMUTE E CENTRIFUGHE,Centrifughe,,7,7.0,EUR,non_drink,,low,,https://www.mycia.it/menu/milano/antonino-il-banco-di-cannavacciuolo-5bcBqmsOe,2026-05-30T17:20:00.445721+00:00
d127ff4f1d82,Antonino Il Banco di Cannavacciuolo,45.4866993,9.1962354,"Piazza Città di Lombardia, 1, 20124 Milano, MI, Italia",Milano,mycia,menu,APERITIVI,Sarti Rosa Spritz,,12,12.0,EUR,drink,spritz,high,,https://www.mycia.it/menu/milano/antonino-il-banco-di-cannavacciuolo-5bcBqmsOe,2026-05-30T17:20:00.445721+00:00
d127ff4f1d82,Antonino Il Banco di Cannavacciuolo,45.4866993,9.1962354,"Piazza Città di Lombardia, 1, 20124 Milano, MI, Italia",Milano,mycia,menu,APERITIVI,Negroni,,15,15.0,EUR,drink,negroni,high,,https://www.mycia.it/menu/milano/antonino-il-banco-di-cannavacciuolo-5bcBqmsOe,2026-05-30T17:20:00.445721+00:00
