source_platform,source_venue_id,venue_name,venue_url,menu_section,item_name,item_description,raw_price,normalized_price_eur,currency,price_type,item_type,normalized_product,confidence,allergens,retrieved_at,source_url,season,validity_start,validity_end,vertical,peak_or_mid,check_in_date,check_out_date,staging_items,available_spots,booking_available,booking_provider
spiagge,spiagge_13308,Paradise Beach,https://www.spiagge.it/stabilimenti-balneari/13308-paradise-beach/,PACCHETTO BASE,Ombrellone + 2 lettini – Settimana 15-21 giugno 2026 (mid),Configurazione: 1U_2B | available_spots: 51 | bookable via spiagge.it,"€129,00",129.0,EUR,per_week,beach_service,beach_set_2lettini_ombrellone,high,,2026-06-01T19:31:31Z,https://www.spiagge.it/stabilimenti-balneari/13308-paradise-beach/?from=2026-06-15&to=2026-06-21,summer_2026,2026-05-01,2026-09-30,beach,mid_jun,2026-06-15,2026-06-21,1U_2B,51,true,spiagge.it
spiagge,spiagge_13326,Chalet Alta Marea,https://www.spiagge.it/stabilimenti-balneari/13326-chalet-alta-marea/,PACCHETTO BASE,Ombrellone + 2 lettini – Settimana 15-21 giugno 2026 (mid),Configurazione: 1U_2B | available_spots: 7 | bookable via spiagge.it,"€75,00",75.0,EUR,per_week,beach_service,beach_set_2lettini_ombrellone,high,,2026-06-01T19:31:31Z,https://www.spiagge.it/stabilimenti-balneari/13326-chalet-alta-marea/?from=2026-06-15&to=2026-06-21,summer_2026,2026-05-01,2026-09-30,beach,mid_jun,2026-06-15,2026-06-21,1U_2B,7,true,spiagge.it
spiagge,spiagge_13354,Chalet Ciaschí,https://www.spiagge.it/stabilimenti-balneari/13354-ristorante-ciaschi/,PACCHETTO BASE,Ombrellone + 2 lettini – Settimana 1-7 agosto 2026 (peak),Configurazione: 1U_2B | available_spots: 20 | bookable via spiagge.it,"€170,00",170.0,EUR,per_week,beach_service,beach_set_2lettini_ombrellone,high,,2026-06-01T19:31:31Z,https://www.spiagge.it/stabilimenti-balneari/13354-ristorante-ciaschi/?from=2026-08-01&to=2026-08-07,summer_2026,2026-05-01,2026-09-30,beach,peak_aug,2026-08-01,2026-08-07,1U_2B,20,true,spiagge.it
spiagge,spiagge_13354,Chalet Ciaschí,https://www.spiagge.it/stabilimenti-balneari/13354-ristorante-ciaschi/,PACCHETTO BASE,Ombrellone + 2 lettini – Settimana 15-21 giugno 2026 (mid),Configurazione: 1U_2B | available_spots: 23 | bookable via spiagge.it,"€120,00",120.0,EUR,per_week,beach_service,beach_set_2lettini_ombrellone,high,,2026-06-01T19:31:31Z,https://www.spiagge.it/stabilimenti-balneari/13354-ristorante-ciaschi/?from=2026-06-15&to=2026-06-21,summer_2026,2026-05-01,2026-09-30,beach,mid_jun,2026-06-15,2026-06-21,1U_2B,23,true,spiagge.it
spiagge,spiagge_13385,Chalet Saari Beach,https://www.spiagge.it/stabilimenti-balneari/13385-chalet-saari-beach/,PACCHETTO BASE,Ombrellone + 2 lettini – Settimana 15-21 giugno 2026 (mid),Configurazione: 1U_2B | available_spots: 7 | bookable via spiagge.it,"€98,00",98.0,EUR,per_week,beach_service,beach_set_2lettini_ombrellone,high,,2026-06-01T19:31:31Z,https://www.spiagge.it/stabilimenti-balneari/13385-chalet-saari-beach/?from=2026-06-15&to=2026-06-21,summer_2026,2026-05-01,2026-09-30,beach,mid_jun,2026-06-15,2026-06-21,1U_2B,7,true,spiagge.it
spiagge,spiagge_13383,Chalet Ragno Verde,https://www.spiagge.it/stabilimenti-balneari/13383-chalet-ragno-verde/,PACCHETTO BASE,Ombrellone + 2 lettini – Settimana 1-7 agosto 2026 (peak),Configurazione: 1U_2B | available_spots: 1 | bookable via spiagge.it,"€210,00",210.0,EUR,per_week,beach_service,beach_set_2lettini_ombrellone,high,,2026-06-01T19:31:31Z,https://www.spiagge.it/stabilimenti-balneari/13383-chalet-ragno-verde/?from=2026-08-01&to=2026-08-07,summer_2026,2026-05-01,2026-09-30,beach,peak_aug,2026-08-01,2026-08-07,1U_2B,1,true,spiagge.it
spiagge,spiagge_13383,Chalet Ragno Verde,https://www.spiagge.it/stabilimenti-balneari/13383-chalet-ragno-verde/,PACCHETTO BASE,Ombrellone + 2 lettini – Settimana 15-21 giugno 2026 (mid),Configurazione: 1U_2B | available_spots: 13 | bookable via spiagge.it,"€105,00",105.0,EUR,per_week,beach_service,beach_set_2lettini_ombrellone,high,,2026-06-01T19:31:31Z,https://www.spiagge.it/stabilimenti-balneari/13383-chalet-ragno-verde/?from=2026-06-15&to=2026-06-21,summer_2026,2026-05-01,2026-09-30,beach,mid_jun,2026-06-15,2026-06-21,1U_2B,13,true,spiagge.it
spiagge,spiagge_13398,Chalet Bacio Dell'Onda,https://www.spiagge.it/stabilimenti-balneari/13398-chalet-bacio-dell-onda/,PACCHETTO BASE,Ombrellone + 2 lettini – Settimana 15-21 giugno 2026 (mid),Configurazione: 1U_2B | available_spots: 30 | bookable via spiagge.it,"€175,00",175.0,EUR,per_week,beach_service,beach_set_2lettini_ombrellone,high,,2026-06-01T19:31:31Z,https://www.spiagge.it/stabilimenti-balneari/13398-chalet-bacio-dell-onda/?from=2026-06-15&to=2026-06-21,summer_2026,2026-05-01,2026-09-30,beach,mid_jun,2026-06-15,2026-06-21,1U_2B,30,true,spiagge.it
spiagge,spiagge_13398,Chalet Bacio Dell'Onda,https://www.spiagge.it/stabilimenti-balneari/13398-chalet-bacio-dell-onda/,PACCHETTO BASE,Ombrellone + 2 lettini – Settimana 1-7 agosto 2026 (peak),Configurazione: 1U_2B | available_spots: 21 | bookable via spiagge.it,"€210,00",210.0,EUR,per_week,beach_service,beach_set_2lettini_ombrellone,high,,2026-06-01T19:31:31Z,https://www.spiagge.it/stabilimenti-balneari/13398-chalet-bacio-dell-onda/?from=2026-08-01&to=2026-08-07,summer_2026,2026-05-01,2026-09-30,beach,peak_aug,2026-08-01,2026-08-07,1U_2B,21,true,spiagge.it
spiagge,spiagge_13420,Chalet Casablanca,https://www.spiagge.it/stabilimenti-balneari/13420-chalet-casablanca/,PACCHETTO BASE,Ombrellone + 2 lettini – Settimana 15-21 giugno 2026 (mid),Configurazione: 1U_2B | available_spots: 27 | bookable via spiagge.it,"€50,00",50.0,EUR,per_week,beach_service,beach_set_2lettini_ombrellone,high,,2026-06-01T19:31:31Z,https://www.spiagge.it/stabilimenti-balneari/13420-chalet-casablanca/?from=2026-06-15&to=2026-06-21,summer_2026,2026-05-01,2026-09-30,beach,mid_jun,2026-06-15,2026-06-21,1U_2B,27,true,spiagge.it
spiagge,spiagge_13420,Chalet Casablanca,https://www.spiagge.it/stabilimenti-balneari/13420-chalet-casablanca/,PACCHETTO BASE,Ombrellone + 2 lettini – Settimana 1-7 agosto 2026 (peak),Configurazione: 1U_2B | available_spots: 32 | bookable via spiagge.it,"€150,00",150.0,EUR,per_week,beach_service,beach_set_2lettini_ombrellone,high,,2026-06-01T19:31:31Z,https://www.spiagge.it/stabilimenti-balneari/13420-chalet-casablanca/?from=2026-08-01&to=2026-08-07,summer_2026,2026-05-01,2026-09-30,beach,peak_aug,2026-08-01,2026-08-07,1U_2B,32,true,spiagge.it
spiagge,spiagge_13439,Chalet Josè,https://www.spiagge.it/stabilimenti-balneari/13439-chalet-jose/,PACCHETTO BASE,Ombrellone + 2 lettini – Settimana 1-7 agosto 2026 (peak),Configurazione: 1U_2B | available_spots: 5 | bookable via spiagge.it,"€126,00",126.0,EUR,per_week,beach_service,beach_set_2lettini_ombrellone,high,,2026-06-01T19:31:31Z,https://www.spiagge.it/stabilimenti-balneari/13439-chalet-jose/?from=2026-08-01&to=2026-08-07,summer_2026,2026-05-01,2026-09-30,beach,peak_aug,2026-08-01,2026-08-07,1U_2B,5,true,spiagge.it
spiagge,spiagge_13439,Chalet Josè,https://www.spiagge.it/stabilimenti-balneari/13439-chalet-jose/,PACCHETTO BASE,Ombrellone + 2 lettini – Settimana 15-21 giugno 2026 (mid),Configurazione: 1U_2B | available_spots: 19 | bookable via spiagge.it,"€126,00",126.0,EUR,per_week,beach_service,beach_set_2lettini_ombrellone,high,,2026-06-01T19:31:31Z,https://www.spiagge.it/stabilimenti-balneari/13439-chalet-jose/?from=2026-06-15&to=2026-06-21,summer_2026,2026-05-01,2026-09-30,beach,mid_jun,2026-06-15,2026-06-21,1U_2B,19,true,spiagge.it
spiagge,spiagge_13450,Chalet La Siesta,https://www.spiagge.it/stabilimenti-balneari/13450-chalet-la-siesta/,PACCHETTO BASE,Ombrellone + 2 lettini – Settimana 15-21 giugno 2026 (mid),Configurazione: 1U_2B | available_spots: 48 | bookable via spiagge.it,"€175,00",175.0,EUR,per_week,beach_service,beach_set_2lettini_ombrellone,high,,2026-06-01T19:31:31Z,https://www.spiagge.it/stabilimenti-balneari/13450-chalet-la-siesta/?from=2026-06-15&to=2026-06-21,summer_2026,2026-05-01,2026-09-30,beach,mid_jun,2026-06-15,2026-06-21,1U_2B,48,true,spiagge.it
spiagge,spiagge_13450,Chalet La Siesta,https://www.spiagge.it/stabilimenti-balneari/13450-chalet-la-siesta/,PACCHETTO BASE,Ombrellone + 2 lettini – Settimana 1-7 agosto 2026 (peak),Configurazione: 1U_2B | available_spots: 48 | bookable via spiagge.it,"€175,00",175.0,EUR,per_week,beach_service,beach_set_2lettini_ombrellone,high,,2026-06-01T19:31:31Z,https://www.spiagge.it/stabilimenti-balneari/13450-chalet-la-siesta/?from=2026-08-01&to=2026-08-07,summer_2026,2026-05-01,2026-09-30,beach,peak_aug,2026-08-01,2026-08-07,1U_2B,48,true,spiagge.it
spiagge,spiagge_13486,Bagni Panama,https://www.spiagge.it/stabilimenti-balneari/13486-bagni-panama/,PACCHETTO BASE,Pacchetto base – Settimana 15-21 giugno 2026 (mid),Configurazione:  | available_spots: 11 | bookable via spiagge.it,"€175,00",175.0,EUR,per_week,beach_service,,high,,2026-06-01T19:31:31Z,https://www.spiagge.it/stabilimenti-balneari/13486-bagni-panama/?from=2026-06-15&to=2026-06-21,summer_2026,2026-05-01,2026-09-30,beach,mid_jun,2026-06-15,2026-06-21,,11,true,spiagge.it
spiagge,spiagge_13526,Bagni Iris,https://www.spiagge.it/stabilimenti-balneari/13526-bagni-iris/,PACCHETTO BASE,Lettino singolo – Settimana 15-21 giugno 2026 (mid),Configurazione: 1B | available_spots: 5 | bookable via spiagge.it,"€70,00",70.0,EUR,per_week,beach_service,beach_sunbed,high,,2026-06-01T19:31:31Z,https://www.spiagge.it/stabilimenti-balneari/13526-bagni-iris/?from=2026-06-15&to=2026-06-21,summer_2026,2026-05-01,2026-09-30,beach,mid_jun,2026-06-15,2026-06-21,1B,5,true,spiagge.it
spiagge,spiagge_13526,Bagni Iris,https://www.spiagge.it/stabilimenti-balneari/13526-bagni-iris/,PACCHETTO BASE,Lettino singolo – Settimana 1-7 agosto 2026 (peak),Configurazione: 1B | available_spots: 3 | bookable via spiagge.it,"€70,00",70.0,EUR,per_week,beach_service,beach_sunbed,high,,2026-06-01T19:31:31Z,https://www.spiagge.it/stabilimenti-balneari/13526-bagni-iris/?from=2026-08-01&to=2026-08-07,summer_2026,2026-05-01,2026-09-30,beach,peak_aug,2026-08-01,2026-08-07,1B,3,true,spiagge.it
spiagge,spiagge_13560,Bagni Corner Beach,https://www.spiagge.it/stabilimenti-balneari/13560-bagni-corner-beach/,PACCHETTO BASE,Ombrellone + 2 lettini – Settimana 15-21 giugno 2026 (mid),Configurazione: 1U_2B_1C | available_spots: 3 | bookable via spiagge.it,"€245,00",245.0,EUR,per_week,beach_service,beach_set_2lettini_ombrellone,high,,2026-06-01T19:31:31Z,https://www.spiagge.it/stabilimenti-balneari/13560-bagni-corner-beach/?from=2026-06-15&to=2026-06-21,summer_2026,2026-05-01,2026-09-30,beach,mid_jun,2026-06-15,2026-06-21,1U_2B_1C,3,true,spiagge.it
spiagge,spiagge_13571,Graf,https://www.spiagge.it/stabilimenti-balneari/13571-graf/,PACCHETTO BASE,Ombrellone + 2 lettini – Settimana 1-7 agosto 2026 (peak),Configurazione: 1U_2B | available_spots: 24 | bookable via spiagge.it,"€455,00",455.0,EUR,per_week,beach_service,beach_set_2lettini_ombrellone,high,,2026-06-01T19:31:31Z,https://www.spiagge.it/stabilimenti-balneari/13571-graf/?from=2026-08-01&to=2026-08-07,summer_2026,2026-05-01,2026-09-30,beach,peak_aug,2026-08-01,2026-08-07,1U_2B,24,true,spiagge.it
spiagge,spiagge_13571,Graf,https://www.spiagge.it/stabilimenti-balneari/13571-graf/,PACCHETTO BASE,Ombrellone + 2 lettini – Settimana 15-21 giugno 2026 (mid),Configurazione: 1U_2B | available_spots: 27 | bookable via spiagge.it,"€140,00",140.0,EUR,per_week,beach_service,beach_set_2lettini_ombrellone,high,,2026-06-01T19:31:31Z,https://www.spiagge.it/stabilimenti-balneari/13571-graf/?from=2026-06-15&to=2026-06-21,summer_2026,2026-05-01,2026-09-30,beach,mid_jun,2026-06-15,2026-06-21,1U_2B,27,true,spiagge.it
spiagge,spiagge_13568,Bagni Flora,https://www.spiagge.it/stabilimenti-balneari/13568-bagni-flora/,PACCHETTO BASE,Ombrellone + 2 lettini – Settimana 15-21 giugno 2026 (mid),Configurazione: 1U_2B | available_spots: 14 | bookable via spiagge.it,"€308,00",308.0,EUR,per_week,beach_service,beach_set_2lettini_ombrellone,high,,2026-06-01T19:31:31Z,https://www.spiagge.it/stabilimenti-balneari/13568-bagni-flora/?from=2026-06-15&to=2026-06-21,summer_2026,2026-05-01,2026-09-30,beach,mid_jun,2026-06-15,2026-06-21,1U_2B,14,true,spiagge.it
spiagge,spiagge_13544,Bagni Madonnetta,https://www.spiagge.it/stabilimenti-balneari/13544-bagni-madonnetta/,PACCHETTO BASE,Lettino singolo – Settimana 1-7 agosto 2026 (peak),Configurazione: 1B | available_spots: 92 | bookable via spiagge.it,"€145,00",145.0,EUR,per_week,beach_service,beach_sunbed,high,,2026-06-01T19:31:31Z,https://www.spiagge.it/stabilimenti-balneari/13544-bagni-madonnetta/?from=2026-08-01&to=2026-08-07,summer_2026,2026-05-01,2026-09-30,beach,peak_aug,2026-08-01,2026-08-07,1B,92,true,spiagge.it
spiagge,spiagge_13543,Bagni Karibu,https://www.spiagge.it/stabilimenti-balneari/13543-bagni-karibu/,PACCHETTO BASE,Ombrellone + 2 lettini – Settimana 1-7 agosto 2026 (peak),Configurazione: 1U_2B | available_spots: 46 | bookable via spiagge.it,"€126,00",126.0,EUR,per_week,beach_service,beach_set_2lettini_ombrellone,high,,2026-06-01T19:31:31Z,https://www.spiagge.it/stabilimenti-balneari/13543-bagni-karibu/?from=2026-08-01&to=2026-08-07,summer_2026,2026-05-01,2026-09-30,beach,peak_aug,2026-08-01,2026-08-07,1U_2B,46,true,spiagge.it
spiagge,spiagge_13543,Bagni Karibu,https://www.spiagge.it/stabilimenti-balneari/13543-bagni-karibu/,PACCHETTO BASE,Ombrellone + 2 lettini – Settimana 15-21 giugno 2026 (mid),Configurazione: 1U_2B | available_spots: 43 | bookable via spiagge.it,"€95,00",95.0,EUR,per_week,beach_service,beach_set_2lettini_ombrellone,high,,2026-06-01T19:31:31Z,https://www.spiagge.it/stabilimenti-balneari/13543-bagni-karibu/?from=2026-06-15&to=2026-06-21,summer_2026,2026-05-01,2026-09-30,beach,mid_jun,2026-06-15,2026-06-21,1U_2B,43,true,spiagge.it
spiagge,spiagge_13544,Bagni Madonnetta,https://www.spiagge.it/stabilimenti-balneari/13544-bagni-madonnetta/,PACCHETTO BASE,Lettino singolo – Settimana 15-21 giugno 2026 (mid),Configurazione: 1B | available_spots: 92 | bookable via spiagge.it,"€145,00",145.0,EUR,per_week,beach_service,beach_sunbed,high,,2026-06-01T19:31:31Z,https://www.spiagge.it/stabilimenti-balneari/13544-bagni-madonnetta/?from=2026-06-15&to=2026-06-21,summer_2026,2026-05-01,2026-09-30,beach,mid_jun,2026-06-15,2026-06-21,1B,92,true,spiagge.it
spiagge,spiagge_13583,Bagni Lena,https://www.spiagge.it/stabilimenti-balneari/13583-bagni-lena/,PACCHETTO BASE,Ombrellone + 2 lettini – Settimana 15-21 giugno 2026 (mid),Configurazione: 1U_2B | available_spots: 4 | bookable via spiagge.it,"€423,00",423.0,EUR,per_week,beach_service,beach_set_2lettini_ombrellone,high,,2026-06-01T19:31:31Z,https://www.spiagge.it/stabilimenti-balneari/13583-bagni-lena/?from=2026-06-15&to=2026-06-21,summer_2026,2026-05-01,2026-09-30,beach,mid_jun,2026-06-15,2026-06-21,1U_2B,4,true,spiagge.it
spiagge,spiagge_13630,Soleluna Village,https://www.spiagge.it/stabilimenti-balneari/13630-soleluna-village/,PACCHETTO BASE,Ombrellone + 2 lettini – Settimana 15-21 giugno 2026 (mid),Configurazione: 1U_2B | available_spots: 91 | bookable via spiagge.it,"€250,00",250.0,EUR,per_week,beach_service,beach_set_2lettini_ombrellone,high,,2026-06-01T19:31:31Z,https://www.spiagge.it/stabilimenti-balneari/13630-soleluna-village/?from=2026-06-15&to=2026-06-21,summer_2026,2026-05-01,2026-09-30,beach,mid_jun,2026-06-15,2026-06-21,1U_2B,91,true,spiagge.it
spiagge,spiagge_13630,Soleluna Village,https://www.spiagge.it/stabilimenti-balneari/13630-soleluna-village/,PACCHETTO BASE,Ombrellone + 2 lettini – Settimana 1-7 agosto 2026 (peak),Configurazione: 1U_2B | available_spots: 91 | bookable via spiagge.it,"€290,00",290.0,EUR,per_week,beach_service,beach_set_2lettini_ombrellone,high,,2026-06-01T19:31:31Z,https://www.spiagge.it/stabilimenti-balneari/13630-soleluna-village/?from=2026-08-01&to=2026-08-07,summer_2026,2026-05-01,2026-09-30,beach,peak_aug,2026-08-01,2026-08-07,1U_2B,91,true,spiagge.it
spiagge,spiagge_13641,Bagni Domingo,https://www.spiagge.it/stabilimenti-balneari/13641-bagni-domingo/,PACCHETTO BASE,Ombrellone + 2 lettini – Settimana 15-21 giugno 2026 (mid),Configurazione: 1U_2B | available_spots: 37 | bookable via spiagge.it,"€131,00",131.0,EUR,per_week,beach_service,beach_set_2lettini_ombrellone,high,,2026-06-01T19:31:31Z,https://www.spiagge.it/stabilimenti-balneari/13641-bagni-domingo/?from=2026-06-15&to=2026-06-21,summer_2026,2026-05-01,2026-09-30,beach,mid_jun,2026-06-15,2026-06-21,1U_2B,37,true,spiagge.it
spiagge,spiagge_13631,Bagni Nettuno,https://www.spiagge.it/stabilimenti-balneari/13631-bagni-nettuno/,PACCHETTO BASE,Ombrellone + 2 lettini – Settimana 1-7 agosto 2026 (peak),Configurazione: 1U_2B | available_spots: 1 | bookable via spiagge.it,"€280,00",280.0,EUR,per_week,beach_service,beach_set_2lettini_ombrellone,high,,2026-06-01T19:31:31Z,https://www.spiagge.it/stabilimenti-balneari/13631-bagni-nettuno/?from=2026-08-01&to=2026-08-07,summer_2026,2026-05-01,2026-09-30,beach,peak_aug,2026-08-01,2026-08-07,1U_2B,1,true,spiagge.it
spiagge,spiagge_13631,Bagni Nettuno,https://www.spiagge.it/stabilimenti-balneari/13631-bagni-nettuno/,PACCHETTO BASE,Ombrellone + 2 lettini – Settimana 15-21 giugno 2026 (mid),Configurazione: 1U_2B | available_spots: 18 | bookable via spiagge.it,"€255,00",255.0,EUR,per_week,beach_service,beach_set_2lettini_ombrellone,high,,2026-06-01T19:31:31Z,https://www.spiagge.it/stabilimenti-balneari/13631-bagni-nettuno/?from=2026-06-15&to=2026-06-21,summer_2026,2026-05-01,2026-09-30,beach,mid_jun,2026-06-15,2026-06-21,1U_2B,18,true,spiagge.it
spiagge,spiagge_13653,Rocce Di Pinamare,https://www.spiagge.it/stabilimenti-balneari/13653-rocce-di-pinamare/,PACCHETTO BASE,Ombrellone + 2 lettini – Settimana 15-21 giugno 2026 (mid),Configurazione: 1U_2B | available_spots: 29 | bookable via spiagge.it,"€200,00",200.0,EUR,per_week,beach_service,beach_set_2lettini_ombrellone,high,,2026-06-01T19:31:31Z,https://www.spiagge.it/stabilimenti-balneari/13653-rocce-di-pinamare/?from=2026-06-15&to=2026-06-21,summer_2026,2026-05-01,2026-09-30,beach,mid_jun,2026-06-15,2026-06-21,1U_2B,29,true,spiagge.it
spiagge,spiagge_13684,Bagni Stella Maris,https://www.spiagge.it/stabilimenti-balneari/13684-bagni-stella-maris/,PACCHETTO BASE,Ombrellone + 2 lettini – Settimana 15-21 giugno 2026 (mid),Configurazione: 1U_2B | available_spots: 10 | bookable via spiagge.it,"€260,00",260.0,EUR,per_week,beach_service,beach_set_2lettini_ombrellone,high,,2026-06-01T19:31:31Z,https://www.spiagge.it/stabilimenti-balneari/13684-bagni-stella-maris/?from=2026-06-15&to=2026-06-21,summer_2026,2026-05-01,2026-09-30,beach,mid_jun,2026-06-15,2026-06-21,1U_2B,10,true,spiagge.it
spiagge,spiagge_13693,Bagni Marino,https://www.spiagge.it/stabilimenti-balneari/13693-bagni-marino/,PACCHETTO BASE,Lettino singolo – Settimana 15-21 giugno 2026 (mid),Configurazione: 1B | available_spots: 47 | bookable via spiagge.it,"€49,00",49.0,EUR,per_week,beach_service,beach_sunbed,high,,2026-06-01T19:31:31Z,https://www.spiagge.it/stabilimenti-balneari/13693-bagni-marino/?from=2026-06-15&to=2026-06-21,summer_2026,2026-05-01,2026-09-30,beach,mid_jun,2026-06-15,2026-06-21,1B,47,true,spiagge.it
spiagge,spiagge_13652,Bagni Regina,https://www.spiagge.it/stabilimenti-balneari/13652-bagni-regina/,PACCHETTO BASE,Ombrellone + 2 lettini – Settimana 15-21 giugno 2026 (mid),Configurazione: 1U_2B_1C | available_spots: 27 | bookable via spiagge.it,"€245,00",245.0,EUR,per_week,beach_service,beach_set_2lettini_ombrellone,high,,2026-06-01T19:31:31Z,https://www.spiagge.it/stabilimenti-balneari/13652-bagni-regina/?from=2026-06-15&to=2026-06-21,summer_2026,2026-05-01,2026-09-30,beach,mid_jun,2026-06-15,2026-06-21,1U_2B_1C,27,true,spiagge.it
spiagge,spiagge_13680,Bagni La Bussola,https://www.spiagge.it/stabilimenti-balneari/13680-bagni-la-bussola/,PACCHETTO BASE,Ombrellone + 2 lettini – Settimana 1-7 agosto 2026 (peak),Configurazione: 1U_2B | available_spots: 12 | bookable via spiagge.it,"€189,00",189.0,EUR,per_week,beach_service,beach_set_2lettini_ombrellone,high,,2026-06-01T19:31:31Z,https://www.spiagge.it/stabilimenti-balneari/13680-bagni-la-bussola/?from=2026-08-01&to=2026-08-07,summer_2026,2026-05-01,2026-09-30,beach,peak_aug,2026-08-01,2026-08-07,1U_2B,12,true,spiagge.it
spiagge,spiagge_13652,Bagni Regina,https://www.spiagge.it/stabilimenti-balneari/13652-bagni-regina/,PACCHETTO BASE,Pacchetto base – Settimana 1-7 agosto 2026 (peak),Configurazione: 1T_2B | available_spots: 4 | bookable via spiagge.it,"€525,00",525.0,EUR,per_week,beach_service,,high,,2026-06-01T19:31:31Z,https://www.spiagge.it/stabilimenti-balneari/13652-bagni-regina/?from=2026-08-01&to=2026-08-07,summer_2026,2026-05-01,2026-09-30,beach,peak_aug,2026-08-01,2026-08-07,1T_2B,4,true,spiagge.it
spiagge,spiagge_13680,Bagni La Bussola,https://www.spiagge.it/stabilimenti-balneari/13680-bagni-la-bussola/,PACCHETTO BASE,Ombrellone + 2 lettini – Settimana 15-21 giugno 2026 (mid),Configurazione: 1U_2B | available_spots: 4 | bookable via spiagge.it,"€189,00",189.0,EUR,per_week,beach_service,beach_set_2lettini_ombrellone,high,,2026-06-01T19:31:31Z,https://www.spiagge.it/stabilimenti-balneari/13680-bagni-la-bussola/?from=2026-06-15&to=2026-06-21,summer_2026,2026-05-01,2026-09-30,beach,mid_jun,2026-06-15,2026-06-21,1U_2B,4,true,spiagge.it
spiagge,spiagge_13684,Bagni Stella Maris,https://www.spiagge.it/stabilimenti-balneari/13684-bagni-stella-maris/,PACCHETTO BASE,Ombrellone + 2 lettini – Settimana 1-7 agosto 2026 (peak),Configurazione: 1U_2B | available_spots: 10 | bookable via spiagge.it,"€260,00",260.0,EUR,per_week,beach_service,beach_set_2lettini_ombrellone,high,,2026-06-01T19:31:31Z,https://www.spiagge.it/stabilimenti-balneari/13684-bagni-stella-maris/?from=2026-08-01&to=2026-08-07,summer_2026,2026-05-01,2026-09-30,beach,peak_aug,2026-08-01,2026-08-07,1U_2B,10,true,spiagge.it
spiagge,spiagge_13725,Bagni Carlotta,https://www.spiagge.it/stabilimenti-balneari/13725-bagni-carlotta/,PACCHETTO BASE,Ombrellone + 2 lettini – Settimana 15-21 giugno 2026 (mid),Configurazione: 1U_2B | available_spots: 64 | bookable via spiagge.it,"€84,00",84.0,EUR,per_week,beach_service,beach_set_2lettini_ombrellone,high,,2026-06-01T19:31:31Z,https://www.spiagge.it/stabilimenti-balneari/13725-bagni-carlotta/?from=2026-06-15&to=2026-06-21,summer_2026,2026-05-01,2026-09-30,beach,mid_jun,2026-06-15,2026-06-21,1U_2B,64,true,spiagge.it
spiagge,spiagge_13737,Bagni Martini,https://www.spiagge.it/stabilimenti-balneari/13737-bagni-martini/,PACCHETTO BASE,Ombrellone + 2 lettini – Settimana 15-21 giugno 2026 (mid),Configurazione: 1U_2B | available_spots: 90 | bookable via spiagge.it,"€140,00",140.0,EUR,per_week,beach_service,beach_set_2lettini_ombrellone,high,,2026-06-01T19:31:31Z,https://www.spiagge.it/stabilimenti-balneari/13737-bagni-martini/?from=2026-06-15&to=2026-06-21,summer_2026,2026-05-01,2026-09-30,beach,mid_jun,2026-06-15,2026-06-21,1U_2B,90,true,spiagge.it
spiagge,spiagge_13737,Bagni Martini,https://www.spiagge.it/stabilimenti-balneari/13737-bagni-martini/,PACCHETTO BASE,Ombrellone + 2 lettini – Settimana 1-7 agosto 2026 (peak),Configurazione: 1U_1B_1D | available_spots: 20 | bookable via spiagge.it,"€198,00",198.0,EUR,per_week,beach_service,beach_set_2lettini_ombrellone,high,,2026-06-01T19:31:31Z,https://www.spiagge.it/stabilimenti-balneari/13737-bagni-martini/?from=2026-08-01&to=2026-08-07,summer_2026,2026-05-01,2026-09-30,beach,peak_aug,2026-08-01,2026-08-07,1U_1B_1D,20,true,spiagge.it
spiagge,spiagge_13725,Bagni Carlotta,https://www.spiagge.it/stabilimenti-balneari/13725-bagni-carlotta/,PACCHETTO BASE,Ombrellone + 2 lettini – Settimana 1-7 agosto 2026 (peak),Configurazione: 1U_2B | available_spots: 32 | bookable via spiagge.it,"€185,00",185.0,EUR,per_week,beach_service,beach_set_2lettini_ombrellone,high,,2026-06-01T19:31:31Z,https://www.spiagge.it/stabilimenti-balneari/13725-bagni-carlotta/?from=2026-08-01&to=2026-08-07,summer_2026,2026-05-01,2026-09-30,beach,peak_aug,2026-08-01,2026-08-07,1U_2B,32,true,spiagge.it
spiagge,spiagge_13747,Bagni Al Saraceno,https://www.spiagge.it/stabilimenti-balneari/13747-bagni-al-saraceno/,PACCHETTO BASE,Ombrellone + 2 lettini – Settimana 1-7 agosto 2026 (peak),Configurazione: 1U_2B | available_spots: 3 | bookable via spiagge.it,"€480,00",480.0,EUR,per_week,beach_service,beach_set_2lettini_ombrellone,high,,2026-06-01T19:31:31Z,https://www.spiagge.it/stabilimenti-balneari/13747-bagni-al-saraceno/?from=2026-08-01&to=2026-08-07,summer_2026,2026-05-01,2026-09-30,beach,peak_aug,2026-08-01,2026-08-07,1U_2B,3,true,spiagge.it
