source_platform,source_venue_id,venue_name,venue_url,address,city,latitude,longitude,categories,price_tier,rating,rating_count,phone,website,opening_hours,has_menu,menu_url,extraction_status,retrieved_at
other,woodstock,Woodstock,https://www.qodeup.com/woodstock,Via Lodovico il Moro 3,Milano,45.4474586,9.1553746,,,,,,,,True,https://www.qodeup.com/woodstock,ok,2026-05-31T13:16:40Z
