source_platform,source_venue_id,venue_name,venue_url,address,city,latitude,longitude,categories,price_tier,rating,rating_count,phone,opening_hours,retrieved_at
thefork,801007,Drinkiamo Bistrot,https://www.thefork.it/ristorante/drinkiamo-bistrot-r801007,"Via Imperia, 13, 20142, Milano",Milano,45.441772,9.173640,"Piatti vegetariani, Americano, Italiano, Europeo",€,9.4,,,,2026-06-02T09:27:48Z
thefork,46213,Ristorante Rubacuori,https://www.thefork.it/ristorante/ristorante-rubacuori-r46213,"Corso Concordia, 1, 20129, Milano",Milano,45.468295,9.207408,"Opzioni senza glutine, Piatti vegetariani, Cucina locale, Di Carne, Di Pesce, Italiano, Lombardo, Mediterraneo, Europeo",€€€€,9.5,,,,2026-06-02T09:27:48Z
thefork,822889,Mimì Milano,https://www.thefork.it/ristorante/mimi-milano-r822889,"Via Antonio Fogazzaro, 7, 20135, Milano",Milano,45.458475,9.207418,"Di Pesce, Italiano, Pizzeria, Europeo",€€,9.2,,,,2026-06-02T09:27:48Z
thefork,837811,Casa Curci,https://www.thefork.it/ristorante/casa-curci-r837811,"Corso di Porta Romana, 103, 20122, Milano",Milano,45.454496,9.198843,"Piatti vegetariani, Italiano, Europeo",€€,9.1,,,,2026-06-02T09:27:48Z
thefork,842320,Norcineria Nobili - Bezzecca,https://www.thefork.it/ristorante/norcineria-nobili-bezzecca-r842320,"Via Bezzecca, 9, 20135, Milano",Milano,45.461020,9.210818,"Piatti vegetariani, Mediterraneo, Umbro, Europeo, Italiano",€€€,9.3,,,,2026-06-02T09:27:48Z
thefork,812803,Fresca Pasta Club,https://www.thefork.it/ristorante/fresca-pasta-club-r812803,"Viale Piave, 33, 20129, Milano",Milano,45.472708,9.206303,"Opzioni senza glutine, Piatti vegani, Piatti vegetariani, Italiano, Lombardo, Mediterraneo, Milanese, Piacentino, Piemontese, Pugliese, Toscano, Europeo, Di Carne",€€,8.9,,,,2026-06-02T09:27:48Z
thefork,809263,Ci Sta Buenos Aires ,https://www.thefork.it/ristorante/ci-sta-buenos-aires-r809263,"Via Federico Ozanam, 11, 20129, Milano",Milano,45.480557,9.212958,"Italiano, Europeo",€€,8.8,,,,2026-06-02T09:27:48Z
thefork,729442,Lievità Sempione - Pizzeria Gourmet,https://www.thefork.it/ristorante/lievita-sempione-pizzeria-gourmet-r729442,"Via Piero della Francesca, 31, 20154, Milano",Milano,45.483874,9.163691,"Piatti vegani, Piatti vegetariani, Pizzeria, Europeo, Italiano",€€,8.8,,,,2026-06-02T09:27:48Z
thefork,734886,Lievità Sottocorno - Pizzeria Gourmet,https://www.thefork.it/ristorante/lievita-sottocorno-pizzeria-gourmet-r734886,"Via Pasquale Sottocorno, 17, 20129, Milano",Milano,45.466018,9.210154,"Piatti vegani, Pizzeria, Europeo, Italiano",€€,8.9,,,,2026-06-02T09:27:48Z
thefork,850587,Grammeat Milano,https://www.thefork.it/ristorante/grammeat-milano-r850587,"Piazza Sempione, 5, 20145, Milano",Milano,45.475885,9.171318,"Di Carne, Di Pesce, Italiano, Europeo",€€€,9,,,,2026-06-02T09:27:48Z
thefork,62443,Lobster&More Trattoria Brera,https://www.thefork.it/ristorante/lobster-more-trattoria-brera-r62443,"Via Palermo, 20, 20121, Milano",Milano,45.475562,9.184079,"Cucina locale, Di Pesce, Italiano, Mediterraneo, Milanese, Europeo, Lombardo",€€€,9.1,,,,2026-06-02T09:27:48Z
thefork,751641,Lievità Ravizza - Pizzeria Gourmet,https://www.thefork.it/ristorante/lievita-ravizza-pizzeria-gourmet-r751641,"Via Carlo Ravizza, 11, 20149, Milano",Milano,45.468266,9.151109,"Piatti vegetariani, Pizzeria, Europeo, Italiano",€€,8.8,,,,2026-06-02T09:27:48Z
thefork,859030,Napoli redcarpet,https://www.thefork.it/ristorante/napoli-redcarpet-r859030,"Via Carlo Imbonati, 24, 20159, Milano",Milano,45.502053,9.182626,"Piatti vegetariani, Pizzeria, Europeo, Italiano",€€,8.5,,,,2026-06-02T09:27:48Z
thefork,853760,Alt Stazione del Gusto - Milano Colonne,https://www.thefork.it/ristorante/alt-stazione-del-gusto-milano-colonne-r853760,"Via Molino delle Armi, 51, 20123, Milano",Milano,45.457071,9.181406,"Piatti vegetariani, Cucina internazionale, Italiano, Mediterraneo, Europeo",€€,8.6,,,,2026-06-02T09:27:48Z
thefork,844630,La griglia di San Galdino,https://www.thefork.it/ristorante/la-griglia-di-san-galdino-r844630,"Via S. Galdino, 10, 20154, Milano",Milano,45.487023,9.167487,"Piatti vegetariani, Di Carne, Italiano, Europeo",€€,9,,,,2026-06-02T09:27:48Z
thefork,831383,Cantine A Mare,https://www.thefork.it/ristorante/cantine-a-mare-r831383,"Via Carlo Goldoni, 58, 20129, Milano",Milano,45.469202,9.218493,"Opzioni senza glutine, Piatti vegani, Piatti vegetariani, Di Pesce, Italiano, Europeo",€€€,9.4,,,,2026-06-02T09:27:48Z
thefork,587301,Trattoria Montina dal 1995,https://www.thefork.it/ristorante/trattoria-montina-dal-1995-r587301,"Via Giulio Cesare Procaccini, 54, 20154, Milano",Milano,45.481868,9.167581,"Cucina locale, Di Pesce, Italiano, Mediterraneo, Milanese, Europeo, Lombardo",€€€,8,,,,2026-06-02T09:27:48Z
thefork,844546,I capatosta Navigli,https://www.thefork.it/ristorante/i-capatosta-navigli-r844546,"Alzaia Naviglio Grande, 56, 20144, Milano",Milano,45.451047,9.170558,"Piatti vegetariani, Italiano, Pizzeria, Europeo",€€,9.1,,,,2026-06-02T09:27:48Z
thefork,320589,Cantine Milano,https://www.thefork.it/ristorante/cantine-milano-r320589,"Via Traù, 1, 20159, Milano",Milano,45.490012,9.190418,"Opzioni senza glutine, Piatti vegetariani, Di Carne, Italiano, Mediterraneo, Vegetariano, Europeo",€€€€,9.4,,,,2026-06-02T09:27:48Z
thefork,844363,Pa.Lato,https://www.thefork.it/ristorante/pa-lato-r844363,"Via Imperia, 3, 20142, Milano",Milano,45.441729,9.175120,"Piatti vegetariani, Di Pesce, Italiano, Europeo",€€€€,9.3,,,,2026-06-02T09:27:48Z
thefork,654943,Pizzeria Magica,https://www.thefork.it/ristorante/pizzeria-magica-r654943,"Via Lodovico Montegani, 5, 20141, Milano",Milano,45.436915,9.178446,"Piatti vegani, Piatti vegetariani, Pizzeria, Europeo, Italiano",€€,9.2,,,,2026-06-02T09:27:48Z
thefork,594169,Osteria del Balabiott,https://www.thefork.it/ristorante/osteria-del-balabiott-r594169,"Piazza Vesuvio, 13, 20144, Milano",Milano,45.460599,9.160116,"Cucina locale, Lombardo, Europeo, Italiano",€€€,9.2,,,,2026-06-02T09:27:48Z
thefork,59246,Osteria Ippodromo,https://www.thefork.it/ristorante/osteria-ippodromo-r59246,"Via Novara, 127, 20153, Milano",Milano,45.473961,9.116897,"Sardo, Europeo, Italiano",€€€,9,,,,2026-06-02T09:27:48Z
thefork,843254,Guido Vizio Italiano,https://www.thefork.it/ristorante/guido-vizio-italiano-r843254,"Viale Monte Nero, 65, 20135, Milano",Milano,45.460265,9.207268,"Piatti vegetariani, Italiano, Europeo",€€,8.6,,,,2026-06-02T09:27:48Z
thefork,814632,Cin Cin,https://www.thefork.it/ristorante/cin-cin-r814632,"Corso Buenos Aires, 42, 20124, Milano",Milano,45.479784,9.210712,"Piatti vegetariani, Italiano, Pizzeria, Europeo",€€,8.3,,,,2026-06-02T09:27:48Z
thefork,432699,Fishbar de Milan Montebello,https://www.thefork.it/ristorante/fishbar-de-milan-montebello-r432699,"Via Montebello, 7, 20121, Milano",Milano,45.475289,9.189117,Di Pesce,€€€,9.3,,,,2026-06-02T09:32:35Z
thefork,344017,Fuorifusto,https://www.thefork.it/ristorante/fuorifusto-r344017,"Via Silvio Spaventa, 19, 20141, Milano",Milano,45.440711,9.178166,"Opzioni senza glutine, Piatti vegetariani, Di Carne",€€,9.4,,,,2026-06-02T09:32:35Z
thefork,809812,Donna Caterina,https://www.thefork.it/ristorante/donna-caterina-r809812,"Via Emilio Morosini, 26, 20135, Milano",Milano,45.458422,9.210512,"Opzioni senza glutine, Piatti vegani, Piatti vegetariani, Di Pesce, Mediterraneo",€€€,9,,,,2026-06-02T09:32:35Z
thefork,743222,Clamour Noodle House,https://www.thefork.it/ristorante/clamour-noodle-house-r743222,"Via Luigi Canonica, 67, 20154, Milano",Milano,45.479898,9.171803,Asiatico,€€,8.9,,,,2026-06-02T09:32:35Z
thefork,53537,Il Mosto Selvatico,https://www.thefork.it/ristorante/il-mosto-selvatico-r53537,"Via Cesare da Sesto, 13, 20123, Milano",Milano,45.457930,9.172097,"Opzioni senza glutine, Piatti vegetariani, Di Pesce",€€€€,9.4,,,,2026-06-02T09:32:35Z
thefork,851585,Nero yaki,https://www.thefork.it/ristorante/nero-yaki-r851585,"V. Genova Thaon di Revel, 5, 20159, Milano",Milano,45.491204,9.188769,"Asiatico, Di Carne, Giapponese",€€€,9.3,,,,2026-06-02T09:32:35Z
thefork,834681,Real One Indian Restaurant,https://www.thefork.it/ristorante/real-one-indian-restaurant-r834681,"Via Rovello, 3, 20121, Milano",Milano,45.467357,9.184219,"Piatti vegetariani, Indiano, Asiatico",€€,9.3,,,,2026-06-02T09:32:35Z
thefork,810618,Focus - Bracerie Italiane,https://www.thefork.it/ristorante/focus-bracerie-italiane-r810618,"Piazzale Segrino, 5, 20159, Milano",Milano,45.490608,9.188812,Di Carne,€€€,8.9,,,,2026-06-02T09:32:35Z
thefork,813492,Tokyo Station,https://www.thefork.it/ristorante/tokyo-station-r813492,"Via Mac Mahon, 73, 20155, Milano",Milano,45.492866,9.158948,"Opzioni senza glutine, Piatti vegani, Piatti vegetariani, Asiatico, Fusion",€€,9,,,,2026-06-02T09:32:35Z
thefork,822257,Darna,https://www.thefork.it/ristorante/darna-r822257,"Viale Nazario Sauro, 9, 20124, Milano",Milano,45.491719,9.195498,"Piatti vegetariani, Libanese, Orientale",€€,9.3,,,,2026-06-02T09:32:35Z
thefork,716666,Tunas - Pescheria con Cucina,https://www.thefork.it/ristorante/tunas-pescheria-con-cucina-r716666,"Via Galvano Fiamma, 6, 20129, Milano",Milano,45.463231,9.211486,"Opzioni senza glutine, Di Pesce",€€€,9.1,,,,2026-06-02T09:32:35Z
thefork,619205,Ristorante Le 5 Terre,https://www.thefork.it/ristorante/ristorante-le-5-terre-r619205,"Via Andrea Appiani, 9, 20121, Milano",Milano,45.477180,9.193888,"Opzioni senza glutine, Piatti vegani, Piatti vegetariani, Di Pesce",€€€€,9.5,,,,2026-06-02T09:32:35Z
thefork,805401,Xi An Ristorante,https://www.thefork.it/ristorante/xi-an-ristorante-r805401,"Via Andrea Costa, 1, 20131, Milano",Milano,45.486663,9.218216,"Opzioni senza glutine, Piatti vegetariani, Asiatico, Cinese",€,9.3,,,,2026-06-02T09:32:35Z
thefork,850352,Malabar Spicy,https://www.thefork.it/ristorante/malabar-spicy-r850352,"Via Matteo Civitali, 25, 20148, Milano",Milano,45.470766,9.134232,"Piatti vegetariani, Indiano, Asiatico",€,8.6,,,,2026-06-02T09:32:35Z
thefork,851028,Quaalude,https://www.thefork.it/ristorante/quaalude-r851028,"Via Melchiorre Gioia, 47, 20124, Milano",Milano,45.487415,9.198196,"Piatti vegetariani, Di Carne",€€,9.3,,,,2026-06-02T09:32:35Z
thefork,282873,Injera,https://www.thefork.it/ristorante/injera-r282873,"Via Lazzaro Palazzi, 7/9, 20124, Milano",Milano,45.476502,9.205008,"Piatti vegetariani, Africano",€€,9.3,,,,2026-06-02T09:32:35Z
thefork,418105,Osteria Tajoli,https://www.thefork.it/ristorante/osteria-tajoli-r418105,"Via Brembo, 11, 20139, Milano",Milano,45.444577,9.210189,"Piatti vegani, Milanese, Lombardo",€€€,8.7,,,,2026-06-02T09:32:35Z
thefork,822163,Tailors,https://www.thefork.it/ristorante/tailors-r822163,"Via Bartolomeo Colleoni, 14, 20149, Milano",Milano,45.482250,9.152650,"Opzioni senza glutine, Piatti vegetariani, Mediterraneo",€€€€,8.4,,,,2026-06-02T09:32:35Z
thefork,822292,YuanZi HotPot & Yiko DimSum Porta Genova,https://www.thefork.it/ristorante/yuanzi-hotpot-yiko-dimsum-porta-genova-r822292,"Via Casale, 5, 20144, Milano",Milano,45.451770,9.170791,"Piatti vegetariani, Cinese, Asiatico",€,9.2,,,,2026-06-02T09:32:35Z
thefork,500107,Hdmona,https://www.thefork.it/ristorante/hdmona-r500107,"Via Lazzaro Palazzi, 10, 20124, Milano",Milano,45.477284,9.204130,"Piatti vegani, Piatti vegetariani, Eritreo, Africano",€€,9.2,,,,2026-06-02T09:32:35Z
thefork,854948,Way Tao Restaurant|La via del gusto,https://www.thefork.it/ristorante/way-tao-restaurant-la-via-del-gusto-r854948,"V.le Col di Lana, 14, 20136, Milano",Milano,45.451984,9.183907,"Piatti vegetariani, Cinese, Asiatico",€€,9.5,,,,2026-06-02T09:32:35Z
thefork,310733,Osteria dei Malnat,https://www.thefork.it/ristorante/osteria-dei-malnat-r310733,"Via Caccialepori, 3, 20148, Milano",Milano,45.467656,9.143828,"Piatti vegetariani, Lombardo, Europeo, Italiano",€€€,9.1,,,,2026-06-02T09:32:35Z
thefork,807817,Le Terrazze Rooftop Bar & Restaurant,https://www.thefork.it/ristorante/le-terrazze-rooftop-bar-restaurant-r807817,"Piazza Lima, 2, 20124, Milano",Milano,45.480672,9.211539,"Piatti vegetariani, Cucina internazionale, Mediterraneo",€€€,9.1,,,,2026-06-02T09:32:35Z
thefork,61583,Dawat Milano,https://www.thefork.it/ristorante/dawat-milano-r61583,"Corso Sempione, 88, Milan, Italy, 20154, Milano",Milano,45.486055,9.159580,"Opzioni senza glutine, Piatti vegani, Piatti vegetariani, Indiano, Asiatico",€€,9,,,,2026-06-02T09:32:35Z
thefork,54607,Botinero,https://www.thefork.it/ristorante/botinero-r54607,"Via San Marco, 3, 20121, Milano",Milano,45.473640,9.187930,Di Carne,€€€€,9.6,,,,2026-06-02T09:32:35Z
thefork,46353,Sophia's Restaurant,https://www.thefork.it/ristorante/sophia-s-restaurant-r46353,"Corso Sempione, 91, 20149, Milano",Milano,45.486700,9.157514,"Opzioni senza glutine, Piatti biologici, Piatti vegani, Piatti vegetariani, Di Carne, Di Pesce, Italiano, Lombardo, Mediterraneo, Europeo",€€€,9.6,,,,2026-06-02T09:32:35Z
thefork,836739,Bomaki Navigli - Milano,https://www.thefork.it/ristorante/bomaki-navigli-milano-r836739,"Alzaia Naviglio Grande, 38, 20144, Milano",Milano,45.451510,9.172412,"Opzioni senza glutine, Piatti vegani, Piatti vegetariani, Fusion",€€€,9.5,,,,2026-06-02T09:32:35Z
thefork,667881,I loft Bistrò,https://www.thefork.it/ristorante/i-loft-bistro-r667881,"Via Pompeo Mariani, 4, 20128, Milano",Milano,45.510622,9.231654,"Opzioni senza glutine, Piatti vegetariani, Italiano, Europeo",€€€,9.4,,,,2026-06-02T09:32:35Z
thefork,657085,Achar,https://www.thefork.it/ristorante/achar-r657085,"Via Piero della Francesca, 13, 20154, Milano",Milano,45.482646,9.166025,"Piatti vegetariani, Asiatico",€€€,9.6,,,,2026-06-02T09:32:35Z
thefork,608255,Ristorante Mezzo,https://www.thefork.it/ristorante/ristorante-mezzo-r608255,"Corso Monforte, 27, 20122, Milano",Milano,45.467214,9.201804,"Opzioni senza glutine, Piatti vegetariani, Italiano, Europeo",€€€€,9.4,,,,2026-06-02T09:32:35Z
thefork,632251,Ristorante Indiano Aangan,https://www.thefork.it/ristorante/ristorante-indiano-aangan-r632251,"Viale Monza, 90, 20127, Milano",Milano,45.497330,9.220316,"Piatti vegetariani, Indiano, Asiatico",€€,9.2,,,,2026-06-02T09:32:35Z
thefork,46026,The Meatball Family - Navigli,https://www.thefork.it/ristorante/the-meatball-family-navigli-r46026,"Via Vigevano, 20, 20144, Milano",Milano,45.453209,9.172256,"Opzioni senza glutine, Piatti vegani, Piatti vegetariani, Italiano, Europeo",€€,9.3,,,,2026-06-02T09:32:35Z
thefork,502223,La Società Milano,https://www.thefork.it/ristorante/la-societa-milano-r502223,"Via Panfilo Castaldi, 19, 20124, Milano",Milano,45.477264,9.202079,"Opzioni senza glutine, Piatti vegani, Piatti vegetariani, Italiano, Vegetariano, Europeo",€€€€,9.3,,,,2026-06-02T09:32:35Z
thefork,836497,Carniforo,https://www.thefork.it/ristorante/carniforo-r836497,"Via Piero della Francesca, 58, 20154, Milano",Milano,45.485615,9.161551,"Piatti vegetariani, Cucina internazionale, Cucina locale, Di Carne, Italiano, Europeo",€€€,9.2,,,,2026-06-02T09:32:35Z
thefork,821195,Osteria Passami il Sale Milano,https://www.thefork.it/ristorante/osteria-passami-il-sale-milano-r821195,"Via Eugenio Villoresi, 16, 20143, Milano",Milano,45.447631,9.162920,"Piatti vegetariani, Di Carne, Di Pesce, Italiano, Europeo",€€€,9.2,,,,2026-06-02T09:32:35Z
thefork,815286,Hot Rock,https://www.thefork.it/ristorante/hot-rock-r815286,"Via Vetere, 9, 20123, Milano",Milano,45.456210,9.181251,"Italiano, Europeo",€€€,9.2,,,,2026-06-02T09:32:35Z
thefork,721074,Abissinia,https://www.thefork.it/ristorante/abissinia-r721074,"Via Calvairate, 1, 20137, Milano",Milano,45.456076,9.223640,"Etiope, Africano",€€,9.2,,,,2026-06-02T09:32:35Z
thefork,659825,Light Sushi Restaurant,https://www.thefork.it/ristorante/light-sushi-restaurant-r659825,"Piazza Spotorno, 2, 20159, Milano",Milano,45.494065,9.187757,"Piatti vegetariani, Giapponese, Asiatico",€€,9.2,,,,2026-06-02T09:32:35Z
thefork,628683,Costa Sigieri,https://www.thefork.it/ristorante/costa-sigieri-r628683,"Via Goffredo Sigieri, 10, 20135, Milano",Milano,45.452589,9.210275,"Opzioni senza glutine, Di Pesce, Italiano, Mediterraneo, Sardo, Europeo",€€€,9,,,,2026-06-02T09:32:35Z
thefork,856344,Chù Bistrot,https://www.thefork.it/ristorante/chu-bistrot-r856344,"Via Lazzaro Papi, 10, 20135, Milano",Milano,45.450434,9.207272,"Piatti vegetariani, Cinese, Asiatico",€,9.1,,,,2026-06-02T09:32:35Z
thefork,392087,Maui Hawaiian Restaurant ,https://www.thefork.it/ristorante/maui-hawaiian-restaurant-r392087,"Via S. Vittore Al Teatro, 3, 20123, Milano",Milano,45.465120,9.182474,"Piatti vegani, Piatti vegetariani, Di Pesce, Giapponese, Hawaiano, Orientale, Asiatico",€€,9,,,,2026-06-02T09:32:35Z
thefork,817893,Jin yong Colonne San Lorenzo,https://www.thefork.it/ristorante/jin-yong-colonne-san-lorenzo-r817893,"Corso di Porta Ticinese, 6, 20123, Milano",Milano,45.459682,9.180964,"Piatti vegetariani, Cinese, Asiatico",€€,9.3,,,,2026-06-02T09:32:35Z
thefork,755763,Govinda,https://www.thefork.it/ristorante/govinda-r755763,"Via Valpetrosa, 5, 20123, Milano",Milano,45.462159,9.185426,"Piatti vegani, Piatti vegetariani, Indiano, Vegano, Vegetariano, Asiatico",€€,9.4,,,,2026-06-02T09:32:35Z
thefork,731447,Perricone Bistrot,https://www.thefork.it/ristorante/perricone-bistrot-r731447,"Via Filippo Sassetti, 15, 20124, Milano",Milano,45.486563,9.193730,"Siciliano, Europeo, Italiano",€,8.4,,,,2026-06-02T09:32:35Z
thefork,264135,Shannara bistrot,https://www.thefork.it/ristorante/shannara-bistrot-r264135,"Viale Isonzo, 24, 20135, Milano",Milano,45.447002,9.204989,"Opzioni senza glutine, Piatti biologici, Piatti vegani, Piatti vegetariani, Di Pesce, Italiano, Mediterraneo, Europeo",€€€€,9.3,,,,2026-06-02T09:32:35Z
thefork,745125,Sento Ramen,https://www.thefork.it/ristorante/sento-ramen-r745125,"Via Cenisio, 13, 20154, Milano",Milano,45.487366,9.170455,"Piatti vegetariani, Asiatico, Cinese, Giapponese",€,9.5,,,,2026-06-02T09:32:35Z
thefork,282637,Shiny Sushi And Fusion Restaurant,https://www.thefork.it/ristorante/shiny-sushi-and-fusion-restaurant-r282637,"Via Giacinto Gallina, 17, 20129, Milano",Milano,45.470677,9.222412,"Opzioni senza glutine, Piatti biologici, Piatti vegani, Piatti vegetariani, Cinese, Fusion, Giapponese, Asiatico",€€€,9.1,,,,2026-06-02T09:32:35Z
thefork,849269,Mamma e Papà Milano,https://www.thefork.it/ristorante/mamma-e-papa-milano-r849269,"Via Sebastiano del Piombo, 12, 20149, Milano",Milano,45.477177,9.149230,"Piatti vegetariani, Italiano, Mediterraneo, Europeo",€€,9,,,,2026-06-02T09:32:35Z
thefork,826159,Aroma Asian Gourmet - Specialità Ramen,https://www.thefork.it/ristorante/aroma-asian-gourmet-specialita-ramen-r826159,"Via Emilio Cornalia, 2, 20124, Milano",Milano,45.482056,9.196947,"Piatti vegetariani, Asiatico, Giapponese",€€,9.6,,,,2026-06-02T09:32:35Z
thefork,206485,Stella d'Asia,https://www.thefork.it/ristorante/stella-d-asia-r206485,"Viale Brenta, 14, 20139, Milano",Milano,45.441284,9.215969,"Piatti vegetariani, Cinese, Asiatico",€€,9.1,,,,2026-06-02T09:32:35Z
thefork,862192,Nonno Genzino,https://www.thefork.it/ristorante/nonno-genzino-r862192,"Via Luigi Federico Menabrea, 12, 20159, Milano",Milano,45.494865,9.187097,"Piatti vegetariani, Cucina locale, Italiano, Mediterraneo, Europeo",€€,9.5,,,,2026-06-02T09:32:35Z
thefork,62513,Taverna della Trisa,https://www.thefork.it/ristorante/taverna-della-trisa-r62513,"Via Francesco Ferrucci, 1, I-20145, Milano",Milano,45.479504,9.164680,"Piatti vegetariani, Trentino, Europeo, Italiano",€€€€,9.6,,,,2026-06-02T09:32:35Z
thefork,52814,13 Giugno - Goldoni,https://www.thefork.it/ristorante/13-giugno-goldoni-r52814,"Via Carlo Goldoni, 44, 20129, Milano",Milano,45.469160,9.215360,"Opzioni senza glutine, Di Pesce, Italiano, Mediterraneo, Siciliano, Europeo",€€€€,9.2,,,,2026-06-02T09:32:35Z
thefork,848825,Golosello pizza & more,https://www.thefork.it/ristorante/golosello-pizza-more-r848825,"Largo Oreste Murani, 4, 20133, Milano",Milano,45.473321,9.235249,"Piatti vegetariani, Pizzeria, Europeo, Italiano",€€,9.4,,,,2026-06-02T09:32:35Z
thefork,843385,Bistrot66,https://www.thefork.it/ristorante/bistrot66-r843385,"Via Giulio Cesare Procaccini, 66, 20154, Milano",Milano,45.481384,9.166597,"Piatti vegetariani, Italiano, Europeo",€€€,9,,,,2026-06-02T09:32:35Z
thefork,840382,Altrè,https://www.thefork.it/ristorante/altre-r840382,"Via Gustavo Modena, 3, 20129, Milano",Milano,45.470843,9.212335,"Piatti vegetariani, Italiano, Europeo",€€€,9.4,,,,2026-06-02T09:32:35Z
thefork,800371,Officina del Riso Isola,https://www.thefork.it/ristorante/officina-del-riso-isola-r800371,"Via Vincenzo Civerchio, 5, 20159, Milano",Milano,45.491230,9.187709,"Piatti vegani, Piatti vegetariani, Cucina locale",€€€,9.2,,,,2026-06-02T09:32:35Z
thefork,351681,A'Storia,https://www.thefork.it/ristorante/a-storia-r351681,"Viale Monte Nero, 55, 20135, Milano",Milano,45.459217,9.206424,"Opzioni senza glutine, Piatti vegani, Piatti vegetariani, Campano, Di Carne, Di Pesce, Mediterraneo, Pizzeria, Europeo, Italiano",€€,8.9,,,,2026-06-02T09:32:35Z
thefork,805560,Ristorante Georgiano Merissi,https://www.thefork.it/ristorante/ristorante-georgiano-merissi-r805560,"Via Savona, 20, 20144, Milano",Milano,45.455148,9.167194,"Piatti vegani, Piatti vegetariani, Est Europa, Europeo",€€€,9.4,,,,2026-06-02T09:32:35Z
thefork,732559,Officina del Riso Porta Romana,https://www.thefork.it/ristorante/officina-del-riso-porta-romana-r732559,"Via Cadore, 31, 20135, Milan",Milan,45.457154,9.212733,"Opzioni senza glutine, Piatti vegani, Piatti vegetariani, Cucina locale, Milanese, Lombardo",€€€,8.9,,,,2026-06-02T09:32:35Z
thefork,729662,The Hall  Bar & Restaurant ,https://www.thefork.it/ristorante/the-hall-bar-restaurant-r729662,"Via Fabio Filzi, 25b, 20124, Milano",Milano,45.484933,9.200351,"Piatti vegani, Piatti vegetariani, Di Carne, Di Pesce, Italiano, Europeo",€€€,9,,,,2026-06-02T09:32:35Z
thefork,591863,Terraferma,https://www.thefork.it/ristorante/terraferma-r591863,"Via Melchiorre Gioia, 63, 20124, Milano",Milano,45.488722,9.199686,"Piatti vegetariani, Di Pesce",€€€€,8.9,,,,2026-06-02T09:32:35Z
thefork,584089,Cocotte Milano,https://www.thefork.it/ristorante/cocotte-milano-r584089,"Via Benvenuto Cellini, 1, 20129, Milano",Milano,45.462570,9.208780,"Italiano, Europeo",€€,8.7,,,,2026-06-02T09:32:35Z
thefork,417617,Phoenix,https://www.thefork.it/ristorante/phoenix-r417617,"Via Ponte Seveso, 42, 20125, Milano",Milano,45.490363,9.205924,"Piatti vegetariani, Cinese, Asiatico",€€€,9.4,,,,2026-06-02T09:32:35Z
thefork,843965,Blue M - Bottega Marchigiana Lanzone,https://www.thefork.it/ristorante/blue-m-bottega-marchigiana-lanzone-r843965,"Via Lanzone, 27, 20123, Milano",Milano,45.460728,9.176584,"Piatti vegetariani, Marchigiano, Europeo, Italiano",€€,9,,,,2026-06-02T09:32:35Z
thefork,384725,Platz,https://www.thefork.it/ristorante/platz-r384725,"Piazzale Lugano, 22, 20158, Milano",Milano,45.499134,9.165680,"Italiano, Mediterraneo, Europeo",€€€,9.2,,,,2026-06-02T09:32:35Z
thefork,58731,Al Pulentin,https://www.thefork.it/ristorante/al-pulentin-r58731,"Via F.de Sanctis 1, 20141, Milano",Milano,45.436250,9.175130,"Cucina locale, Italiano, Milanese, Europeo, Lombardo",€€,9.2,,,,2026-06-02T09:32:35Z
thefork,852320,Origine Pizzeria Milano,https://www.thefork.it/ristorante/origine-pizzeria-milano-r852320,"V. Genova Thaon di Revel, 7, 20159, Milano",Milano,45.491500,9.188729,"Piatti vegetariani, Pizzeria, Europeo, Italiano",€,9.1,,,,2026-06-02T09:32:35Z
thefork,817775,The Meatball Family V giornate,https://www.thefork.it/ristorante/the-meatball-family-v-giornate-r817775,"Piazza Cinque Giornate, 6, 20135, Milano",Milano,45.461763,9.207178,"Italiano, Europeo",€€,9.1,,,,2026-06-02T09:32:35Z
thefork,753671,Regina Catarì,https://www.thefork.it/ristorante/regina-catari-r753671,"Via Giovanni Cadolini, 13, 20137, Milano",Milano,45.448860,9.221123,"Piatti vegetariani, Pizzeria, Europeo, Italiano",€,9.1,,,,2026-06-02T09:32:35Z
thefork,584219,Jammja - Pizzeria e Trattoria Napoletana,https://www.thefork.it/ristorante/jammja-pizzeria-e-trattoria-napoletana-r584219,"Via Carlo Freguglia, 2, 20122, Milan",Milan,45.461864,9.200070,"Piatti vegani, Mediterraneo, Pizzeria, Europeo, Italiano",€,9.1,,,,2026-06-02T09:32:35Z
thefork,520101,HIMALAYA (MILANO),https://www.thefork.it/ristorante/himalaya-milano-r520101,"Via Marcantonio dal Re, 10, 20156, Milano",Milano,45.494960,9.146754,"Indiano, Asiatico",€€,9.1,,,,2026-06-02T09:32:35Z
thefork,341273,Ai Balestrari sul Naviglio Pavese,https://www.thefork.it/ristorante/ai-balestrari-sul-naviglio-pavese-r341273,"Via Ascanio Sforza, 13, 20136, Milano",Milano,45.450356,9.177837,"Piatti vegetariani, Europeo, Romano, Italiano",€€,9.1,,,,2026-06-02T09:32:35Z
thefork,46713,Osteria delle Corti,https://www.thefork.it/ristorante/osteria-delle-corti-r46713,"Via Giovanni Battista Fauche 11, 20154, Milano",Milano,45.484766,9.165202,"Piatti vegetariani, Cucina locale, Italiano, Lombardo, Europeo",€€€€,9,,,,2026-06-02T09:32:35Z
