source_platform,source_venue_id,venue_name,venue_url,address,city,latitude,longitude,categories,price_tier,rating,rating_count,phone,opening_hours,retrieved_at
thefork,856004,TestaMi,https://www.thefork.it/ristorante/testami-r856004,"Alzaia Naviglio Grande, 122, 20144, Milano",Milano,45.448199,9.155646,"Toscano, Di Carne",€€€,9.3,,,,2026-06-02T09:32:35Z
thefork,854488,Shinto Milano,https://www.thefork.it/ristorante/shinto-milano-r854488,"Corso Sempione, 30, 20154, Milano",Milano,45.480052,9.167466,Fusion,€€€€,9.5,,,,2026-06-02T09:32:35Z
thefork,810154,Al Bocconcino,https://www.thefork.it/ristorante/al-bocconcino-r810154,"Via Francesco Gonin, 7, 20147, Milano",Milano,45.443826,9.127837,"Pizzeria, Europeo, Italiano",€,9.1,,,,2026-06-02T09:32:35Z
thefork,724710,Rosita Galletto e Birra - Milano Galvano Fiamma,https://www.thefork.it/ristorante/rosita-galletto-e-birra-milano-galvano-fiamma-r724710,"Via Galvano Fiamma 10, Milano, Mi, Italia, 20129, Milano",Milano,45.463461,9.211516,"Opzioni senza glutine, Piatti vegetariani, Italiano, Europeo",€,9.1,,,,2026-06-02T09:32:35Z
thefork,53927,La Plancia,https://www.thefork.it/ristorante/la-plancia-r53927,"VIa G.b Cassinis 13, 20139, Milano",Milano,45.437123,9.230673,"Opzioni senza glutine, Piatti biologici, Piatti vegani, Piatti vegetariani, Campano, Di Pesce, Mediterraneo, Pizzeria, Europeo, Italiano",€€,9.1,,,,2026-06-02T09:32:35Z
thefork,53527,Don Carlos,https://www.thefork.it/ristorante/don-carlos-r53527,"Via Manzoni, 29, 20121, Milan",Milan,45.469960,9.192530,"Opzioni senza glutine, Piatti vegetariani, Mediterraneo",€€€€,9.4,,,,2026-06-02T09:32:35Z
thefork,50564,Ostriche & Vino (Navigli),https://www.thefork.it/ristorante/ostriche-vino-navigli-r50564,"Viale Col di Lana, 5, 20136, Milano",Milano,45.452190,9.183230,Di Pesce,€€€€,9.6,,,,2026-06-02T09:32:35Z
thefork,716849,Casa Creanza,https://www.thefork.it/ristorante/casa-creanza-r716849,"Via Savona, 20, 20144, Milano",Milano,45.455369,9.167098,"Opzioni senza glutine, Piatti vegetariani, Italiano, Europeo",€€,9.1,,,,2026-06-02T09:32:35Z
thefork,859135,Vincenzo Capuano  Milano Pta Romana,https://www.thefork.it/ristorante/vincenzo-capuano-milano-pta-romana-r859135,"Via Lazzaro Papi, 7, 20135, Milano",Milano,45.450501,9.206805,"Pizzeria, Europeo, Italiano",€€,8.7,,,,2026-06-02T09:32:35Z
thefork,857948,Ristorante Shams Beirut Gourmet,https://www.thefork.it/ristorante/ristorante-shams-beirut-gourmet-r857948,"Via Gaspare Spontini, 11, 20124, Milano",Milano,45.481680,9.214439,Piatti vegetariani,€€€,8.6,,,,2026-06-02T09:32:35Z
thefork,851022,Casa Giuditta,https://www.thefork.it/ristorante/casa-giuditta-r851022,"Via Carlo Goldoni, 20129, Milano",Milano,45.469374,9.222438,"Piatti vegetariani, Italiano, Europeo",€€,8.7,,,,2026-06-02T09:32:35Z
thefork,833516,Crocca - Milano Via California,https://www.thefork.it/ristorante/crocca-milano-via-california-r833516,"Via California, 15, 20144, Milano",Milano,45.458195,9.161157,"Piatti vegetariani, Pizzeria, Europeo, Italiano",€€,8.7,,,,2026-06-02T09:32:35Z
thefork,825471,America Graffiti - San Siro,https://www.thefork.it/ristorante/america-graffiti-san-siro-r825471,"Via Achille, 4, 20151, Milano",Milano,45.480375,9.123696,"Piatti vegani, Piatti vegetariani, Americano, Di Carne",€€€,8.7,,,,2026-06-02T09:32:35Z
thefork,805647,Biga Milano - Isola,https://www.thefork.it/ristorante/biga-milano-isola-r805647,"Via Antonio Pollaiuolo, 9, 20159, Milano",Milano,45.489515,9.187549,"Opzioni senza glutine, Piatti vegani, Piatti vegetariani, Pizzeria, Europeo, Italiano",€€,8.7,,,,2026-06-02T09:32:35Z
thefork,218501,Casa Tua Osteria,https://www.thefork.it/ristorante/casa-tua-osteria-r218501,"Via Lodovico Muratori, 10, 20135, Milano",Milano,45.451961,9.205080,"Toscano, Di Carne",€€,8.7,,,,2026-06-02T09:32:35Z
thefork,661735,Oishii ristorante corso Sempione Milano ,https://www.thefork.it/ristorante/oishii-ristorante-corso-sempione-milano-r661735,"Corso Sempione, 94, 20154, Milano",Milano,45.486565,9.158489,"Giapponese, Asiatico",€€,8.5,,,,2026-06-02T09:32:35Z
thefork,76934,Shin Fusion,https://www.thefork.it/ristorante/shin-fusion-r76934,"Via Emilio Morosini, 12, 20135, Milano",Milano,45.460727,9.211157,"Piatti vegetariani, Giapponese, Asiatico",€€,8.8,,,,2026-06-02T09:32:35Z
thefork,854195,A Iosa,https://www.thefork.it/ristorante/a-iosa-r854195,"Via Michelangelo Buonarroti, 11, 20149, Milano",Milano,45.468328,9.154948,"Opzioni senza glutine, Piatti vegani, Piatti vegetariani, Italiano, Pugliese, Europeo",€€,8.9,,,,2026-06-02T09:32:35Z
thefork,852763,Moriggi Milano,https://www.thefork.it/ristorante/moriggi-milano-r852763,"Via Morigi, 8, 20123, Milano",Milano,45.463980,9.180944,"Piatti vegetariani, Milanese, Lombardo",€€€€,8.9,,,,2026-06-02T09:32:35Z
thefork,850998,Insula Sardinia Experiences - Milano,https://www.thefork.it/ristorante/insula-sardinia-experiences-milano-r850998,"Via Solferino, 27, 20121, Milano",Milano,45.478628,9.188206,"Piatti vegetariani, Sardo, Europeo, Italiano",€€€€,9.6,,,,2026-06-02T09:32:35Z
thefork,849515,Osteria Popolare Pugliese,https://www.thefork.it/ristorante/osteria-popolare-pugliese-r849515,"Via Valtellina, 2, 20159, Milano",Milano,45.489170,9.182322,"Opzioni senza glutine, Piatti biologici, Piatti vegani, Piatti vegetariani, Pugliese, Europeo, Italiano",€€,8.5,,,,2026-06-02T09:32:35Z
thefork,846945,Risomi,https://www.thefork.it/ristorante/risomi-r846945,"Corso di Porta Romana, 107, 20122, Milano",Milano,45.454083,9.199462,"Piatti vegetariani, Cinese, Asiatico",€,9,,,,2026-06-02T09:32:35Z
thefork,836306,El Büscia,https://www.thefork.it/ristorante/el-buscia-r836306,"V.le Beatrice d'Este, 48, 20122, Milano",Milano,45.451764,9.196189,"Piatti vegetariani, Italiano, Europeo",€,8.4,,,,2026-06-02T09:32:35Z
thefork,831426,Becco Fino,https://www.thefork.it/ristorante/becco-fino-r831426,"Via Fra Galgario, 4, 20146, Milano",Milano,45.464531,9.139325,"Opzioni senza glutine, Piatti vegetariani, Di Carne, Di Pesce, Mediterraneo, Pizzeria, Europeo, Italiano",€€,8.4,,,,2026-06-02T09:32:35Z
thefork,827774,WEI Ramen Dim Sum,https://www.thefork.it/ristorante/wei-ramen-dim-sum-r827774,"C.so Lodi, 91, 20139, Milano",Milano,45.443208,9.217921,"Piatti vegetariani, Asiatico, Giapponese",€€,8.9,,,,2026-06-02T09:32:35Z
thefork,825098,RAITO FANTASTIC FUSION,https://www.thefork.it/ristorante/raito-fantastic-fusion-r825098,"Via S. Marco, 27, 20121, Milano",Milano,45.477434,9.188401,"Piatti vegetariani, Fusion, Giapponese, Asiatico",€€€,9.4,,,,2026-06-02T09:32:35Z
thefork,823051,Chilly Buns,https://www.thefork.it/ristorante/chilly-buns-r823051,"Via Orti, 16, 20122, Milano",Milano,45.454729,9.201587,"Piatti vegetariani, Americano",€,9.6,,,,2026-06-02T09:32:35Z
thefork,820307,Al Magna Magna ,https://www.thefork.it/ristorante/al-magna-magna-r820307,"Largo Rio de Janeiro, 20133, Milano",Milano,45.472998,9.224077,"Piatti vegetariani, Pizzeria, Europeo, Italiano",€€,8.5,,,,2026-06-02T09:32:35Z
thefork,819534,El Dogo,https://www.thefork.it/ristorante/el-dogo-r819534,"Via Nicola D'Apulia, 4, 20125, Milano",Milano,45.493635,9.216223,"Opzioni senza glutine, Piatti vegetariani, Argentino, Sudamericano",€€,9.5,,,,2026-06-02T09:32:35Z
thefork,815823,People - De Lellis,https://www.thefork.it/ristorante/people-de-lellis-r815823,"Piazza S. Camillo de Lellis, 1, 20124, Milano",Milano,45.482163,9.203884,"Asiatico, Fusion",€,9,,,,2026-06-02T09:32:35Z
thefork,813327,Soyko Ramen Porta Romana,https://www.thefork.it/ristorante/soyko-ramen-porta-romana-r813327,"Via Crema, 1, 20135, Milano",Milano,45.450782,9.202682,"Piatti vegetariani, Asiatico",€€,9.4,,,,2026-06-02T09:32:35Z
thefork,755965,El Porteño Darsena,https://www.thefork.it/ristorante/el-porteno-darsena-r755965,"Viale Gian Galeazzo, 25, 20136, Milano",Milano,45.452726,9.184735,"Piatti vegetariani, Argentino, Di Carne, Sudamericano",€€€€,9.4,,,,2026-06-02T09:32:35Z
thefork,754661,Armonia,https://www.thefork.it/ristorante/armonia-r754661,"Via Tagliamento, 4, 20139, Milano",Milano,45.444043,9.214761,"Opzioni senza glutine, Piatti vegetariani",€€€,9.5,,,,2026-06-02T09:32:35Z
thefork,738888,Duo Rice,https://www.thefork.it/ristorante/duo-rice-r738888,"Piazza Napoli, 25, 20146, Milano",Milano,45.452636,9.155093,"Giapponese, Asiatico",€€€,9.4,,,,2026-06-02T09:32:35Z
thefork,674833,Le Papè - Bistrot 2.0,https://www.thefork.it/ristorante/le-pape-bistrot-2-0-r674833,"Via Altaguardia, 17, 20135, Milano",Milano,45.449032,9.200123,"Piatti biologici, Piatti vegani, Piatti vegetariani, Cucina internazionale, Mediterraneo",€€€,9.3,,,,2026-06-02T09:32:35Z
thefork,667237,Sushi Plus,https://www.thefork.it/ristorante/sushi-plus-r667237,"Viale Monza, 311, 20126, Milano",Milano,45.517055,9.225811,"Piatti vegetariani, Giapponese, Asiatico",€€,8.9,,,,2026-06-02T09:32:35Z
thefork,659307,Ristorante Pizzeria da Gerri,https://www.thefork.it/ristorante/ristorante-pizzeria-da-gerri-r659307,"Via Giuseppe Ripamonti, 132, 20141, Milano",Milano,45.438142,9.200116,"Opzioni senza glutine, Italiano, Europeo",€€,8.6,,,,2026-06-02T09:32:35Z
thefork,649965,Dasein Pane & Champagne,https://www.thefork.it/ristorante/dasein-pane-champagne-r649965,"Via Lodovico Settala, 2N01, 20124, Milano",Milano,45.476524,9.202632,"Opzioni senza glutine, Piatti biologici, Piatti vegani, Italiano, Europeo",€€,8.3,,,,2026-06-02T09:32:35Z
thefork,557721,Imbarco 10,https://www.thefork.it/ristorante/imbarco-10-r557721,"Via Marco Polo, 10, 20124, Milano",Milano,45.483848,9.192945,"Piatti vegani, Mediterraneo",€€€€,9.4,,,,2026-06-02T09:32:35Z
thefork,496469,Vanilla Bakery,https://www.thefork.it/ristorante/vanilla-bakery-r496469,"Via S. Siro, 2, 20149, Milano",Milano,45.469265,9.154704,Americano,€€,8.9,,,,2026-06-02T09:32:35Z
thefork,460035,Fresco&Cimmino,https://www.thefork.it/ristorante/fresco-cimmino-r460035,"Via Ugo Foscolo, 4, 20121, Milano",Milano,45.465269,9.191042,"Piatti vegetariani, Campano, Pizzeria, Europeo, Italiano",€€,7.8,,,,2026-06-02T09:32:35Z
thefork,274743,Settembrini 18,https://www.thefork.it/ristorante/settembrini-18-r274743,"Via Luigi Settembrini, 18, 20124, Milano",Milano,45.481243,9.205593,"Di Pesce, Pizzeria, Europeo, Italiano",€€€,8.6,,,,2026-06-02T09:32:35Z
thefork,202250,Clotilde Bistrot,https://www.thefork.it/ristorante/clotilde-bistrot-r202250,"Via Galileo Galilei, 2, I-20124, Milano",Milano,45.479637,9.195128,"Opzioni senza glutine, Piatti vegetariani, Cucina internazionale, Milanese, Lombardo",€€€,8.5,,,,2026-06-02T09:32:35Z
thefork,73678,Il Priscio,https://www.thefork.it/ristorante/il-priscio-r73678,"Via Santa Tecla, 5, 20122, Milano",Milano,45.462666,9.192845,"Pugliese, Europeo, Italiano",€,8.9,,,,2026-06-02T09:32:35Z
thefork,72973,NOODLE RESTAURANT,https://www.thefork.it/ristorante/noodle-restaurant-r72973,"Via Alserio, 15, I-20159, Milano",Milano,45.490896,9.186963,"Piatti vegetariani, Cinese, Asiatico",€€,9.4,,,,2026-06-02T09:32:35Z
thefork,55977,Convivium,https://www.thefork.it/ristorante/convivium-r55977,"Via Ponte Vetero, 21, 20121, Milano",Milano,45.470297,9.184687,"Italiano, Pizzeria, Europeo",€€€,9.4,,,,2026-06-02T09:32:35Z
thefork,54920,Haruka Sushi,https://www.thefork.it/ristorante/haruka-sushi-r54920,"Corso San Gottardo, 49, 20136, Milano",Milano,45.446815,9.179587,"Opzioni senza glutine, Piatti vegani, Piatti vegetariani, Asiatico, Fusion, Orientale",€€€,9.6,,,,2026-06-02T09:32:35Z
thefork,50913,Alla Cadrega,https://www.thefork.it/ristorante/alla-cadrega-r50913,"Via Vincenzo Viviani, 2, 20124, Milano",Milano,45.481900,9.197530,"Opzioni senza glutine, Piatti vegetariani, Milanese, Lombardo",€€€€,9.3,,,,2026-06-02T09:32:35Z
thefork,832734,Ristorante Verso Capitaneo,https://www.thefork.it/ristorante/ristorante-verso-capitaneo-r832734,"P.za del Duomo, 21, 20121, Milano",Milano,45.464826,9.189570,"Italiano, Europeo",€€€€,9.6,,,,2026-06-02T09:32:35Z
thefork,850440,Ristorante Cinese PoliMi,https://www.thefork.it/ristorante/ristorante-cinese-polimi-r850440,"Via Don Giuseppe Andreoli, 27, 20158, Milano",Milano,45.503331,9.161294,"Piatti vegetariani, Cinese, Asiatico",€€,9,,,,2026-06-02T09:32:35Z
thefork,826181,El Gaucho,https://www.thefork.it/ristorante/el-gaucho-r826181,"Via Carlo D'Adda, 11, 20143, Milano",Milano,45.446986,9.161326,"Argentino, Sudamericano",€€€€,9,,,,2026-06-02T09:32:35Z
thefork,802846,Touro Churrascaria,https://www.thefork.it/ristorante/touro-churrascaria-r802846,"Via Mecenate, 107, 20138, Milano",Milano,45.449024,9.253678,"Brasiliano, Cucina internazionale, Di Carne, Sudamericano",€€€€,9,,,,2026-06-02T09:32:35Z
thefork,69244,Sadler,https://www.thefork.it/ristorante/sadler-r69244,"Via dell'Annunciata, 14, 20121, Milano",Milano,45.472683,9.192505,Mediterraneo,€€€€,9.3,,,,2026-06-02T09:32:35Z
thefork,508745,Trattoria Ortica 27,https://www.thefork.it/ristorante/trattoria-ortica-27-r508745,"Via Ortica, 27, 20134, Milano",Milano,45.471253,9.245277,"Piatti vegani, Piatti vegetariani, Cucina locale, Di Pesce",€€€,8.4,,,,2026-06-02T09:32:35Z
thefork,851924,Ministry of kitchen,https://www.thefork.it/ristorante/ministry-of-kitchen-r851924,"Via Larga, 11, 20122, Milano",Milano,45.461774,9.192944,"Italiano, Europeo",€,8.5,,,,2026-06-02T09:32:35Z
thefork,850528,Vincenzo Capuano Milano san siro,https://www.thefork.it/ristorante/vincenzo-capuano-milano-san-siro-r850528,"Piazzale dello Sport, 6, 20148, Milano",Milano,45.480582,9.129439,"Pizzeria, Europeo, Italiano",€€,8.6,,,,2026-06-02T09:32:35Z
thefork,845634,Ambita,https://www.thefork.it/ristorante/ambita-r845634,"Via Monviso, 36, 20154, Milano",Milano,45.485754,9.170454,"Opzioni senza glutine, Piatti vegetariani, Italiano, Pizzeria, Europeo",€€,8.6,,,,2026-06-02T09:32:35Z
thefork,838474,Osteria dei Vecchi Sapori,https://www.thefork.it/ristorante/osteria-dei-vecchi-sapori-r838474,"Via Carmagnola, 3, 20159, Milano",Milano,45.486340,9.186614,"Piatti vegetariani, Italiano, Europeo",€€,8.6,,,,2026-06-02T09:32:35Z
thefork,838273,Al Baraka Griglieria,https://www.thefork.it/ristorante/al-baraka-griglieria-r838273,"Viale Monte Ceneri, 68, 20155, Milano",Milano,45.491277,9.152864,"Piatti vegetariani, Di Carne, Marocchino, Orientale",€,8,,,,2026-06-02T09:32:35Z
thefork,833370,Pizzium - Via Buonarroti,https://www.thefork.it/ristorante/pizzium-via-buonarroti-r833370,"Via Michelangelo Buonarroti, 3, 20149, Milano",Milano,45.467279,9.154897,"Piatti vegetariani, Pizzeria, Europeo, Italiano",€€,8.6,,,,2026-06-02T09:32:35Z
thefork,833360,Pizzium - Milano Via Arco,https://www.thefork.it/ristorante/pizzium-milano-via-arco-r833360,"Via Arco, 1, 20121, Milano",Milano,45.470386,9.184379,"Piatti vegani, Piatti vegetariani, Pizzeria, Europeo, Italiano",€€,8.6,,,,2026-06-02T09:32:35Z
thefork,805312,Hinode Sushi Milano,https://www.thefork.it/ristorante/hinode-sushi-milano-r805312,"Via Arbe, 85, 20125, Milano",Milano,45.501958,9.199857,"Opzioni senza glutine, Piatti vegetariani, Asiatico, Cinese, Giapponese",€€,8.5,,,,2026-06-02T09:32:35Z
thefork,754503,Obicà Mozzarella Bar - Cusani,https://www.thefork.it/ristorante/obica-mozzarella-bar-cusani-r754503,"Via Cusani, 1, 20121, Milano",Milano,45.468623,9.184938,"Piatti vegetariani, Mediterraneo, Pizzeria, Europeo, Italiano",€€€,8.6,,,,2026-06-02T09:32:35Z
thefork,685359,Pizzium Milano Via Procaccini,https://www.thefork.it/ristorante/pizzium-milano-via-procaccini-r685359,"Via Giulio Cesare Procaccini, 30, 20154, Milano",Milano,45.483612,9.170275,"Piatti vegetariani, Pizzeria, Europeo, Italiano",€€,8.6,,,,2026-06-02T09:32:35Z
thefork,849758,Trattoria dell’arco,https://www.thefork.it/ristorante/trattoria-dell-arco-r849758,"Via L. Cagnola, 6, 20154, Milano",Milano,45.477017,9.172714,"Italiano, Europeo",€€,8.7,,,,2026-06-02T09:32:35Z
thefork,848917,Gennarì - Viale Umbria,https://www.thefork.it/ristorante/gennari-viale-umbria-r848917,"Viale Umbria, 101, 20135, Milano",Milano,45.457478,9.216939,"Piatti vegetariani, Pizzeria, Europeo, Italiano",€€,8.4,,,,2026-06-02T09:32:35Z
thefork,840490,I Capatosta Viale Umbria/Perugino,https://www.thefork.it/ristorante/i-capatosta-viale-umbria-perugino-r840490,"Via Perugino, 32, 20135, Milano",Milano,45.457028,9.216572,"Piatti vegetariani, Campano, Pizzeria, Europeo, Italiano",€€,8.7,,,,2026-06-02T09:32:35Z
thefork,749939,Mani in Noodles,https://www.thefork.it/ristorante/mani-in-noodles-r749939,"Via Aminto Caretto, 8, 20124, Milano",Milano,45.482793,9.199721,"Opzioni senza glutine, Piatti vegani, Piatti vegetariani, Fusion",€,9.5,,,,2026-06-02T09:32:35Z
thefork,745571,Terrazza Furore,https://www.thefork.it/ristorante/terrazza-furore-r745571,"Via Scoglio di Quarto, 3, 20136, Milano",Milano,45.451898,9.178578,"Piatti vegetariani, Italiano, Europeo",€€,8.4,,,,2026-06-02T09:32:35Z
thefork,693535,Lacerba,https://www.thefork.it/ristorante/lacerba-r693535,"Via Orti, 4, 20122, Milano",Milano,45.454818,9.199152,"Opzioni senza glutine, Piatti vegani, Piatti vegetariani, Italiano, Europeo",€€€,9.5,,,,2026-06-02T09:32:35Z
thefork,580633,V Piano,https://www.thefork.it/ristorante/v-piano-r580633,"Via Mantova, 12, 20135, Milano",Milano,45.447827,9.206772,"Opzioni senza glutine, Piatti vegetariani, Mediterraneo",€€€€,9.5,,,,2026-06-02T09:32:35Z
thefork,526025,"El Patio Del Gaucho, Javier Zanetti",https://www.thefork.it/ristorante/el-patio-del-gaucho-javier-zanetti-r526025,"Via Caldera, 3, 20153, Milano",Milano,45.477477,9.101196,"Opzioni senza glutine, Piatti vegani, Piatti vegetariani, Argentino, Di Carne, Sudamericano",€€€€,9.5,,,,2026-06-02T09:32:35Z
thefork,392643,Non solo Ovino - Degusteria,https://www.thefork.it/ristorante/non-solo-ovino-degusteria-r392643,"V.le Gian Galeazzo, 17, 20136, Milano",Milano,45.452849,9.183502,"Abruzzese, Europeo, Italiano",€€€,8.7,,,,2026-06-02T09:32:35Z
thefork,70889,Montecristo,https://www.thefork.it/ristorante/montecristo-r70889,"C.so Sempione ang. Via Prina, 17, I-20154, Milano",Milano,45.479703,9.168167,"Piatti vegetariani, Di Pesce",€€€€,9.5,,,,2026-06-02T09:32:35Z
thefork,54994,Il Nuovo Yacht,https://www.thefork.it/ristorante/il-nuovo-yacht-r54994,"Via Raffaello Sanzio, 4, 20149, Milano",Milano,45.469440,9.153700,Di Pesce,€€€€,9.5,,,,2026-06-02T09:32:35Z
thefork,857895,Ecooking Bistrot Corso Italia,https://www.thefork.it/ristorante/ecooking-bistrot-corso-italia-r857895,"Corso Italia, 40, 20122, Milano",Milano,45.456213,9.187274,"Italiano, Europeo",€€€,8.9,,,,2026-06-02T09:32:35Z
thefork,856922,唐人酒家 Ristorante Cinese Tang,https://www.thefork.it/ristorante/ristorante-cinese-tang-r856922,"Via Messina, 4, 20154, Milano",Milano,45.481857,9.176085,"Cinese, Asiatico",€€,8.2,,,,2026-06-02T09:32:35Z
thefork,855674,Baobab Ristorante,https://www.thefork.it/ristorante/baobab-ristorante-r855674,"Via Alessandro Tadino, 48, 20124, Milano",Milano,45.481611,9.210221,"Piatti vegetariani, Africano",€€,8.8,,,,2026-06-02T09:32:35Z
thefork,848630,Auto Club,https://www.thefork.it/ristorante/auto-club-r848630,"Via Graziano, 33, 20162, Milano",Milano,45.513474,9.191008,"Piatti vegetariani, Italiano, Pizzeria, Europeo",€€,8.3,,,,2026-06-02T09:32:35Z
thefork,840771,Linfa da Visionnaire,https://www.thefork.it/ristorante/linfa-da-visionnaire-r840771,"Piazza Cavour, 3, 20121, Milano",Milano,45.472867,9.194939,"Halal, Kosher, Piatti biologici, Piatti vegani, Piatti vegetariani, Vegano",€€€€,9.5,,,,2026-06-02T09:32:35Z
thefork,838281,Camilla Pizza,https://www.thefork.it/ristorante/camilla-pizza-r838281,"Via Bartolomeo Eustachi, 20, 20129, Milano",Milano,45.475475,9.214975,"Piatti vegani, Piatti vegetariani, Pizzeria, Europeo, Italiano",€,9.3,,,,2026-06-02T09:32:35Z
thefork,837651,Gòodurie Soresina Via Tocqueville,https://www.thefork.it/ristorante/goodurie-soresina-via-tocqueville-r837651,"Via Alessio di Tocqueville, 10, 20154, Milano",Milano,45.482501,9.186423,"Piatti vegetariani, Italiano, Europeo",€,8.5,,,,2026-06-02T09:32:35Z
thefork,837195,Saravanaa Bhavan Milano,https://www.thefork.it/ristorante/saravanaa-bhavan-milano-r837195,"Via Flavio Baracchini, 9, 20122, Milano",Milano,45.461469,9.191207,"Piatti vegani, Piatti vegetariani, Indiano, Asiatico",€€,8.4,,,,2026-06-02T09:32:35Z
thefork,827527,Osteria Pugliese Gatto Bianco,https://www.thefork.it/ristorante/osteria-pugliese-gatto-bianco-r827527,"Via Friuli, 75, 20135, Milano",Milano,45.457005,9.215292,"Piatti vegetariani, Italiano, Europeo",€€€,8.3,,,,2026-06-02T09:32:35Z
thefork,825433,Pachamama Milano - Cocina Novoandina,https://www.thefork.it/ristorante/pachamama-milano-cocina-novoandina-r825433,"Via dei Tulipani, 1, 20146, Milano",Milano,45.448219,9.138336,"Piatti vegetariani, Peruviano, Sudamericano",€€,9.3,,,,2026-06-02T09:32:35Z
thefork,819134,Ricchia - Orecchiette Bistrot,https://www.thefork.it/ristorante/ricchia-orecchiette-bistrot-r819134,"Via S. Marco, 26, 20121, Milano",Milano,45.476351,9.188835,"Italiano, Pugliese, Europeo",€€,8.5,,,,2026-06-02T09:32:35Z
thefork,813789,Salsamenteria delle Coppelle Milano,https://www.thefork.it/ristorante/salsamenteria-delle-coppelle-milano-r813789,"Via Solferino, 34b, 20121, Milano",Milano,45.477467,9.188097,"Piatti vegetariani, Italiano, Romano, Europeo",€,7.6,,,,2026-06-02T09:32:35Z
thefork,813786,Osteria delle Coppelle Milano,https://www.thefork.it/ristorante/osteria-delle-coppelle-milano-r813786,"Via Solferino, 34, 20121, Milano",Milano,45.477467,9.188097,"Opzioni senza glutine, Piatti vegetariani, Italiano, Romano, Europeo",€€€,8.4,,,,2026-06-02T09:32:35Z
thefork,813038,Fresco & Cimmino,https://www.thefork.it/ristorante/fresco-cimmino-r813038,"Via Gottlieb Wilhelm Daimler 61, 20151, Milano",Milano,45.509242,9.099846,"Piatti vegani, Piatti vegetariani, Italiano, Mediterraneo, Pizzeria, Europeo",€€,8.4,,,,2026-06-02T09:32:35Z
thefork,809805,Piazza dei Mestieri,https://www.thefork.it/ristorante/piazza-dei-mestieri-r809805,"Via Privata Miramare, 15, 20126, Milano",Milano,45.521452,9.224139,"Opzioni senza glutine, Piatti vegetariani, Italiano, Europeo",€€€,9.4,,,,2026-06-02T09:32:35Z
thefork,809234,Cook Window,https://www.thefork.it/ristorante/cook-window-r809234,"Via Amatore Sciesa, 18, 20135, Milano",Milano,45.460263,9.209200,"Piatti vegetariani, Di Pesce, Italiano, Europeo",€,,,,,2026-06-02T09:32:35Z
thefork,807116,Tao 2,https://www.thefork.it/ristorante/tao-2-r807116,"Via Giuseppe Ripamonti, 128, 20141, Milano",Milano,45.438359,9.200006,"Piatti vegetariani, Cinese, Italiano, Pizzeria, Asiatico, Europeo",€,8.8,,,,2026-06-02T09:32:35Z
thefork,802162,Bistrot Pedol,https://www.thefork.it/ristorante/bistrot-pedol-r802162,"Via Giovanni Battista Sammartini, 2, 20125, Milano",Milano,45.486568,9.203353,Di Pesce,€€,8.4,,,,2026-06-02T09:32:35Z
thefork,737385,Inada ramen,https://www.thefork.it/ristorante/inada-ramen-r737385,"Via Lodovico Muratori, 7, 20135, Milano",Milano,45.452065,9.204515,"Piatti vegetariani, Giapponese, Asiatico",€,9.3,,,,2026-06-02T09:32:35Z
thefork,733663,Lord,https://www.thefork.it/ristorante/lord-r733663,"Via Giuditta Sidoli, 12, 20129, Milano",Milano,45.469700,9.221592,"Americano, Di Carne, Italiano, Vegetariano, Europeo",€€,,,,,2026-06-02T09:32:35Z
thefork,685361,Pizzium Milano Viale Tunisia,https://www.thefork.it/ristorante/pizzium-milano-viale-tunisia-r685361,"Viale Tunisia, 6, 20124, Milano",Milano,45.477191,9.206198,"Piatti vegetariani, Pizzeria, Europeo, Italiano",€€,8.4,,,,2026-06-02T09:32:35Z
thefork,685353,Pizzium Milano Via Anfossi,https://www.thefork.it/ristorante/pizzium-milano-via-anfossi-r685353,"Via Augusto Anfossi, 1, 20135, Milano",Milano,45.460815,9.208416,"Piatti vegetariani, Pizzeria, Europeo, Italiano",€€,8.4,,,,2026-06-02T09:32:35Z
thefork,681597,Quore Italiano - Via Capelli,https://www.thefork.it/ristorante/quore-italiano-via-capelli-r681597,"Via Vincenzo Capelli, 2, 20124, Milano",Milano,45.482569,9.187925,"Piatti vegetariani, Italiano, Mediterraneo, Pizzeria, Europeo",€€,8.3,,,,2026-06-02T09:32:35Z
thefork,627911,Pepenero ripamonti,https://www.thefork.it/ristorante/pepenero-ripamonti-r627911,"Via Giuseppe Ripamonti, 118, 20141, Milano",Milano,45.439015,9.199896,"Mediterraneo, Pizzeria, Europeo, Italiano",€€€,9.3,,,,2026-06-02T09:32:35Z
thefork,561815,Gatto Rosso Bistrot,https://www.thefork.it/ristorante/gatto-rosso-bistrot-r561815,"Piazza Filippo Meda, 5, 20121, Milano",Milano,45.467238,9.193257,Mediterraneo,€€,8.1,,,,2026-06-02T09:32:35Z
thefork,460717,"L’impasto - Pasta, pane e cucina",https://www.thefork.it/ristorante/l-impasto-pasta-pane-e-cucina-r460717,"Via Andrea Maria Ampère, 58, 20131, Milano",Milano,45.484225,9.226608,"Piatti vegetariani, Cucina locale, Italiano, Europeo",€,9.3,,,,2026-06-02T09:32:35Z
thefork,438595,Biancolatte,https://www.thefork.it/ristorante/biancolatte-r438595,"Via Filippo Turati, 40, 20121, Milano",Milano,45.476882,9.195810,Mediterraneo,€€€,9.3,,,,2026-06-02T09:32:35Z
