source_platform,source_venue_id,venue_name,venue_url,menu_section,item_name,item_description,raw_price,normalized_price_eur,currency,price_type,item_type,normalized_product,confidence,allergens,retrieved_at,source_url
eatbu,joysmilano,Joy's,https://joysmilano.eatbu.com/?lang=it,,Spritz,e per glass.           COCKTAIL   Cuba Libre 8   Aperol Spritz 7   Campari Spritz 8   Gin Lemon 8   Mimosa 8   Negroni 9   Negroni Sbagliato 8   Limo,€ 7.00,7.0,EUR,menu,drink,spritz,high,,2026-06-01T14:56:14Z,https://cdn.website.dish.co/media/bb/13/9334723/Menu.pdf
eatbu,joysmilano,Joy's,https://joysmilano.eatbu.com/?lang=it,,Spritz,     COCKTAIL   Cuba Libre 8   Aperol Spritz 7   Campari Spritz 8   Gin Lemon 8   Mimosa 8   Negroni 9   Negroni Sbagliato 8   Limoncello Spritz 8   ,€ 8.00,8.0,EUR,menu,drink,spritz,high,,2026-06-01T14:56:14Z,https://cdn.website.dish.co/media/bb/13/9334723/Menu.pdf
eatbu,joysmilano,Joy's,https://joysmilano.eatbu.com/?lang=it,,Negroni,z 7   Campari Spritz 8   Gin Lemon 8   Mimosa 8   Negroni 9   Negroni Sbagliato 8   Limoncello Spritz 8   Whiskey e Cola 10   Cocktail Analcolici:   H,€ 9.00,9.0,EUR,menu,drink,negroni,high,,2026-06-01T14:56:14Z,https://cdn.website.dish.co/media/bb/13/9334723/Menu.pdf
eatbu,joysmilano,Joy's,https://joysmilano.eatbu.com/?lang=it,,Negroni,i Spritz 8   Gin Lemon 8   Mimosa 8   Negroni 9   Negroni Sbagliato 8   Limoncello Spritz 8   Whiskey e Cola 10   Cocktail Analcolici:   Havana 7 e Co,€ 8.00,8.0,EUR,menu,drink,negroni,high,,2026-06-01T14:56:14Z,https://cdn.website.dish.co/media/bb/13/9334723/Menu.pdf
eatbu,joysmilano,Joy's,https://joysmilano.eatbu.com/?lang=it,,Aperol,e per glass.           COCKTAIL   Cuba Libre 8   Aperol Spritz 7   Campari Spritz 8   Gin Lemon 8   Mimosa 8   Negroni 9   Negroni Sbagliato 8   Limo,€ 7.00,7.0,EUR,menu,drink,spritz,high,,2026-06-01T14:56:14Z,https://cdn.website.dish.co/media/bb/13/9334723/Menu.pdf
eatbu,joysmilano,Joy's,https://joysmilano.eatbu.com/?lang=it,,Beer Moretti,media alla spina 6   Medium Draft Beer    Becks / Moretti / Corona… 4   Becks / Moretti / Corona… (bottled)    Tennent’s 5   Tennent’s   Spremuta di a,€ 4.00,4.0,EUR,menu,drink,beer_moretti,high,,2026-06-01T14:56:14Z,https://cdn.website.dish.co/media/bb/13/9334723/Menu.pdf
eatbu,joysmilano,Joy's,https://joysmilano.eatbu.com/?lang=it,,Beer Corona, spina 6   Medium Draft Beer    Becks / Moretti / Corona… 4   Becks / Moretti / Corona… (bottled)    Tennent’s 5   Tennent’s   Spremuta di arancia 4  ,€ 4.00,4.0,EUR,menu,drink,beer_bottle,high,,2026-06-01T14:56:14Z,https://cdn.website.dish.co/media/bb/13/9334723/Menu.pdf
eatbu,joysmilano,Joy's,https://joysmilano.eatbu.com/?lang=it,,Gin Tonic, lemonade   Gin Tonic Special  al  Rosmarino 12   Gin Tonic 8   Vodka Tonica 8   Moscow Mule 8   Analcolico alla frutta 6   Fruit mocktail   Crodino a,€ 8.00,8.0,EUR,menu,drink,gin_tonic,high,,2026-06-01T14:56:14Z,https://cdn.website.dish.co/media/bb/13/9334723/Menu.pdf
eatbu,joysmilano,Joy's,https://joysmilano.eatbu.com/?lang=it,,Mojito, 7    Screwdriver 8      Limonata artigianale 5   Mojito 8   Homemade lemonade   Gin Tonic Special  al  Rosmarino 12   Gin Tonic 8   Vodka Tonica 8   ,€ 8.00,8.0,EUR,menu,drink,mojito,high,,2026-06-01T14:56:14Z,https://cdn.website.dish.co/media/bb/13/9334723/Menu.pdf
eatbu,joysmilano,Joy's,https://joysmilano.eatbu.com/?lang=it,,Moscow Mule,"al  Rosmarino 12   Gin Tonic 8   Vodka Tonica 8   Moscow Mule 8   Analcolico alla frutta 6   Fruit mocktail   Crodino agrumato (crodino,  succo d’aran",€ 8.00,8.0,EUR,menu,drink,moscow_mule,high,,2026-06-01T14:56:14Z,https://cdn.website.dish.co/media/bb/13/9334723/Menu.pdf
