canonical_name,all_variants,geo_key,source_provenance,cluster_size,target_classification
Maffu’s,Maffu’s,"45.4556,9.1476",comune_milano|osm,2,AMBIGUOUS
SottoSopra,SottoSopra,"45.5159,9.2118",comune_milano,2,NO_TARGET
Lavazza,Lavazza,"45.4661,9.1911",comune_milano|osm,2,TARGET
Frankie's,Frankie's,"45.4556,9.1808",comune_milano|osm,2,TARGET
Temakinho Milano Duomo - Arya,Temakinho | Temakinho Milano Duomo - Arya,"45.4630,9.1898",comune_milano|thefork,2,NO_TARGET
588,588,"45.4384,9.1782",comune_milano|osm,2,TARGET
Rovereto,Rovereto,"45.4960,9.2200",comune_milano,2,NO_TARGET
C&D,C&D,"45.4700,9.2145",comune_milano|osm,2,TARGET
I loft cafè,I loft cafè,"45.5106,9.2316",comune_milano|osm,2,TARGET
Il Ristorantino della Carne,Il ristorantino della carne | Il Ristorantino della Carne,"45.4557,9.1638",comune_milano|thefork,2,NO_TARGET
Pandenus,Pandenus,"45.4830,9.1924",comune_milano|osm,2,AMBIGUOUS
Caffè Italia,Caffè Italia,"45.4566,9.1873",comune_milano,2,NO_TARGET
"Churrascaria ""Berimbau""","Churrascaria ""Berimbau""","45.4674,9.1535",comune_milano,2,NO_TARGET
Paper Moon Giardino,Paper Moon Giardino,"45.4678,9.1966",comune_milano,2,NO_TARGET
Caffetteria Rocca,Caffetteria Rocca,"45.4429,9.1548",comune_milano|osm,2,TARGET
Macelleaia,Macelleaia,"45.5001,9.1484",comune_milano,2,NO_TARGET
The Street Bar,The Street Bar,"45.4837,9.2039",comune_milano|osm,2,TARGET
Pasticceria Bastianello,Pasticceria Bastianello,"45.4658,9.1990",comune_milano|osm,2,AMBIGUOUS
Wood,Wood,"45.4416,9.2010",comune_milano|osm,2,TARGET
Ristorante Pizzeria Al Parco,Ristorante Pizzeria al Parco | Ristorante Pizzeria Al Parco,"45.5008,9.2477",comune_milano|thefork,2,NO_TARGET
Bacancíto Restaurante,Bacancito | Bacancíto Restaurante,"45.4495,9.2025",comune_milano|thefork,2,NO_TARGET
Dinchi Cafè,Dinchi Cafè,"45.4505,9.1557",comune_milano|osm,2,TARGET
GustaMi,GustaMi,"45.4630,9.1885",comune_milano|osm,2,AMBIGUOUS
B Locale,B Locale,"45.4806,9.1718",comune_milano|osm,2,TARGET
La Tienda de Juan,La Tienda De Juan | La Tienda de Juan,"45.4758,9.2045",comune_milano|thefork,2,NO_TARGET
Da Gino,Da Gino,"45.4807,9.1693",comune_milano,2,NO_TARGET
Casa Marrò,Casa Marrò,"45.4417,9.1738",comune_milano|osm,2,TARGET
Much More Cafe,Much More Cafe,"45.4453,9.1638",comune_milano|osm,2,TARGET
SOGNI,Sogni | SOGNI,"45.4583,9.1752",comune_milano|thefork,2,NO_TARGET
Al Andalus,Ristorante arabo Al Andalus | Al Andalus,"45.5008,9.1825",comune_milano|thefork,2,NO_TARGET
Bar Affori,Bar Affori,"45.5173,9.1713",comune_milano|osm,2,AMBIGUOUS
Peter Bar,Peter Bar,"45.4902,9.2350",comune_milano|osm,2,TARGET
Brother's Bar,Brother's Bar,"45.4443,9.1666",comune_milano|osm,2,TARGET
EIMI Sushi,Eimi | EIMI Sushi,"45.4485,9.2088",comune_milano|thefork,2,NO_TARGET
Max's,Max's,"45.4570,9.1544",comune_milano|osm,2,TARGET
New York Bar,New York Bar,"45.4818,9.2322",comune_milano|osm,2,TARGET
Eutopia,Eutopia,"45.4805,9.1829",comune_milano|osm,2,AMBIGUOUS
Bar Tavola fredda,Bar Tavola fredda,"45.4984,9.1944",comune_milano|osm,2,TARGET
Il Priscio,Il Priscio,"45.4627,9.1931",comune_milano|thefork,2,NO_TARGET
Bar Rubin,Bar Rubin,"45.4656,9.1849",comune_milano|osm,2,AMBIGUOUS
Majestic,Majestic,"45.4679,9.1789",comune_milano|osm,2,AMBIGUOUS
Chabaidao,Chabaidao,"45.4815,9.1789",comune_milano|osm,2,TARGET
Cantun,Cantun,"45.4874,9.1981",comune_milano,2,NO_TARGET
Don Raffaele,Don Raffaele,"45.4588,9.1542",comune_milano|thefork,2,NO_TARGET
Prince Cafe,Prince Cafe,"45.4908,9.1664",comune_milano|osm,2,TARGET
Ambita,Ambita Pizzeria con Cucina | Ambita,"45.4858,9.1703",comune_milano|thefork,2,NO_TARGET
Deja Vu,Deja Vu,"45.4620,9.2221",comune_milano|osm,2,TARGET
Bioch Milano,Bioch Milano,"45.5205,9.1695",comune_milano|osm,2,AMBIGUOUS
Krem,Krem,"45.4659,9.1950",comune_milano|osm,2,AMBIGUOUS
Bar Liberty,Bar Liberty,"45.4918,9.1956",comune_milano|osm,2,TARGET
El Porteño Prohibido,El Porteño Prohibido,"45.4667,9.2094",comune_milano|thefork,2,NO_TARGET
Zibo,Zibo,"45.4604,9.1765",comune_milano,2,NO_TARGET
Boccon Divino Ristorante Pizzeria,Boccon divino | Boccon Divino Ristorante Pizzeria,"45.4490,9.1369",comune_milano|thefork,2,NO_TARGET
40Sette,40Sette,"45.4467,9.2116",comune_milano|osm,2,TARGET
'Na Tazuella 'E Cafe','Na Tazuella 'E Cafe',"45.4628,9.1521",comune_milano|osm,2,TARGET
Fiuri Milano - Flowers and Coffee,Fiuri Milano - Flowers and Coffee,"45.4891,9.1860",comune_milano|osm,2,TARGET
Lux Cafè,Lux Cafè,"45.4860,9.2263",comune_milano|osm,2,TARGET
Flash Bar,Flash Bar,"45.4825,9.1667",comune_milano|osm,2,TARGET
Caffè Napoli,Caffè Napoli,"45.4888,9.1937",comune_milano|osm,2,TARGET
Maria Vi,Maria Vi,"45.4655,9.1782",comune_milano|osm,2,TARGET
4 Stagioni,4 Stagioni,"45.5059,9.1776",comune_milano|osm,2,AMBIGUOUS
Caffè Napoli,Caffè Napoli,"45.4827,9.2064",comune_milano|osm,2,TARGET
Light Sushi Restaurant,Light Sushi | Light Sushi Restaurant,"45.4941,9.1879",comune_milano|thefork,2,NO_TARGET
Identità Golose Milano powered by TheFork,Identità golose | Identità Golose Milano powered by TheFork,"45.4686,9.1902",comune_milano|thefork,2,NO_TARGET
Golden Caffè,Golden Caffè,"45.4484,9.1467",comune_milano|osm,2,AMBIGUOUS
Gelsomina,Gelsomina,"45.4802,9.2012",comune_milano|osm,2,AMBIGUOUS
Long Song,Long Song,"45.4754,9.2131",comune_milano,2,NO_TARGET
Florida Bar,Florida Bar,"45.4518,9.2226",comune_milano|osm,2,TARGET
Ristorante VOCE Aimo e Nadia,Vòce Aimo e Nadia | Ristorante VOCE Aimo e Nadia,"45.4673,9.1904",comune_milano|thefork,2,NO_TARGET
Alpo's Cafè,Alpo's Cafè,"45.4950,9.2192",comune_milano|osm,2,AMBIGUOUS
Déjà-vu,Déjà-vu,"45.4569,9.2422",comune_milano|osm,2,TARGET
Naviglio Grande,Naviglio Grande,"45.4410,9.1297",comune_milano|osm,2,TARGET
Officina del Riso Marghera,Officina del Riso Marghera,"45.4669,9.1530",comune_milano|thefork,2,NO_TARGET
Dea Bar Caffè,Dea Bar Caffè,"45.4659,9.1502",comune_milano|osm,2,TARGET
Pitti Caffè,Pitti Caffè,"45.4701,9.1654",comune_milano|osm,2,TARGET
Il gelato di Gigi,Il gelato di Gigi,"45.5013,9.1953",comune_milano|osm,2,TARGET
Bugan coffe lab,Bugan coffe lab,"45.4528,9.1739",comune_milano|osm,2,TARGET
Posto di Conversazione,Posto di Conversazione,"45.4522,9.1761",comune_milano,2,NO_TARGET
L'angolo del caffè,L'angolo del caffè,"45.4443,9.1793",comune_milano|osm,2,TARGET
Via Stampa,Via Stampa Bistrot | Via Stampa,"45.4599,9.1829",comune_milano|thefork,2,NO_TARGET
Casa Creanza,Creanza | Casa Creanza,"45.4553,9.1671",comune_milano|thefork,2,NO_TARGET
JamM,JamM,"45.4847,9.2159",comune_milano|osm,2,AMBIGUOUS
12oz,12oz,"45.4286,9.2548",comune_milano|osm,2,TARGET
Sadler,Sadler,"45.4727,9.1925",comune_milano|thefork,2,NO_TARGET
Bar Oasi,Bar Oasi,"45.4433,9.1794",comune_milano|osm,2,TARGET
Ciclocaffè,Ciclocaffè,"45.5072,9.2531",comune_milano|osm,2,TARGET
Bar tabacchi Jackpot,Bar tabacchi Jackpot,"45.4601,9.0969",comune_milano|osm,2,TARGET
Chocolat Cafè Milano,Chocolat Cafè Milano,"45.4659,9.1515",comune_milano|osm,2,TARGET
Tigella's,Tigella's,"45.4547,9.1756",comune_milano|thefork,2,NO_TARGET
Barrio,Barrio,"45.4545,9.2177",comune_milano|osm,2,TARGET
1925,1925,"45.4576,9.2044",comune_milano|osm,2,TARGET
Brambilla's,Brambilla's,"45.4459,9.1647",comune_milano|osm,2,TARGET
Bottega caffè cacao,Bottega caffè cacao,"45.4625,9.2007",comune_milano|osm,2,AMBIGUOUS
Mignon,Mignon,"45.4868,9.2037",comune_milano|osm,2,AMBIGUOUS
Ora Zero Bistrot,Ora Zero Bistrot,"45.4467,9.1796",comune_milano|osm,2,TARGET
L'angolo del panino,L'angolo del panino,"45.4531,9.1572",comune_milano|osm,2,AMBIGUOUS
Bistrot Italia,Bistrot Italia,"45.4553,9.1873",comune_milano|osm,2,AMBIGUOUS
Isiwara Lanka,Isiwara Lanka,"45.5046,9.2388",comune_milano|thefork,2,NO_TARGET
Salumeria del design,Salumeria del design,"45.4902,9.2225",comune_milano|osm,2,TARGET
Café Gambriné,Café Gambriné,"45.4799,9.2077",comune_milano|osm,2,TARGET
Marlé,Marlé,"45.4827,9.2426",comune_milano|osm,2,TARGET
Ci Sta Procaccini,Ci sta | Ci Sta Procaccini,"45.4814,9.1672",comune_milano|thefork,2,NO_TARGET
B2 Burger & Beer,B2 Burger & Beer,"45.4843,9.1676",comune_milano,2,NO_TARGET
Divino caffè,Divino caffè,"45.4907,9.2367",comune_milano|osm,2,TARGET
Eat&Go,Eat&Go,"45.4656,9.1973",comune_milano|osm,2,TARGET
bar la perla bianca,bar la perla bianca,"45.4785,9.2041",comune_milano|osm,2,AMBIGUOUS
Bar 1970,Bar 1970,"45.4910,9.2129",comune_milano|osm,2,TARGET
Bar Graniteria Dal Siciliano,Bar Graniteria Dal Siciliano,"45.4884,9.1913",comune_milano|osm,2,AMBIGUOUS
San Lorenzo,San Lorenzo,"45.4587,9.1814",comune_milano|thefork,2,NO_TARGET
Sensorium,Sensorium,"45.4571,9.1873",comune_milano,2,NO_TARGET
Officina del Riso Porta Romana,Officina del riso | Officina del Riso Porta Romana,"45.4572,9.2127",comune_milano|thefork,2,NO_TARGET
Rame Bistrot Racconto Mediterraneo,Rame Bistrot | Rame Bistrot Racconto Mediterraneo,"45.4849,9.1625",comune_milano|thefork,2,NO_TARGET
Cafezal,Cafezal,"45.4660,9.1664",comune_milano|osm,2,TARGET
Glory POP - Piazzale Cantore,Glory pop | Glory POP - Piazzale Cantore,"45.4556,9.1745",comune_milano|thefork,2,NO_TARGET
Il Liberty,Il Liberty,"45.4806,9.1916",comune_milano|thefork,2,NO_TARGET
Pasticceria Grecchi,Pasticceria Grecchi,"45.4809,9.2248",comune_milano|osm,2,AMBIGUOUS
Mabuhay Milano,Mabuhay! | Mabuhay Milano,"45.4794,9.1821",comune_milano|thefork,2,NO_TARGET
Contigo Perù,Contigo Perù,"45.4374,9.2169",comune_milano,2,NO_TARGET
Il malabar,Il malabar,"45.4707,9.1343",comune_milano|osm,2,TARGET
Bistrò Terrazze,Bistrò terrazze | Bistrò Terrazze,"45.4162,9.1772",comune_milano|thefork,2,NO_TARGET
Xi An Ristorante,Xian | Xi An Ristorante,"45.4866,9.2182",comune_milano|thefork,2,NO_TARGET
Caffè Sant'Orsola,Caffè Sant'Orsola,"45.4629,9.1817",comune_milano|osm,2,TARGET
Cosmai Caffè,Cosmai Caffè,"45.5008,9.2365",comune_milano|osm,2,TARGET
Una cosa,Una cosa,"45.4547,9.1788",comune_milano|osm,2,AMBIGUOUS
El Porteño Gourmet,El Porteno | El Porteño Gourmet,"45.4629,9.1881",comune_milano|thefork,2,NO_TARGET
BATTICöR,Batticör | BATTICöR,"45.4861,9.1989",comune_milano|thefork,2,NO_TARGET
Cosmì,Cosmì,"45.4400,9.2420",comune_milano|osm,2,AMBIGUOUS
Toldo Milano,Toldo Milano,"45.4866,9.1885",comune_milano|osm,2,AMBIGUOUS
Semplice,Semplice,"45.5032,9.2216",comune_milano|osm,2,AMBIGUOUS
Starbucks,Starbucks,"45.4657,9.1986",comune_milano|osm,2,TARGET
4mat bistrot,4mat bistrot,"45.4912,9.1888",comune_milano|osm,2,AMBIGUOUS
Aurora,Aurora,"45.4604,9.2095",comune_milano|osm,2,TARGET
Ristorante Africa,Ristorante Africa,"45.4767,9.2050",comune_milano,2,NO_TARGET
Al Madina,Al Madina,"45.4903,9.2225",comune_milano,2,NO_TARGET
Klondike Bar,Klondike Bar,"45.4891,9.2135",comune_milano|osm,2,TARGET
Bar 157,Bar 157,"45.4505,9.1387",comune_milano|osm,2,TARGET
Il Marchese Milano,Il Marchese | Il Marchese Milano,"45.4674,9.1865",comune_milano|thefork,2,NO_TARGET
Lino's coffee,Lino's coffee,"45.4444,9.1672",comune_milano|osm,2,TARGET
Blue Diamond,Blue Diamond,"45.4378,9.1671",comune_milano,2,NO_TARGET
Bar Sole,Bar Sole,"45.4619,9.1908",comune_milano|osm,2,TARGET
Cafè Charly,Cafè Charly,"45.4491,9.1640",comune_milano|osm,2,TARGET
We Coffee,We Coffee,"45.4611,9.1862",comune_milano|osm,2,TARGET
Clarissa bar,Clarissa bar,"45.4558,9.2109",comune_milano|osm,2,TARGET
Cosmai Coffee Store,Cosmai Coffee Store,"45.5065,9.2231",comune_milano|osm,2,TARGET
Ikarus Cafè,Ikarus Cafè,"45.4402,9.1460",comune_milano|osm,2,TARGET
Twenty,Twenty,"45.4904,9.2182",comune_milano|osm,2,AMBIGUOUS
Pave - Gelati & Granite,Pave - Gelati & Granite,"45.4629,9.2005",comune_milano|osm,2,TARGET
La Tradizionale,La Tradizionale,"45.4544,9.1631",comune_milano|thefork,2,NO_TARGET
Eroica Caffè Milano,Eroica Caffè Milano,"45.4776,9.2044",comune_milano|osm,2,TARGET
Ecate,Ecate,"45.4419,9.1807",comune_milano|osm,2,TARGET
Cantina Meridionale,Cantina meridionale | Cantina Meridionale,"45.4850,9.1986",comune_milano|thefork,2,NO_TARGET
Rodrigo Ristorante,Rodrigo | Rodrigo Ristorante,"45.4554,9.1683",comune_milano|thefork,2,NO_TARGET
Barbacoa Churrascaria,Barbacoa | Barbacoa Churrascaria,"45.5002,9.1983",comune_milano|thefork,2,NO_TARGET
142 Restaurant,142 Restaurant,"45.4545,9.1713",comune_milano|thefork,2,NO_TARGET
Sugar,Sugar,"45.4498,9.1671",comune_milano|osm,2,TARGET
Il Vizio - Milano,Il Vizio Milano | Il Vizio - Milano,"45.4660,9.1925",comune_milano|thefork,2,NO_TARGET
Altura,Altura,"45.4463,9.1247",comune_milano|osm,2,TARGET
Ebony,Ebony,"45.4863,9.2264",comune_milano|osm,2,TARGET
Caffetteria Ateneo,Caffetteria Ateneo,"45.5148,9.2080",comune_milano|osm,2,TARGET
No name,No name,"45.4656,9.1654",comune_milano|osm,2,TARGET
Miss Cake,Miss Cake,"45.4807,9.1772",comune_milano|osm,2,AMBIGUOUS
Pizzium Milano Via Anfossi,Pizzium | Pizzium Milano Via Anfossi,"45.4607,9.2084",comune_milano|thefork,2,NO_TARGET
Égalité,Égalité,"45.4739,9.1840",comune_milano|osm,2,TARGET
Da Trap,Da Trap,"45.4503,9.1512",comune_milano|thefork,2,NO_TARGET
Focus - Bracerie Italiane,Focus | Focus - Bracerie Italiane,"45.4906,9.1888",comune_milano|thefork,2,NO_TARGET
Di Lanza Gilberto,Di Lanza Gilberto,"45.4611,9.1495",comune_milano|osm,2,TARGET
RED la Feltrinelli,RED la Feltrinelli,"45.4838,9.1899",comune_milano|osm,2,AMBIGUOUS
Café Kitsuné,Café Kitsuné,"45.4652,9.1867",comune_milano|osm,2,TARGET
Maramais,Maramais,"45.4819,9.2340",comune_milano|osm,2,TARGET
Bar argento,Bar argento,"45.4906,9.2040",comune_milano|osm,2,TARGET
Gli amici del vino Wine Bar con Pizza,Gli amici del vino | Gli amici del vino Wine Bar con Pizza,"45.4807,9.1839",comune_milano|thefork,2,NO_TARGET
Serra di Quartiere,Serra di Quartiere,"45.4726,9.2099",comune_milano,2,NO_TARGET
Barstrò,Barstrò,"45.4951,9.1970",comune_milano|osm,2,TARGET
Viola,Viola,"45.4267,9.1730",comune_milano|osm,2,TARGET
Quore Italiano - Via Capelli,Quore Italiano | Quore Italiano - Via Capelli,"45.4825,9.1879",comune_milano|thefork,2,NO_TARGET
Cafè Monet,Cafè Monet,"45.4727,9.1897",comune_milano|osm,2,TARGET
Fassushi Milano,Fassushi Milano,"45.4828,9.1849",comune_milano|thefork,2,NO_TARGET
Panzú,Panzú,"45.4911,9.2067",comune_milano|osm,2,TARGET
Magnete bistrot,Magnete bistrot,"45.5178,9.2431",comune_milano|osm,2,TARGET
Alla Cucina delle Langhe,Alla Cucina delle Langhe,"45.4815,9.1874",comune_milano|thefork,2,NO_TARGET
Queen Bar,Queen Bar,"45.4855,9.1585",comune_milano|osm,2,TARGET
Caffè Rivoli,Caffè Rivoli,"45.4667,9.1985",comune_milano|osm,2,AMBIGUOUS
Risotteria Melotti Milano,Risotteria Melotti | Risotteria Melotti Milano,"45.4529,9.1710",comune_milano|thefork,2,NO_TARGET
Osteria del Gambero Rosso,Osteria del Gambero Rosso,"45.4815,9.1849",comune_milano|thefork,2,NO_TARGET
Sushi Milano Island,Milano Island | Sushi Milano Island,"45.4898,9.1889",comune_milano|thefork,2,NO_TARGET
Caffè Rita,Caffè Rita,"45.4860,9.2193",comune_milano|osm,2,TARGET
Tarallucci e vino,Tarallucci e vino,"45.5005,9.1925",comune_milano|osm,2,TARGET
Speedy,Speedy,"45.4809,9.2232",comune_milano|osm,2,AMBIGUOUS
Norman,Norman,"45.4527,9.2148",comune_milano|thefork,2,NO_TARGET
Inzuppo,Inzuppo,"45.4567,9.1699",comune_milano|osm,2,AMBIGUOUS
Joie de vivre Bisrot,Joie de vivre Bisrot,"45.4587,9.1320",comune_milano|osm,2,AMBIGUOUS
Chù Bistrot,Chù Bistrot,"45.4504,9.2072",comune_milano|thefork,2,NO_TARGET
Gran Bar,Gran Bar,"45.4257,9.1550",comune_milano|osm,2,TARGET
Loste Cafè,Loste Cafè,"45.4670,9.2088",comune_milano|osm,2,TARGET
Disciplini Café e Tabacchi,Disciplini Café e Tabacchi,"45.4586,9.1847",comune_milano|osm,2,TARGET
Bar Aspass,Bar Aspass,"45.4489,9.2059",comune_milano|osm,2,AMBIGUOUS
Dawali,Dawali,"45.4412,9.1902",comune_milano,2,NO_TARGET
eWork,eWork,"45.4875,9.1966",comune_milano|osm,2,TARGET
Barlafüs Mangià e Bev,Barlafüs Mangià e Bev,"45.4987,9.1937",comune_milano|osm,2,TARGET
ANTICA OSTERIA CAVALLINI,Antica Osteria Cavallini | ANTICA OSTERIA CAVALLINI,"45.4812,9.2039",comune_milano|thefork,2,NO_TARGET
Bar Palmanova,Bar Palmanova,"45.5039,9.2456",comune_milano|osm,2,TARGET
Palm,Palm,"45.4858,9.2148",comune_milano|osm,2,AMBIGUOUS
Kashima,Kashima,"45.4655,9.2070",comune_milano|thefork,2,NO_TARGET
L'angolo dell'aperitivo,L'angolo dell'aperitivo,"45.4648,9.2113",comune_milano|osm,2,AMBIGUOUS
Punto Caffè,Punto Caffè,"45.4578,9.1730",comune_milano|osm,2,TARGET
L'incontro,L'incontro,"45.4816,9.1782",comune_milano|osm,2,TARGET
Osteria Crespi,Osteria Crespi,"45.4931,9.2203",comune_milano|thefork,2,NO_TARGET
Svapo web,Svapo web,"45.5075,9.2045",comune_milano|osm,2,TARGET
Caffineria,Caffineria,"45.5064,9.2373",comune_milano|osm,2,TARGET
Va a ciapà il bar,Va a ciapà il bar,"45.4525,9.1451",comune_milano|osm,2,AMBIGUOUS
Slowear Venezia,Slowear Venezia,"45.4749,9.1871",comune_milano|osm,2,TARGET
Le Grazie,Le Grazie,"45.4657,9.1706",comune_milano|osm,2,TARGET
Bar G. Tecle,Bar G. Tecle,"45.5093,9.1984",comune_milano|osm,2,TARGET
Du Lab,du Lab | Du Lab,"45.4975,9.1826",comune_milano|thefork,2,NO_TARGET
Bar Tabacchi,Bar Tabacchi,"45.4559,9.2192",comune_milano|osm,2,TARGET
Peck,Peck,"45.4635,9.1872",comune_milano|osm,2,TARGET
Oriental Thai,Oriental | Oriental Thai,"45.4815,9.1812",comune_milano|thefork,2,NO_TARGET
Caffè Napoli,Caffè Napoli,"45.4680,9.1784",comune_milano|osm,2,TARGET
Casanori,Casanori,"45.4888,9.1874",comune_milano|thefork,2,NO_TARGET
Il Nemico,Il Nemico,"45.4491,9.2049",comune_milano|osm,2,TARGET
Pa.Lato,Il Palato | Pa.Lato,"45.4417,9.1751",comune_milano|thefork,2,NO_TARGET
Bar SI,Bar SI,"45.4635,9.1980",comune_milano|osm,2,TARGET
Bar Fortuna,Bar Fortuna,"45.4939,9.2191",comune_milano|osm,2,AMBIGUOUS
Bar Abreu,Bar Abreu,"45.4638,9.0871",comune_milano|osm,2,AMBIGUOUS
Montalcino Caffè,Montalcino Caffè,"45.4477,9.1544",comune_milano|osm,2,TARGET
New Gallery,New Gallery,"45.5020,9.2376",comune_milano|osm,2,AMBIGUOUS
Foodie's,Foodie's,"45.4760,9.1949",comune_milano|osm,2,AMBIGUOUS
Green Mill,Green Mill,"45.4482,9.1868",comune_milano|osm,2,AMBIGUOUS
La schiscetteria,La schiscetteria,"45.4530,9.2053",comune_milano,2,NO_TARGET
NSUB,NSUB,"45.4997,9.2239",comune_milano|osm,2,TARGET
Mint Garden Cafè Bistò,Mint Garden Cafè Bistò,"45.4781,9.2051",comune_milano|osm,2,TARGET
Wakou,Wakou,"45.4497,9.1456",comune_milano|thefork,2,NO_TARGET
Fujiyama Hot,Fujiyama Hot,"45.4554,9.1552",comune_milano|thefork,2,NO_TARGET
Gocce di caffè,Gocce di caffè,"45.4420,9.1550",comune_milano|osm,2,TARGET
Good Morning First,Good Morning First,"45.4904,9.2237",comune_milano|osm,2,AMBIGUOUS
Lucia,Lucia,"45.5185,9.1672",comune_milano|osm,2,AMBIGUOUS
Quadri Bistrot Restaurant & Lounge,Quadri Bistrot | Quadri Bistrot Restaurant & Lounge,"45.4789,9.1885",comune_milano|thefork,2,NO_TARGET
I Love Poke Milano Filzi,I love poke | I Love Poke Milano Filzi,"45.4833,9.1994",comune_milano|thefork,2,NO_TARGET
Ciccio Pizza Umbria,Cicciopizza | Ciccio Pizza Umbria,"45.4550,9.2165",comune_milano|thefork,2,NO_TARGET
Starbucks,Starbucks,"45.4882,9.1953",comune_milano|osm,2,TARGET
Fanwu,Fan Wu | Fanwu,"45.4788,9.2027",comune_milano|thefork,2,NO_TARGET
Barolino,Barolino,"45.4486,9.1796",comune_milano|osm,2,TARGET
Bar Via PAOLI ALESSANDRO 2,Bar Via PAOLI ALESSANDRO 2,"45.4854,9.1955",comune_milano,2,NO_TARGET
Bar Via GUARNERI (DEI) 24,Bar Via GUARNERI (DEI) 24,"45.4262,9.2043",comune_milano,2,TARGET
Bar Via MURAT GIOACCHINO 70,Bar Via MURAT GIOACCHINO 70 | Bar Via MURAT GIOACCHINO 72,"45.5019,9.1900",comune_milano,2,NO_TARGET
Bar Via PIETRASANTA 14,Bar Via PIETRASANTA 14,"45.4439,9.1962",comune_milano,2,TARGET
Bar Via ZOIA (F.LLI) 95,Bar Via ZOIA (F.LLI) 95,"45.4708,9.1095",comune_milano,2,NO_TARGET
Bar Via LANZONE 30A,Bar Via LANZONE 30A | Bar Via LANZONE 33,"45.4610,9.1756",comune_milano,2,NO_TARGET
Bar Piazza BONOMELLI GEREMIA 4,Bar Piazza BONOMELLI GEREMIA 4,"45.4413,9.2139",comune_milano,2,NO_TARGET
Bar Piazzale SPORT (DELLO) 6,Bar Piazzale SPORT (DELLO) 6,"45.4805,9.1296",comune_milano,2,NO_TARGET
Bar Piazza ROSARIO (DEL) 1,Bar Piazza ROSARIO (DEL) 1,"45.4552,9.1634",comune_milano,2,NO_TARGET
Bar Via ROTTA PAOLO 10,Bar Via ROTTA PAOLO 10,"45.5164,9.1895",comune_milano,2,TARGET
Bar Viale MONTE CENERI 78,Bar Viale MONTE CENERI 78,"45.4905,9.1518",comune_milano,2,TARGET
Bar Via BANDELLO MATTEO 1,Bar Via BANDELLO MATTEO 1,"45.4654,9.1685",comune_milano,2,NO_TARGET
Bar Via GULLI TOMMASO 36,Bar Via GULLI TOMMASO 36 | Bar Via GULLI TOMMASO 32,"45.4654,9.1332",comune_milano,2,NO_TARGET
Bar Via ANTONA TRAVERSI (F.LLI) 20,Bar Via ANTONA TRAVERSI (F.LLI) 20,"45.5158,9.1393",comune_milano,2,TARGET
Bar Viale MONZA 101,Bar Viale MONZA 101,"45.4968,9.2197",comune_milano,2,TARGET
Bar Via NOVARA 97,Bar Via NOVARA 97 | Bar Via NOVARA 99,"45.4724,9.1196",comune_milano,2,TARGET
Bar Piazzale NIGRA COSTANTINO 4,Bar Piazzale NIGRA COSTANTINO 4 | Bar Piazzale NIGRA COSTANTINO 6,"45.4968,9.1713",comune_milano,2,NO_TARGET
Bar Via PRINCIPE EUGENIO 20,Bar Via PRINCIPE EUGENIO 20,"45.4894,9.1643",comune_milano,2,NO_TARGET
Bar Via KRAMER ANTONIO 23,Bar Via KRAMER ANTONIO 23,"45.4706,9.2085",comune_milano,2,TARGET
Bar Via POLESINE 23,Bar Via POLESINE 23 | Bar Via POLESINE 21,"45.4390,9.2218",comune_milano,2,NO_TARGET
Bar Via JACOPINO DA TRADATE 11,Bar Via JACOPINO DA TRADATE 11 | Bar Via JACOPINO DA TRADATE 16,"45.4964,9.1501",comune_milano,2,NO_TARGET
Bar Via PIER LOMBARDO 23,Bar Via PIER LOMBARDO 23,"45.4538,9.2078",comune_milano,2,TARGET
Bar Via MORGANTINI MARIO 14,Bar Via MORGANTINI MARIO 14,"45.4701,9.1341",comune_milano,2,NO_TARGET
Bar Via GRIGNA 12,Bar Via GRIGNA 12,"45.4932,9.1570",comune_milano,2,TARGET
Bar Via DOMOKOS 4,Bar Via DOMOKOS 4,"45.4685,9.1257",comune_milano,2,TARGET
Bar Via SODERINI LUIGI 25,Bar Via SODERINI LUIGI 25 | Bar Via SODERINI LUIGI 27,"45.4563,9.1420",comune_milano,2,NO_TARGET
Bar Via BRIOSCHI FRANCESCO 100,Bar Via BRIOSCHI FRANCESCO 93 | Bar Via BRIOSCHI FRANCESCO 100,"45.4382,9.1820",comune_milano,2,TARGET
Bar Via RIPAMONTI GIUSEPPE 13,Bar Via RIPAMONTI GIUSEPPE 13,"45.4495,9.1973",comune_milano,2,TARGET
Bar Viale GIMIGNANO (SAN) 37,Bar Viale GIMIGNANO (SAN) 37 | Bar Viale GIMIGNANO (SAN) 35,"45.4601,9.1361",comune_milano,2,TARGET
Bar Via BRESSANONE 8P01,Bar Via BRESSANONE 8 | Bar Via BRESSANONE 8P01,"45.4987,9.1292",comune_milano,2,TARGET
Bar Via ALTAMURA SAVERIO 7,Bar Via ALTAMURA SAVERIO 7,"45.4685,9.1406",comune_milano,2,NO_TARGET
Bar Via LODOVICO IL MORO 185,Bar Via LODOVICO IL MORO 185 | Bar Via LODOVICO IL MORO 179,"45.4395,9.1268",comune_milano,2,TARGET
Bar Via SISMONDI GIANCARLO 4,Bar Via SISMONDI GIANCARLO 4 | Bar Via SISMONDI GIANCARLO 1,"45.4655,9.2244",comune_milano,2,TARGET
