master_source_venue_id,field,old_value,new_value,source
node/6383894622,booking_provider,,spiagge.it,spiagge:11834
way/403186044,address,,"Piazza polieion, 5",spiagge:11840
way/403186044,city,,Policoro,spiagge:11840
way/403186044,region,,Basilicata,spiagge:11840
way/403186044,postal_code,,75025,spiagge:11840
way/403186044,booking_provider,,spiagge.it,spiagge:11840
way/967059612,address,,Strada Provinciale Policoro snc,spiagge:11841
way/967059612,city,,Policoro,spiagge:11841
way/967059612,region,,Basilicata,spiagge:11841
way/967059612,postal_code,,75025,spiagge:11841
way/967059612,booking_provider,,spiagge.it,spiagge:11841
node/9646037226,address,,Via Archia snc,spiagge:11845
node/9646037226,city,,Policoro,spiagge:11845
node/9646037226,region,,Basilicata,spiagge:11845
node/9646037226,postal_code,,75025,spiagge:11845
node/9646037226,booking_provider,,spiagge.it,spiagge:11845
node/4921951112,address,,"Via Litoranea Nord, 18",spiagge:11920
node/4921951112,city,,Misano Adriatico,spiagge:11920
node/4921951112,region,,Emilia-Romagna,spiagge:11920
node/4921951112,postal_code,,47843,spiagge:11920
node/4921951112,booking_provider,,spiagge.it,spiagge:11920
node/6766507196,address,,Lungomare Costituzione snc,spiagge:11988
node/6766507196,city,,Riccione,spiagge:11988
node/6766507196,region,,Emilia-Romagna,spiagge:11988
node/6766507196,postal_code,,47838,spiagge:11988
node/6766507196,booking_provider,,spiagge.it,spiagge:11988
node/6766507203,address,,"Lungomare Costituzione, 21",spiagge:11991
node/6766507203,city,,Riccione,spiagge:11991
node/6766507203,region,,Emilia-Romagna,spiagge:11991
node/6766507203,postal_code,,47838,spiagge:11991
node/6766507203,booking_provider,,spiagge.it,spiagge:11991
node/6766507204,address,,Lungomare Costituzione snc,spiagge:11992
node/6766507204,city,,Riccione,spiagge:11992
node/6766507204,region,,Emilia-Romagna,spiagge:11992
node/6766507204,postal_code,,47838,spiagge:11992
node/6766507204,booking_provider,,spiagge.it,spiagge:11992
node/6766507240,address,,"Lungomare Costituzione, 109",spiagge:11997
node/6766507240,city,,Riccione,spiagge:11997
node/6766507240,region,,Emilia-Romagna,spiagge:11997
node/6766507240,postal_code,,47838,spiagge:11997
node/6766507240,booking_provider,,spiagge.it,spiagge:11997
node/6760398700,address,,Via Foscolo,spiagge:12004
node/6760398700,city,,Riccione,spiagge:12004
node/6760398700,region,,Emilia-Romagna,spiagge:12004
node/6760398700,postal_code,,47838,spiagge:12004
node/6760398700,booking_provider,,spiagge.it,spiagge:12004
node/6760398707,address,,"Viale Gabriele D'Annunzio, 82",spiagge:12001
node/6760398707,city,,Riccione,spiagge:12001
node/6760398707,region,,Emilia-Romagna,spiagge:12001
node/6760398707,postal_code,,47838,spiagge:12001
node/6760398707,booking_provider,,spiagge.it,spiagge:12001
node/6760398659,address,,Lungomare Costituzione snc,spiagge:12007
node/6760398659,city,,Riccione,spiagge:12007
node/6760398659,region,,Emilia-Romagna,spiagge:12007
node/6760398659,postal_code,,47838,spiagge:12007
node/6760398659,booking_provider,,spiagge.it,spiagge:12007
node/2718198407,region,,Emilia-Romagna,spiagge:12031
node/2718198407,booking_provider,,spiagge.it,spiagge:12031
node/13020370890,address,,"Viale Regina Margherita, 24",spiagge:12045
node/13020370890,city,,Rimini,spiagge:12045
node/13020370890,region,,Emilia-Romagna,spiagge:12045
node/13020370890,postal_code,,47924,spiagge:12045
node/13020370890,booking_provider,,spiagge.it,spiagge:12045
node/13070243352,address,,Viale Regina Margherita snc,spiagge:12041
node/13070243352,city,,Rimini,spiagge:12041
node/13070243352,region,,Emilia-Romagna,spiagge:12041
node/13070243352,postal_code,,47924,spiagge:12041
node/13070243352,booking_provider,,spiagge.it,spiagge:12041
node/2718193624,region,,Emilia-Romagna,spiagge:12036
node/2718193624,booking_provider,,spiagge.it,spiagge:12036
node/13070243352,address,,"Viale Regina Margherita, 28c",spiagge:12043
node/13070243352,city,,Rimini,spiagge:12043
node/13070243352,region,,Emilia-Romagna,spiagge:12043
node/13070243352,postal_code,,47924,spiagge:12043
node/13070243352,booking_provider,,spiagge.it,spiagge:12043
node/13070243352,address,,Viale Regina Margherita,spiagge:12042
node/13070243352,city,,Rimini,spiagge:12042
node/13070243352,region,,Emilia-Romagna,spiagge:12042
node/13070243352,postal_code,,47924,spiagge:12042
node/13070243352,booking_provider,,spiagge.it,spiagge:12042
node/12101701688,city,,Rimini,spiagge:12066
node/12101701688,region,,Emilia-Romagna,spiagge:12066
node/12101701688,postal_code,,47921,spiagge:12066
node/12101701688,booking_provider,,spiagge.it,spiagge:12066
node/13408175376,region,,Emilia-Romagna,spiagge:12076
node/13408175376,booking_provider,,spiagge.it,spiagge:12076
node/13057452568,address,,"Lungomare Giuseppe di Vittorio, 38C",spiagge:12055
node/13057452568,city,,Rimini,spiagge:12055
node/13057452568,region,,Emilia-Romagna,spiagge:12055
node/13057452568,postal_code,,47924,spiagge:12055
node/13057452568,booking_provider,,spiagge.it,spiagge:12055
node/13075564968,address,,Lungomare Giuseppe di Vittorio,spiagge:12065
node/13075564968,city,,Rimini,spiagge:12065
node/13075564968,region,,Emilia-Romagna,spiagge:12065
node/13075564968,postal_code,,47921,spiagge:12065
node/13075564968,booking_provider,,spiagge.it,spiagge:12065
node/2718169570,region,,Emilia-Romagna,spiagge:12058
node/2718169570,booking_provider,,spiagge.it,spiagge:12058
node/13057452567,address,,"Lungomare Giuseppe di Vittorio, 40B",spiagge:12054
node/13057452567,city,,Rimini,spiagge:12054
node/13057452567,region,,Emilia-Romagna,spiagge:12054
node/13057452567,postal_code,,47924,spiagge:12054
node/13057452567,booking_provider,,spiagge.it,spiagge:12054
node/12972847923,address,,Lungomare Augusto Murri,spiagge:12082
node/12972847923,city,,Rimini,spiagge:12082
node/12972847923,region,,Emilia-Romagna,spiagge:12082
node/12972847923,postal_code,,47921,spiagge:12082
node/12972847923,booking_provider,,spiagge.it,spiagge:12082
node/2104062250,region,,Emilia-Romagna,spiagge:12075
node/2104062250,booking_provider,,spiagge.it,spiagge:12075
node/13033331207,address,,Lungomare Giuseppe di Vittorio 10/b,spiagge:12074
node/13033331207,city,,Rimini,spiagge:12074
node/13033331207,region,,Emilia-Romagna,spiagge:12074
node/13033331207,postal_code,,47921,spiagge:12074
node/13033331207,booking_provider,,spiagge.it,spiagge:12074
node/2718165845,region,,Emilia-Romagna,spiagge:12059
node/2718165845,booking_provider,,spiagge.it,spiagge:12059
node/13081247610,region,,Emilia-Romagna,spiagge:12098
node/13081247610,booking_provider,,spiagge.it,spiagge:12098
node/13081247609,region,,Emilia-Romagna,spiagge:12099
node/13081247609,booking_provider,,spiagge.it,spiagge:12099
node/13081247607,region,,Emilia-Romagna,spiagge:12103
node/13081247607,booking_provider,,spiagge.it,spiagge:12103
node/12979162827,region,,Emilia-Romagna,spiagge:12109
node/12979162827,booking_provider,,spiagge.it,spiagge:12109
node/13081247612,region,,Emilia-Romagna,spiagge:12105
node/13081247612,booking_provider,,spiagge.it,spiagge:12105
node/11199685535,address,,"Via Largo Ruggero Boscovich, 4",spiagge:12106
node/11199685535,city,,Rimini,spiagge:12106
node/11199685535,region,,Emilia-Romagna,spiagge:12106
node/11199685535,postal_code,,47921,spiagge:12106
node/11199685535,booking_provider,,spiagge.it,spiagge:12106
node/13081247606,region,,Emilia-Romagna,spiagge:12102
node/13081247606,booking_provider,,spiagge.it,spiagge:12102
node/12979162827,region,,Emilia-Romagna,spiagge:12110
node/12979162827,booking_provider,,spiagge.it,spiagge:12110
node/12941935522,city,,Rimini,spiagge:12116
node/12941935522,region,,Emilia-Romagna,spiagge:12116
node/12941935522,postal_code,,47922,spiagge:12116
node/12941935522,booking_provider,,spiagge.it,spiagge:12116
way/529973502,region,,Emilia-Romagna,spiagge:12127
way/529973502,booking_provider,,spiagge.it,spiagge:12127
node/2718126202,region,,Emilia-Romagna,spiagge:12132
node/2718126202,booking_provider,,spiagge.it,spiagge:12132
way/529968863,address,,"Viale Porto Palos, 65",spiagge:12126
way/529968863,city,,Rimini,spiagge:12126
way/529968863,region,,Emilia-Romagna,spiagge:12126
way/529968863,postal_code,,47922,spiagge:12126
way/529968863,booking_provider,,spiagge.it,spiagge:12126
node/12073225386,address,,"Viale Porto Palos, 3a",spiagge:12121
node/12073225386,city,,Rimini,spiagge:12121
node/12073225386,region,,Emilia-Romagna,spiagge:12121
node/12073225386,postal_code,,47922,spiagge:12121
node/12073225386,booking_provider,,spiagge.it,spiagge:12121
node/13900545115,region,,Emilia-Romagna,spiagge:12123
node/13900545115,booking_provider,,spiagge.it,spiagge:12123
node/12988493140,city,,Rimini,spiagge:12135
node/12988493140,region,,Emilia-Romagna,spiagge:12135
node/12988493140,postal_code,,47922,spiagge:12135
node/12988493140,booking_provider,,spiagge.it,spiagge:12135
node/2718126202,region,,Emilia-Romagna,spiagge:12133
node/2718126202,booking_provider,,spiagge.it,spiagge:12133
node/12109684260,region,,Emilia-Romagna,spiagge:12136
node/12109684260,booking_provider,,spiagge.it,spiagge:12136
node/2718114123,region,,Emilia-Romagna,spiagge:12138
node/2718114123,booking_provider,,spiagge.it,spiagge:12138
way/1311025121,address,,"Via Alfonso Pinzon, 67",spiagge:12150
way/1311025121,city,,Bellaria-Igea Marina,spiagge:12150
way/1311025121,region,,Emilia-Romagna,spiagge:12150
way/1311025121,postal_code,,47814,spiagge:12150
way/1311025121,booking_provider,,spiagge.it,spiagge:12150
way/1311731044,address,,"Via Alfonso Pinzon, 203",spiagge:12144
way/1311731044,city,,Bellaria-Igea Marina,spiagge:12144
way/1311731044,region,,Emilia-Romagna,spiagge:12144
way/1311731044,postal_code,,47814,spiagge:12144
way/1311731044,booking_provider,,spiagge.it,spiagge:12144
way/1311025102,address,,Via Alfonso Pinzon 73,spiagge:12147
way/1311025102,city,,Bellaria-Igea Marina,spiagge:12147
way/1311025102,region,,Emilia-Romagna,spiagge:12147
way/1311025102,postal_code,,47814,spiagge:12147
way/1311025102,booking_provider,,spiagge.it,spiagge:12147
way/1311115304,address,,Via Alfonso Pinzon snc,spiagge:12153
way/1311115304,city,,Bellaria-Igea Marina,spiagge:12153
way/1311115304,region,,Emilia-Romagna,spiagge:12153
way/1311115304,postal_code,,47814,spiagge:12153
way/1311115304,booking_provider,,spiagge.it,spiagge:12153
way/1311731044,address,,Via Alfonso Pinzon snc,spiagge:12151
way/1311731044,city,,Bellaria-Igea Marina,spiagge:12151
way/1311731044,region,,Emilia-Romagna,spiagge:12151
way/1311731044,postal_code,,47814,spiagge:12151
way/1311731044,booking_provider,,spiagge.it,spiagge:12151
way/1311025108,address,,Via Alfonso Pinzon snc,spiagge:12148
way/1311025108,city,,Bellaria-Igea Marina,spiagge:12148
way/1311025108,region,,Emilia-Romagna,spiagge:12148
way/1311025108,postal_code,,47814,spiagge:12148
way/1311025108,booking_provider,,spiagge.it,spiagge:12148
way/1311731043,address,,"Via Alfonso Pinzon, 193",spiagge:12145
way/1311731043,city,,Bellaria-Igea Marina,spiagge:12145
way/1311731043,region,,Emilia-Romagna,spiagge:12145
way/1311731043,postal_code,,47814,spiagge:12145
way/1311731043,booking_provider,,spiagge.it,spiagge:12145
node/6721199160,address,,Via Dei Pioppi snc,spiagge:12183
node/6721199160,city,,Bellaria-Igea Marina,spiagge:12183
node/6721199160,region,,Emilia-Romagna,spiagge:12183
node/6721199160,postal_code,,47814,spiagge:12183
node/6721199160,booking_provider,,spiagge.it,spiagge:12183
node/7875911285,address,,"Viale Giulio Cesare, 6",spiagge:12192
node/7875911285,city,,Gatteo A Mare,spiagge:12192
node/7875911285,region,,Emilia-Romagna,spiagge:12192
node/7875911285,postal_code,,47043,spiagge:12192
node/7875911285,booking_provider,,spiagge.it,spiagge:12192
node/7875911285,address,,"Via Antonio Gramsci, SNC",spiagge:12193
node/7875911285,city,,Gatteo A Mare,spiagge:12193
node/7875911285,region,,Emilia-Romagna,spiagge:12193
node/7875911285,postal_code,,47043,spiagge:12193
node/7875911285,booking_provider,,spiagge.it,spiagge:12193
node/7875911285,address,,Viale Giulio Cesare snc,spiagge:12200
node/7875911285,city,,Gatteo A Mare,spiagge:12200
node/7875911285,region,,Emilia-Romagna,spiagge:12200
node/7875911285,postal_code,,47043,spiagge:12200
node/7875911285,booking_provider,,spiagge.it,spiagge:12200
node/7875911285,address,,Viale Giulio Cesare snc,spiagge:12196
node/7875911285,city,,Gatteo A Mare,spiagge:12196
node/7875911285,region,,Emilia-Romagna,spiagge:12196
node/7875911285,postal_code,,47043,spiagge:12196
node/7875911285,booking_provider,,spiagge.it,spiagge:12196
node/7875911285,address,,Viale Giulio Cesare 15,spiagge:12197
node/7875911285,city,,Gatteo A Mare,spiagge:12197
node/7875911285,region,,Emilia-Romagna,spiagge:12197
node/7875911285,postal_code,,47043,spiagge:12197
node/7875911285,booking_provider,,spiagge.it,spiagge:12197
node/7875911285,address,,"Viale Giulio Cesare,16",spiagge:12198
node/7875911285,city,,Gatteo A Mare,spiagge:12198
node/7875911285,region,,Emilia-Romagna,spiagge:12198
node/7875911285,postal_code,,47043,spiagge:12198
node/7875911285,booking_provider,,spiagge.it,spiagge:12198
node/7875911285,address,,"Via Antonio Gramsci, 2",spiagge:12190
node/7875911285,city,,Gatteo A Mare,spiagge:12190
node/7875911285,region,,Emilia-Romagna,spiagge:12190
node/7875911285,postal_code,,47043,spiagge:12190
node/7875911285,booking_provider,,spiagge.it,spiagge:12190
node/4958970321,region,,Emilia-Romagna,spiagge:12188
node/4958970321,booking_provider,,spiagge.it,spiagge:12188
node/4293806278,region,,Emilia-Romagna,spiagge:12189
node/4293806278,booking_provider,,spiagge.it,spiagge:12189
node/7875911285,address,,"Viale Giulio Cesare, 68/A",spiagge:12195
node/7875911285,city,,Gatteo A Mare,spiagge:12195
node/7875911285,region,,Emilia-Romagna,spiagge:12195
node/7875911285,postal_code,,47043,spiagge:12195
node/7875911285,booking_provider,,spiagge.it,spiagge:12195
node/5688428324,city,,Cesenatico,spiagge:12210
node/5688428324,region,,Emilia-Romagna,spiagge:12210
node/5688428324,booking_provider,,spiagge.it,spiagge:12210
way/553722133,region,,Emilia-Romagna,spiagge:12226
way/553722133,booking_provider,,spiagge.it,spiagge:12226
way/334129597,address,,Viale G. Carducci,spiagge:12208
way/334129597,city,,Cesenatico,spiagge:12208
way/334129597,region,,Emilia-Romagna,spiagge:12208
way/334129597,postal_code,,47042,spiagge:12208
way/334129597,booking_provider,,spiagge.it,spiagge:12208
node/2377658347,city,,Cesenatico,spiagge:12234
node/2377658347,region,,Emilia-Romagna,spiagge:12234
node/2377658347,booking_provider,,spiagge.it,spiagge:12234
way/357095723,address,,"Viale G. Carducci, 10",spiagge:12230
way/357095723,city,,Cesenatico,spiagge:12230
way/357095723,region,,Emilia-Romagna,spiagge:12230
way/357095723,postal_code,,47042,spiagge:12230
way/357095723,booking_provider,,spiagge.it,spiagge:12230
way/184892587,address,,"Viale Sicilia, 99",spiagge:12301
way/184892587,city,,Cervia,spiagge:12301
way/184892587,region,,Emilia-Romagna,spiagge:12301
way/184892587,postal_code,,48015,spiagge:12301
way/184892587,booking_provider,,spiagge.it,spiagge:12301
way/334129597,address,,Viale Giulio Cesare snc,spiagge:12205
way/334129597,city,,Gatteo A Mare,spiagge:12205
way/334129597,region,,Emilia-Romagna,spiagge:12205
way/334129597,postal_code,,47043,spiagge:12205
way/334129597,booking_provider,,spiagge.it,spiagge:12205
node/5688428324,city,,Cesenatico,spiagge:12211
node/5688428324,region,,Emilia-Romagna,spiagge:12211
node/5688428324,booking_provider,,spiagge.it,spiagge:12211
way/334129597,address,,Viale Giulio Cesare snc,spiagge:12206
way/334129597,city,,Gatteo A Mare,spiagge:12206
way/334129597,region,,Emilia-Romagna,spiagge:12206
way/334129597,postal_code,,47043,spiagge:12206
way/334129597,booking_provider,,spiagge.it,spiagge:12206
node/5688428324,city,,Cesenatico,spiagge:12216
node/5688428324,region,,Emilia-Romagna,spiagge:12216
node/5688428324,booking_provider,,spiagge.it,spiagge:12216
way/719997859,address,,"Via Montenero, 1",spiagge:12268
way/719997859,city,,Cesenatico,spiagge:12268
way/719997859,region,,Emilia-Romagna,spiagge:12268
way/719997859,postal_code,,47042,spiagge:12268
way/719997859,booking_provider,,spiagge.it,spiagge:12268
way/184950148,address,,"Viale G. Carducci, 17",spiagge:12239
way/184950148,city,,Cesenatico,spiagge:12239
way/184950148,region,,Emilia-Romagna,spiagge:12239
way/184950148,postal_code,,47042,spiagge:12239
way/184950148,booking_provider,,spiagge.it,spiagge:12239
node/6606597505,address,,"Spiaggia, Viale Trento, 39",spiagge:12258
node/6606597505,city,,Cesenatico,spiagge:12258
node/6606597505,region,,Emilia-Romagna,spiagge:12258
node/6606597505,postal_code,,47042,spiagge:12258
node/6606597505,booking_provider,,spiagge.it,spiagge:12258
node/5279553574,address,,Via Arenile Demaniale,spiagge:12295
node/5279553574,city,,Cesenatico,spiagge:12295
node/5279553574,region,,Emilia-Romagna,spiagge:12295
node/5279553574,postal_code,,47042,spiagge:12295
node/5279553574,booking_provider,,spiagge.it,spiagge:12295
node/12809174415,address,,Via Arenile Demaniale snc,spiagge:12324
node/12809174415,city,,Pinarella,spiagge:12324
node/12809174415,region,,Emilia-Romagna,spiagge:12324
node/12809174415,postal_code,,48015,spiagge:12324
node/12809174415,booking_provider,,spiagge.it,spiagge:12324
node/12809174415,address,,Via Arenile Demaniale 103,spiagge:12326
node/12809174415,city,,Pinarella,spiagge:12326
node/12809174415,region,,Emilia-Romagna,spiagge:12326
node/12809174415,postal_code,,48015 ,spiagge:12326
node/12809174415,booking_provider,,spiagge.it,spiagge:12326
node/12809174415,address,,Via Arenile Demaniale snc,spiagge:12327
node/12809174415,city,,Cervia,spiagge:12327
node/12809174415,region,,Emilia-Romagna,spiagge:12327
node/12809174415,postal_code,,48015,spiagge:12327
node/12809174415,booking_provider,,spiagge.it,spiagge:12327
node/12809174415,address,,"Via Arenile Demaniale, 85-86",spiagge:12328
node/12809174415,city,,Cervia,spiagge:12328
node/12809174415,region,,Emilia-Romagna,spiagge:12328
node/12809174415,postal_code,,48015,spiagge:12328
node/12809174415,booking_provider,,spiagge.it,spiagge:12328
way/181542838,region,,Emilia-Romagna,spiagge:12333
way/181542838,booking_provider,,spiagge.it,spiagge:12333
node/9794269681,address,,Lungomare Grazia Deledda,spiagge:12350
node/9794269681,city,,Cervia,spiagge:12350
node/9794269681,region,,Emilia-Romagna,spiagge:12350
node/9794269681,postal_code,,48015,spiagge:12350
node/9794269681,booking_provider,,spiagge.it,spiagge:12350
node/13878288431,address,,"Lungomare Grazia Deledda, 187",spiagge:12355
node/13878288431,city,,Cervia,spiagge:12355
node/13878288431,region,,Emilia-Romagna,spiagge:12355
node/13878288431,postal_code,,48015,spiagge:12355
node/13878288431,booking_provider,,spiagge.it,spiagge:12355
node/9794269673,address,,"Lungomare Grazia Deledda, SNC",spiagge:12349
node/9794269673,city,,Cervia,spiagge:12349
node/9794269673,region,,Emilia-Romagna,spiagge:12349
node/9794269673,postal_code,,48015,spiagge:12349
node/9794269673,booking_provider,,spiagge.it,spiagge:12349
node/6653458895,address,,"Via Arenile Demaniale, 127-131",spiagge:12335
node/6653458895,city,,Cervia,spiagge:12335
node/6653458895,region,,Emilia-Romagna,spiagge:12335
node/6653458895,postal_code,,48015,spiagge:12335
node/6653458895,booking_provider,,spiagge.it,spiagge:12335
node/5592298921,region,,Emilia-Romagna,spiagge:12357
node/5592298921,booking_provider,,spiagge.it,spiagge:12357
node/11164937411,address,,"Lungomare Grazia Deledda, 204",spiagge:12364
node/11164937411,city,,Cervia,spiagge:12364
node/11164937411,region,,Emilia-Romagna,spiagge:12364
node/11164937411,postal_code,,48015,spiagge:12364
node/11164937411,booking_provider,,spiagge.it,spiagge:12364
way/1523752086,address,,Lungomare Grazia Deledda,spiagge:12359
way/1523752086,city,,Cervia,spiagge:12359
way/1523752086,region,,Emilia-Romagna,spiagge:12359
way/1523752086,postal_code,,48015,spiagge:12359
way/1523752086,booking_provider,,spiagge.it,spiagge:12359
node/6540411396,address,,Lungomare Grazia Deledda,spiagge:12344
node/6540411396,city,,Cervia,spiagge:12344
node/6540411396,region,,Emilia-Romagna,spiagge:12344
node/6540411396,postal_code,,48015,spiagge:12344
node/6540411396,booking_provider,,spiagge.it,spiagge:12344
way/181540609,address,,Lungomare Grazia Deledda 153,spiagge:12338
way/181540609,city,,Pinarella,spiagge:12338
way/181540609,region,,Emilia-Romagna,spiagge:12338
way/181540609,postal_code,,48015,spiagge:12338
way/181540609,booking_provider,,spiagge.it,spiagge:12338
node/13878288431,address,,Lungomare Grazia Deledda 190,spiagge:12356
node/13878288431,city,,Cervia,spiagge:12356
node/13878288431,region,,Emilia-Romagna,spiagge:12356
node/13878288431,postal_code,,48015,spiagge:12356
node/13878288431,booking_provider,,spiagge.it,spiagge:12356
node/6540411396,address,,Lungomare Grazia Deledda,spiagge:12343
node/6540411396,city,,Cervia,spiagge:12343
node/6540411396,region,,Emilia-Romagna,spiagge:12343
node/6540411396,postal_code,,48015,spiagge:12343
node/6540411396,booking_provider,,spiagge.it,spiagge:12343
node/6540411398,address,,Lungomare Grazia Deledda,spiagge:12346
node/6540411398,city,,Cervia,spiagge:12346
node/6540411398,region,,Emilia-Romagna,spiagge:12346
node/6540411398,postal_code,,48015,spiagge:12346
node/6540411398,booking_provider,,spiagge.it,spiagge:12346
way/181540609,address,,Lungomare Grazia Deledda 149,spiagge:12337
way/181540609,city,,Cervia,spiagge:12337
way/181540609,region,,Emilia-Romagna,spiagge:12337
way/181540609,postal_code,,48015,spiagge:12337
way/181540609,booking_provider,,spiagge.it,spiagge:12337
node/6653458895,address,,Via Arenile Demaniale 126,spiagge:12334
node/6653458895,city,,Cervia,spiagge:12334
node/6653458895,region,,Emilia-Romagna,spiagge:12334
node/6653458895,postal_code,,48015 ,spiagge:12334
node/6653458895,booking_provider,,spiagge.it,spiagge:12334
way/181540487,address,,"Lungomare Grazia Deledda, 197",spiagge:12360
way/181540487,city,,Cervia,spiagge:12360
way/181540487,region,,Emilia-Romagna,spiagge:12360
way/181540487,postal_code,,48015,spiagge:12360
way/181540487,booking_provider,,spiagge.it,spiagge:12360
node/13889423437,address,,"Lungomare Gabriele D'Annunzio, 217",spiagge:12375
node/13889423437,city,,Cervia,spiagge:12375
node/13889423437,region,,Emilia-Romagna,spiagge:12375
node/13889423437,postal_code,,48015,spiagge:12375
node/13889423437,booking_provider,,spiagge.it,spiagge:12375
node/706966060,address,,Viale Gaspare Spontini snc,spiagge:12388
node/706966060,city,,Milano Marittima,spiagge:12388
node/706966060,region,,Emilia-Romagna,spiagge:12388
node/706966060,postal_code,,48015,spiagge:12388
node/706966060,booking_provider,,spiagge.it,spiagge:12388
node/706966078,address,,"Viale Luigi Cadorna, 1a",spiagge:12394
node/706966078,city,,Milano Marittima,spiagge:12394
node/706966078,region,,Emilia-Romagna,spiagge:12394
node/706966078,postal_code,,48015,spiagge:12394
node/706966078,booking_provider,,spiagge.it,spiagge:12394
node/13889423436,address,,Lungomare Gabriele D'Annunzio 216,spiagge:12373
node/13889423436,city,,Cervia,spiagge:12373
node/13889423436,region,,Emilia-Romagna,spiagge:12373
node/13889423436,postal_code,,48015,spiagge:12373
node/13889423436,booking_provider,,spiagge.it,spiagge:12373
way/162976637,address,,Viale Spalato 273,spiagge:12404
way/162976637,city,,Milano Marittima,spiagge:12404
way/162976637,region,,Emilia-Romagna,spiagge:12404
way/162976637,postal_code,,48015,spiagge:12404
way/162976637,booking_provider,,spiagge.it,spiagge:12404
way/162976637,address,,"Via Forlì, 271",spiagge:12402
way/162976637,city,,Milano Marittima,spiagge:12402
way/162976637,region,,Emilia-Romagna,spiagge:12402
way/162976637,postal_code,,48016,spiagge:12402
way/162976637,booking_provider,,spiagge.it,spiagge:12402
way/160381452,address,,Via IX Traversa snc,spiagge:12423
way/160381452,city,,Milano Marittima,spiagge:12423
way/160381452,region,,Emilia-Romagna,spiagge:12423
way/160381452,postal_code,,48015,spiagge:12423
way/160381452,booking_provider,,spiagge.it,spiagge:12423
way/162976611,address,,"via zara, 266",spiagge:12398
way/162976611,city,,Milano Marittima,spiagge:12398
way/162976611,region,,Emilia-Romagna,spiagge:12398
way/162976611,postal_code,,48015,spiagge:12398
way/162976611,booking_provider,,spiagge.it,spiagge:12398
way/125238257,address,,"Viale Nicolò Paganini, 1",spiagge:12385
way/125238257,city,,Cervia,spiagge:12385
way/125238257,region,,Emilia-Romagna,spiagge:12385
way/125238257,postal_code,,48015,spiagge:12385
way/125238257,booking_provider,,spiagge.it,spiagge:12385
node/13889423438,address,,"Lungomare Gabriele D'Annunzio, 219",spiagge:12376
node/13889423438,city,,Cervia,spiagge:12376
node/13889423438,region,,Emilia-Romagna,spiagge:12376
node/13889423438,postal_code,,48015,spiagge:12376
node/13889423438,booking_provider,,spiagge.it,spiagge:12376
way/162976210,city,,Milano Marittima,spiagge:12389
way/162976210,region,,Emilia-Romagna,spiagge:12389
way/162976210,booking_provider,,spiagge.it,spiagge:12389
way/160381869,region,,Emilia-Romagna,spiagge:12430
way/160381869,booking_provider,,spiagge.it,spiagge:12430
way/160381869,region,,Emilia-Romagna,spiagge:12433
way/160381869,booking_provider,,spiagge.it,spiagge:12433
node/9836155431,address,,"337/B Via XXV Traversa Pineta, snc",spiagge:12438
node/9836155431,city,,Cervia,spiagge:12438
node/9836155431,region,,Emilia-Romagna,spiagge:12438
node/9836155431,postal_code,,48015,spiagge:12438
node/9836155431,booking_provider,,spiagge.it,spiagge:12438
way/160381869,region,,Emilia-Romagna,spiagge:12431
way/160381869,booking_provider,,spiagge.it,spiagge:12431
node/13305426626,address,,"Via Lungomare del parco, 11",spiagge:12449
node/13305426626,city,,Comacchio,spiagge:12449
node/13305426626,region,,Emilia-Romagna,spiagge:12449
node/13305426626,postal_code,,44022,spiagge:12449
node/13305426626,booking_provider,,spiagge.it,spiagge:12449
node/13305426625,address,,"Via Lungomare del Parco, 9",spiagge:12448
node/13305426625,city,,Comacchio,spiagge:12448
node/13305426625,region,,Emilia-Romagna,spiagge:12448
node/13305426625,postal_code,,44022,spiagge:12448
node/13305426625,booking_provider,,spiagge.it,spiagge:12448
node/13273608508,address,,Lungomare Italia 1,spiagge:12457
node/13273608508,city,,Lido Delle Nazioni,spiagge:12457
node/13273608508,region,,Emilia-Romagna,spiagge:12457
node/13273608508,postal_code,,44022,spiagge:12457
node/13273608508,booking_provider,,spiagge.it,spiagge:12457
node/1067781010,address,,Lungomare Italia 9,spiagge:12460
node/1067781010,city,,Lido delle Nazioni,spiagge:12460
node/1067781010,region,,Emilia-Romagna,spiagge:12460
node/1067781010,postal_code,,44022,spiagge:12460
node/1067781010,booking_provider,,spiagge.it,spiagge:12460
node/9836155431,address,,"Via XXVl Traversa Pineta, snc",spiagge:12439
node/9836155431,city,,Milano Marittima,spiagge:12439
node/9836155431,region,,Emilia-Romagna,spiagge:12439
node/9836155431,postal_code,,48015,spiagge:12439
node/9836155431,booking_provider,,spiagge.it,spiagge:12439
node/13273608508,address,,Lungomare Italia 5,spiagge:12458
node/13273608508,city,,Lido Delle Nazioni,spiagge:12458
node/13273608508,region,,Emilia-Romagna,spiagge:12458
node/13273608508,postal_code,,44022,spiagge:12458
node/13273608508,booking_provider,,spiagge.it,spiagge:12458
node/4394218690,address,,Piazza Riccardo Rocca 3,spiagge:12471
node/4394218690,city,,Lido di Pomposa,spiagge:12471
node/4394218690,region,,Emilia-Romagna,spiagge:12471
node/4394218690,postal_code,,44022,spiagge:12471
node/4394218690,booking_provider,,spiagge.it,spiagge:12471
way/1426388626,address,,Via Mar Jonio 31,spiagge:12476
way/1426388626,city,,Lido Degli Scacchi,spiagge:12476
way/1426388626,region,,Emilia-Romagna,spiagge:12476
