source_platform,source_venue_id,venue_name,venue_url,menu_section,item_name,item_description,raw_price,normalized_price_eur,currency,price_type,item_type,normalized_product,confidence,allergens,retrieved_at,source_url
leggimenu,bargolfmilano,Bar Golf Milano,https://www.leggimenu.it/menu/bargolfmilano,,Spritz,gua Italiano Inglese Spagnolo Francese Tedesco BARGOLFMILANO Menu Menu BAR GOLF Spritz € 7 Americano € 7 Negroni € 7 Gin Tonic da € 7 Whisky da € 5 Am,€ 7.00,7.0,EUR,menu,drink,spritz,high,,2026-06-01T19:13:54Z,https://www.leggimenu.it/menu/bargolfmilano
leggimenu,bargolfmilano,Bar Golf Milano,https://www.leggimenu.it/menu/bargolfmilano,,Negroni,"nolo Francese Tedesco BARGOLFMILANO Menu Menu BAR GOLF Spritz € 7 Americano € 7 Negroni € 7 Gin Tonic da € 7 Whisky da € 5 Amari, grappe € 4 Calice di",€ 7.00,7.0,EUR,menu,drink,negroni,high,,2026-06-01T19:13:54Z,https://www.leggimenu.it/menu/bargolfmilano
leggimenu,bargolfmilano,Bar Golf Milano,https://www.leggimenu.it/menu/bargolfmilano,,Gin Tonic,"e Tedesco BARGOLFMILANO Menu Menu BAR GOLF Spritz € 7 Americano € 7 Negroni € 7 Gin Tonic da € 7 Whisky da € 5 Amari, grappe € 4 Calice di Vino da € 5",€ 7.00,7.0,EUR,menu,drink,gin_tonic,high,,2026-06-01T19:13:54Z,https://www.leggimenu.it/menu/bargolfmilano
leggimenu,bargolfmilano,Bar Golf Milano,https://www.leggimenu.it/menu/bargolfmilano,,Mojito," 5 Panini del giorno € 5 Toast € 4 Secondi del giorno € 7 Start 12.00 COCKTAILS Mojito € 8 Menta, Rum, Soda Tropicale da € 8 Rum, Spezie, Succhi Long ",€ 5.00,5.0,EUR,menu,drink,mojito,high,,2026-06-01T19:13:54Z,https://www.leggimenu.it/menu/bargolfmilano
leggimenu,bargolfmilano,Bar Golf Milano,https://www.leggimenu.it/menu/bargolfmilano,,Moscow Mule,"g Island iced Tea € 8 Vodka, Gin, Rum, Triple Sec, Limone, Zucchero , Coca Cola Moscow mule € 8 Lime, Vodka, Ginger Beer Specialità € 10 Ampia scelta ",€ 8.00,8.0,EUR,menu,drink,moscow_mule,high,,2026-06-01T19:13:54Z,https://www.leggimenu.it/menu/bargolfmilano
leggimenu,bargolfmilano,Bar Golf Milano,https://www.leggimenu.it/menu/bargolfmilano,,Americano,"o Inglese Spagnolo Francese Tedesco BARGOLFMILANO Menu Menu BAR GOLF Spritz € 7 Americano € 7 Negroni € 7 Gin Tonic da € 7 Whisky da € 5 Amari, grappe",€ 7.00,7.0,EUR,menu,drink,americano,high,,2026-06-01T19:13:54Z,https://www.leggimenu.it/menu/bargolfmilano
