_origin_file,allergens,available_spots,booking_available,booking_provider,check_in_date,check_out_date,confidence,currency,item_description,item_name,item_type,menu_section,normalized_price_eur,normalized_product,peak_or_mid,price_type,raw_price,retrieved_at,season,source_platform,source_url,source_venue_id,staging_items,validity_end,validity_start,venue_name,venue_url,vertical
beach_s1_menu_items.csv,,,,,,,medium,EUR,Giornaliero stagione estiva,Ombrellone+2lettini – giornaliero,beach_service,OMBRELLONI,22.5,beach_set_2lettini_ombrellone,,per_day,"€20,00 - €25,00",2026-06-01T14:30:00Z,summer_2026,direct_website,https://bagnolaura.net/prezzi/,bagno_laura_tirrenia,,2026-09-30,2026-05-01,Bagno Laura,https://bagnolaura.net/prezzi/,beach
beach_s1_menu_items.csv,,,,,,,medium,EUR,Dal pomeriggio,Ombrellone+2lettini – mezza giornata,beach_service,OMBRELLONI,17.5,beach_set_2lettini_ombrellone,,per_half_day,"€15,00 - €20,00",2026-06-01T14:30:00Z,summer_2026,direct_website,https://bagnolaura.net/prezzi/,bagno_laura_tirrenia,,2026-09-30,2026-05-01,Bagno Laura,https://bagnolaura.net/prezzi/,beach
beach_s1_menu_items.csv,,,,,,,medium,EUR,15 giorni,Abbonamento quindicinale,beach_service,ABBONAMENTI,235.0,beach_set_2lettini_ombrellone,,per_week,"€170,00 - €300,00",2026-06-01T14:30:00Z,summer_2026,direct_website,https://bagnolaura.net/prezzi/,bagno_laura_tirrenia,,2026-09-30,2026-05-01,Bagno Laura,https://bagnolaura.net/prezzi/,beach
beach_s1_menu_items.csv,,,,,,,medium,EUR,30 giorni,Abbonamento mensile,beach_service,ABBONAMENTI,415.0,beach_subscription_month,,per_month,"€300,00 - €530,00",2026-06-01T14:30:00Z,summer_2026,direct_website,https://bagnolaura.net/prezzi/,bagno_laura_tirrenia,,2026-09-30,2026-05-01,Bagno Laura,https://bagnolaura.net/prezzi/,beach
beach_s1_menu_items.csv,,,,,,,medium,EUR,Stagione completa,Abbonamento stagionale,beach_service,ABBONAMENTI,1050.0,beach_subscription_season,,per_season,"€950,00 - €1.150,00",2026-06-01T14:30:00Z,summer_2026,direct_website,https://bagnolaura.net/prezzi/,bagno_laura_tirrenia,,2026-09-30,2026-05-01,Bagno Laura,https://bagnolaura.net/prezzi/,beach
beach_s1_menu_items.csv,,,,,,,medium,EUR,Cabina 7 persone,Cabina standard + ombrellone+2lettini – giornaliero,beach_service,CABINE,32.5,beach_cabin_day,,per_day,"€30,00 - €35,00",2026-06-01T14:30:00Z,summer_2026,direct_website,https://bagnolaura.net/prezzi/,bagno_laura_tirrenia,,2026-09-30,2026-05-01,Bagno Laura,https://bagnolaura.net/prezzi/,beach
beach_s1_menu_items.csv,,,,,,,medium,EUR,Stagione completa,Cabina stagionale,beach_service,CABINE,1700.0,beach_cabin_season,,per_season,"€1.550,00 - €1.850,00",2026-06-01T14:30:00Z,summer_2026,direct_website,https://bagnolaura.net/prezzi/,bagno_laura_tirrenia,,2026-09-30,2026-05-01,Bagno Laura,https://bagnolaura.net/prezzi/,beach
beach_s1_menu_items.csv,,,,,,,medium,EUR,Lettino con servizio,Lettino singolo – giornaliero,beach_service,ARREDI,11.5,beach_sunbed,,per_day,"€10,00 - €13,00",2026-06-01T14:30:00Z,summer_2026,direct_website,https://bagnolaura.net/prezzi/,bagno_laura_tirrenia,,2026-09-30,2026-05-01,Bagno Laura,https://bagnolaura.net/prezzi/,beach
beach_s1_menu_items.csv,,,,,,,high,EUR,Sedia da direttore,Sedia regista – giornaliero,beach_service,ARREDI,7.0,beach_chair,,per_day,"€7,00",2026-06-01T14:30:00Z,summer_2026,direct_website,https://bagnolaura.net/prezzi/,bagno_laura_tirrenia,,2026-09-30,2026-05-01,Bagno Laura,https://bagnolaura.net/prezzi/,beach
beach_s1_menu_items.csv,,,,,,,high,EUR,Giugno 1-14 / Sett 14-30,Ombrellone+2lettini+sdraio bassa stagione – giornaliero,beach_service,OMBRELLONI,60.0,beach_set_2lettini_ombrellone,,per_day,"€60,00",2026-06-01T14:30:00Z,summer_2026,direct_website,https://www.bagnomilano.org/it/tariffe.asp,bagno_milano_fortedeimarmi,,2026-09-30,2026-05-01,Bagno Milano,https://www.bagnomilano.org/it/tariffe.asp,beach
beach_s1_menu_items.csv,,,,,,,high,EUR,Luglio-Agosto,Ombrellone+2lettini+sdraio alta stagione – giornaliero,beach_service,OMBRELLONI,70.0,beach_set_2lettini_ombrellone,,per_day,"€70,00",2026-06-01T14:30:00Z,summer_2026,direct_website,https://www.bagnomilano.org/it/tariffe.asp,bagno_milano_fortedeimarmi,,2026-09-30,2026-05-01,Bagno Milano,https://www.bagnomilano.org/it/tariffe.asp,beach
