source_platform,source_venue_id,venue_name,venue_url,address,city,latitude,longitude,categories,price_tier,rating,rating_count,phone,website,opening_hours,has_menu,menu_url,extraction_status,retrieved_at
direct_website,barbisa_1920,Barbisa 1920,https://cdn.website.dish.co/media/aa/f6/9468376/BARBISA-APERITIVO.pdf,Via Lodovico Muratori 11 20135.0,Milano,45.4521021,9.2054417,,,,,,,,True,https://cdn.website.dish.co/media/aa/f6/9468376/BARBISA-APERITIVO.pdf,ok,2026-05-31T13:16:40Z
direct_website,harp_pub_guinness,Harp Pub Guinness,https://cdn.website.dish.co/media/78/d1/7737175/Menu-2024.pdf,,Milano,45.4772546,9.2255218,,,,,,https://harppubguinness.eatbu.com,,True,https://cdn.website.dish.co/media/78/d1/7737175/Menu-2024.pdf,ok,2026-05-31T13:16:40Z
direct_website,victorias,Victoria's,https://www.victoriasclub.it/aperitivo-servito/,,Milano,45.4910506,9.2390944,,,,,,https://victorias.eatbu.com,,True,https://www.victoriasclub.it/aperitivo-servito/,ok,2026-05-31T13:16:40Z
direct_website,frida,Frida,https://www.fridaisola.it/documents/menu-sera-frida.pdf,,Milano,45.4887512,9.187111,,,,,,https://frida.eatbu.com,,True,https://www.fridaisola.it/documents/menu-sera-frida.pdf,ok,2026-05-31T13:16:40Z
direct_website,birrificio_la_ribalta,Birrificio La Ribalta,https://birrificiolaribalta.com/wp-content/uploads/2020/07/Menu_Cena_La-Ribalta.pdf,,Milano,45.5069709,9.1731961,,,,,,,,True,https://birrificiolaribalta.com/wp-content/uploads/2020/07/Menu_Cena_La-Ribalta.pdf,ok,2026-05-31T13:16:40Z
direct_website,spritz,Spritz,https://www.leggimenu.it/menu/spritznaviglimilano/131035,Ripa di Porta Ticinese 9,Milano,45.4519849,9.1765944,,,,,,,,True,https://www.leggimenu.it/menu/spritznaviglimilano/131035,ok,2026-05-31T13:16:40Z
direct_website,moscow_mule_bar,Moscow Mule Bar,https://www.moscow-mule.it,"Via Teodosio, 60 60 20131.0",Milano,45.4868595,9.2301145,,,,,,,,True,https://www.moscow-mule.it,ok,2026-05-31T13:16:40Z
direct_website,eatmego,Eatme&Go,http://www.eatmeandgo.it,,Milano,45.4642,9.1900,,,,,,,,True,http://www.eatmeandgo.it,ok,2026-05-31T13:16:40Z
direct_website,i_mas,I Mas!,https://lnx.mas-milano.it/menu/,Ripa di Porta Ticinese 11,Milano,45.4519575,9.176461,,,,,,,,True,https://lnx.mas-milano.it/menu/,ok,2026-05-31T13:16:40Z
direct_website,tardis,Tardis,https://tardispubmilano.it/menu/,Via Luigi Ornato 134 20162.0,Milano,45.5238074,9.1925759,,,,,,,,True,https://tardispubmilano.it/menu/,ok,2026-05-31T13:16:40Z
direct_website,norin_caff_bistrot,Norin Caffè Bistrot,https://www.pizzeriabistronorin.com/menu-aperitivi-norin.php,,Milano,45.4642,9.1900,,,,,,,,True,https://www.pizzeriabistronorin.com/menu-aperitivi-norin.php,ok,2026-05-31T13:16:40Z
direct_website,luca_andrea,Luca & Andrea,https://www.lucaeandreabar.it/menu/,Alzaia Naviglio Grande 34,Milano,45.4515191,9.1728508,,,,,,,,True,https://www.lucaeandreabar.it/menu/,ok,2026-05-31T13:16:40Z
direct_website,casa_giuditta,Casa Giuditta,https://www.casagiudittamilano.it/wp-content/uploads/2025/10/I-nostri-Cocktail-CG.pdf,Via Carlo Goldoni 86,Milano,45.4694554,9.2220441,,,,,,,,True,https://www.casagiudittamilano.it/wp-content/uploads/2025/10/I-nostri-Cocktail-CG.pdf,ok,2026-05-31T13:16:40Z
direct_website,barcollando,Barcollando,https://www.barcollandocafe.it/,,Milano,45.4642,9.1900,,,,,,,,True,https://www.barcollandocafe.it/,ok,2026-05-31T13:16:40Z
direct_website,la_birrofila,La Birrofila,https://labirrofila.com/menu/pranzo/,Via privata Sant'Ampellio 14,Milano,45.4382102,9.1845842,,,,,,,,True,https://labirrofila.com/menu/pranzo/,ok,2026-05-31T13:16:40Z
direct_website,morgante_cocktail_soul,Morgante cocktail & soul,https://www.morgantecocktail.com/,Vicolo Lavandai 2a,Milano,45.4522005,9.1749661,,,,,,,,True,https://www.morgantecocktail.com/,ok,2026-05-31T13:16:40Z
direct_website,sui_generis,Sui Generis,https://suigeneris.bar/menu/,Via Panfilo Castaldi 31 20124.0,Milano,45.4763158,9.2040763,,,,,,,,True,https://suigeneris.bar/menu/,ok,2026-05-31T13:16:40Z
direct_website,ugo,UGO,https://www.ugobar.it/,Via Corsico 12,Milano,45.4517532,9.1735891,,,,,,,,True,https://www.ugobar.it/,ok,2026-05-31T13:16:40Z
direct_website,caff_fernanda,Caffè Fernanda,https://www.caffefernanda.com/menu/,,Milano,45.4642,9.1900,,,,,,,,True,https://www.caffefernanda.com/menu/,ok,2026-05-31T13:16:40Z
direct_website,garden_caff,Garden Caffè,https://www.leggimenu.it/menu/gardencaffe/65564,,Milano,45.4642,9.1900,,,,,,,,True,https://www.leggimenu.it/menu/gardencaffe/65564,ok,2026-05-31T13:16:40Z
direct_website,scott_duff,Scott Duff,https://scottduff.it/drink/index-web.php,Via Alessandro Volta 13,Milano,45.4799222,9.1832687,,,,,,,,True,https://scottduff.it/drink/index-web.php,ok,2026-05-31T13:16:40Z
direct_website,sun_strac,Sun Strac,https://sunstrac.it/,,Milano,45.4650897,9.2645554,,,,,,,,True,https://sunstrac.it/,ok,2026-05-31T13:16:40Z
direct_website,the_saints_and_the_scholars,The Saints and the Scholars,https://www.thesaintspub.it/menu/,,Milano,45.4890802,9.1675217,,,,,,https://thesaintsandthescholars.eatbu.com,,True,https://www.thesaintspub.it/menu/,ok,2026-05-31T13:16:40Z
direct_website,b_caf,B Cafè,https://www.bfamilygroup.it/cafe-menu/,Via San Maurilio 20,Milano,45.4626154,9.1834537,,,,,,,,True,https://www.bfamilygroup.it/cafe-menu/,ok,2026-05-31T13:16:40Z
direct_website,euro_jolly,Euro Jolly,https://jollybiliardi.it/,Corso Cristoforo Colombo 13,Milano,45.4540456,9.1710753,,,,,,,,True,https://jollybiliardi.it/,ok,2026-05-31T13:16:40Z
direct_website,carico,Carico,https://www.carico.io/menu,Via Savona 1,Milano,45.4561022,9.1701578,,,,,,,,True,https://www.carico.io/menu,ok,2026-05-31T13:16:40Z
direct_website,sicilian,Sicilian,https://www.sicilianbrera.com/menu-milano,Via del Carmine 7 20121.0,Milano,45.4702646,9.1865609,,,,,,,,True,https://www.sicilianbrera.com/menu-milano,ok,2026-05-31T13:16:40Z
direct_website,scott_joplin,Scott Joplin,http://scottjoplin.it/menu,Via Val di Ledro 11,Milano,45.5160674,9.1886642,,,,,,,,True,http://scottjoplin.it/menu,ok,2026-05-31T13:16:40Z
direct_website,santeria_toscana_31,Santeria Toscana 31,https://www.santeria.milano.it/lista-digitale-t31,,Milano,45.4642,9.1900,,,,,,,,True,https://www.santeria.milano.it/lista-digitale-t31,ok,2026-05-31T13:16:40Z
direct_website,camparino_in_galleria,Camparino in Galleria,https://www.camparino.com/,Galleria Vittorio Emanuele Secondo 1n02,Milano,45.4649201,9.1898776,,,,,,,,True,https://www.camparino.com/,ok,2026-05-31T13:16:40Z
direct_website,myst,Myst,https://www.mystmilano.it/,,Milano,45.4839246,9.2345802,,,,,,,,True,https://www.mystmilano.it/,ok,2026-05-31T13:16:40Z
direct_website,caff_inn,Caffè Inn,https://cdn.website.dish.co/media/62/a9/7606882/Menu-Aperitivo.pdf,,Milano,45.4642,9.1900,,,,,,,,True,https://cdn.website.dish.co/media/62/a9/7606882/Menu-Aperitivo.pdf,ok,2026-05-31T13:16:40Z
direct_website,la_corte_di_montenapoleone,La Corte di Montenapoleone,https://irp.cdn-website.com/45bdec79/files/uploaded/IlSalumaio_MenuBar_lug25.pdf,,Milano,45.4642,9.1900,,,,,,,,True,https://irp.cdn-website.com/45bdec79/files/uploaded/IlSalumaio_MenuBar_lug25.pdf,ok,2026-05-31T13:16:40Z
direct_website,funky,Funky,https://cdn.website.dish.co/media/f3/b2/9663569/Funky-The-Menu.pdf,Ripa di Porta Ticinese 33,Milano,45.4515584,9.1745153,,,,,,,,True,https://cdn.website.dish.co/media/f3/b2/9663569/Funky-The-Menu.pdf,ok,2026-05-31T13:16:40Z
direct_website,victoriasclub,Victoriasclub,https://www.victoriasclub.it/aperitivo-servito/,,Milano,45.4642,9.1900,,,,,,,,True,https://www.victoriasclub.it/aperitivo-servito/,ok,2026-05-31T13:16:40Z
