source_platform,venue_name,venue_url,address,latitude,longitude,phone,brand
getfit,GetFIT Milano - Via Pinerolo (zona San Siro e Parco di Trenno),https://www.getfit.it/club/via-pinerolo/,,45.4827008,9.115067,,GetFit
getfit,GetFIT Milano - Via Ravizza (zona Washington e Corso Vercelli),https://www.getfit.it/club/via-ravizza/,,45.4677056,9.15271499,,GetFit
getfit,GetFIT Milano - Viale Stelvio (zona Isola e Farini),https://www.getfit.it/club/viale-stelvio/,,45.4952027,9.18168489,,GetFit
getfit,GetFIT Milano - Via Vico (Sant’Agostino e parco Solari),https://www.getfit.it/club/via-vico/,,45.4628834,9.167838,,GetFit
getfit,GetFIT Milano - Via Piranesi (zona Porta Vittoria e Corso 22 Marzo),https://www.getfit.it/club/via-piranesi/,,45.4608735,9.2254461,,GetFit
getfit,GetFIT Milano - Via Meda (Navigli e Università IULM),https://www.getfit.it/club/via-meda/,,45.43860890,9.1782886,,GetFit
getfit,GetFIT Milano - Via Cenisio (zona Monumentale e Sempione),https://www.getfit.it/club/via-cenisio/,,45.4876703,9.170941,,GetFit
getfit,GetFIT Milano - Via Piacenza (Porta Romana e Università Bocconi),https://www.getfit.it/club/via-piacenza/,,45.44869,9.2035866,,GetFit
